pto_no,pto_name,permit_id,is_intercity,route_text
NTSA/RSN-01898,LIBERA IMPEX LIMITED,NTR-00202010261636060,False,"Ngara, Kikuyu Wangige Limuru Mai mahiu Ngecha NdumaKarli Kahuho Thigio Kiroe, Kamangu"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,NTR-00202010261652440,True,"Ngara, Jogoo rd Kayole Outering rd Tassia link rd Pipeline Mombasa rd, Machakos via Mlolongo"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,ADR-3ZQS3ZL,True,"Cabanas, Outering rd Kayole Jogoo rd Ngara Thika rd Mwihoko Eastern bypass Ruiru Kenyatta rd Gatundu Mukinyi Juja Thika Muranga Kangema Nyeri, Nyahururu"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,ADR-JY7SLWZ,True,"Ngara, Thika Rd Ruiru juja juja farm Kenyatta Rd gatundu mukinyi kamwangi gakoe ndakaini Gatura mau mau Rd thika kenol muranga kangema nyeri nyahururu olkalou njambini engineer naivasha, Mai mahiu"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,NTR-00202111081143080,True,"cabanas, mombasa rd pipeline outering rd eastern bypass mwihoko tassia link rd kayole juja rd ngara, jogoo rd"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,NTR-00202111081146060,False,"thika, northern bypass kamangu kiroe thigio nduma ngecha kahuho kari limuru kikuyu wangige waiyaki way, ngara"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,NTR-00202111081144060,True,"thika, ngara machakos voi, mombasa"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,ADR-POKSRVO,True,"cabanas, mombasa rd pipeline outering rd eastern bypass jogoo rd kayole ngara thika rd mwihoko tassia link rd gatundu juja farm thika, kenol"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,NTR-001427,True,"cabanas, mombasa rd pipeline outering rd eastern bypass jogoo rd savannah manyanja rd soweto spine rd kayole kangundo rd forest rd ngara thika rd mwihoko tassia link rd gatundu juja farm thika makongeni kamwangi, kenol"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,NTR-00809,True,"Malindi, Mombasa Voi Machakos Nairobi Bomet kericho Kisii Kisumu Kakamega Busia Eldoret, Kitale"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,ADR-VYAS95A,True,"Nairobi, Mombasa Rd Machakos Malaa Cabanas Pipeline Outering Rd Eastern Bypass Jogoo Rd Savanna Manyanja Rd Soweto Spine Rd Kayole Kangundo Rd Forest Rd Ngara Thika Rd Mwihoko Tasis Link Rd Gatundu Juja Farm Thika Makongeni, Kamwangi"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,ADR-Q5LCM7B,True,"Kakamega, Kisumu Kisii Kericho Bomet Nairobi Eastleigh Matuu Kitui, Garissa"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,ADR-EPJSROL,True,"Nairobi, Ngara Thika Rd Ruiru Juja Juja Farm Kenyatta Rd Gatundu Mukinyi Kamwangi Gakoe Ndakaini Gatura Mau Mau Rd Thika Machakos Malaa Kenol Muranga Kangema Nyeri Nyahururu Ol Kalou Njambini Engineer Naivasha, Maai Mahiu"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,,True,"Malindi - Mombasa,Voi,Nairobi,Ngara,Thika rd,Ruiru,Juja,Juja farm,Kenyatta Rd,Gatundu,Mukinyi,Kamwangi,Mangu,Gatukuyu,Gakoe,Ndakaini,Gatura,Mau mau Rd,Thika,Machakos,Malaa,Kenol,Muranga,Kangema,Nyeri,Nyahururu,Ol Kalau,Njambini,Engineer,Naivasha,Maai mahiu,Limuru,Kikuyu,Bomet,Kericho,Kisii,Kisumu,Kakamega,Busia,Eldoret,Kitale. - Kitale- Malindi - Mombasa,Voi,Nairobi,Ngara,Thika rd,Ruiru,Juja,Juja farm,Kenyatta Rd,Gatundu,Mukinyi,Kamwangi,Mangu,Gatukuyu,Gakoe,Ndakaini,Gatura,Mau mau Rd,Thika,Machakos,Malaa,Kenol,Muranga,Kangema,Nyeri,Nyahururu,Ol Kalau,Njambini,Engineer,Naivasha,Maai mahiu,Limuru,Kikuyu,Bomet,Kericho,Kisii,Kisumu,Kakamega,Busia,Eldoret,Kitale. - Kitale - Malindi - Mombasa,Voi,Nairobi,Ngara,Thika rd,Ruiru,Juja,Juja farm,Kenyatta Rd,Gatundu,Mukinyi,Kamwangi,Mangu,Gatukuyu,Gakoe,Ndakaini,Gatura,Mau mau Rd,Thika,Machakos,Malaa,Kenol,Muranga,Kangema,Nyeri,Nyahururu,Ol Kalau,Njambini,Engineer,Naivasha,Maai mahiu,Limuru,Kikuyu,Bomet,Kericho,Kisii,Kisumu,Kakamega,Busia,Eldoret,Kitale. - Kitale"
NTSA/RSN-01898,LIBERA IMPEX LIMITED,,True,Nairobi - Mombasa Rd-Machakos-Malaa-Cabanas-Pipeline-Outering Rd-Eastern Bypass-Jogoo Rd-Savanna-Manyanja Rd-Soweto-Spine Rd-Kayole-Kangundo Rd-Forest Rd-Ngara-Thika Rd-Mwihoko-Tasis-Link Rd-Gatundu-Gatukuyu-Mangu-Juja Farm-Thika-Makongeni - Kamwangi and Back- Nairobi - Mombasa Rd-Machakos-Malaa-Cabanas-Pipeline-Outering Rd-Eastern Bypass-Jogoo Rd-Savanna-Manyanja Rd-Soweto-Spine Rd-Kayole-Kangundo Rd-Forest Rd-Ngara-Thika Rd-Mwihoko-Tasis-Link Rd-Gatundu-Gatukuyu-Mangu-Juja Farm-Thika-Makongeni - Kamwangi and Back - Nairobi - Mombasa Rd-Machakos-Malaa-Cabanas-Pipeline-Outering Rd-Eastern Bypass-Jogoo Rd-Savanna-Manyanja Rd-Soweto-Spine Rd-Kayole-Kangundo Rd-Forest Rd-Ngara-Thika Rd-Mwihoko-Tasis-Link Rd-Gatundu-Gatukuyu-Mangu-Juja Farm-Thika-Makongeni - Kamwangi and Back
NTSA/RSN-01898,LIBERA IMPEX LIMITED,,True,"Nairobi - Jogoo rd,Entreprise rd,Likoni rd,Lunga Lunga rd,Mombasa rd,Eastern Bypass,Pipeline,Outering rd,Savannah,Manyaja rd,Soweto,Spine rd,Kayole,Kangundo rd,Forest rd,Ngara,Thika rd,Mwihoko,Tasia link rd,Gatundu,Gatukuyu,Mangu,Juja farm,Thika,Makongeni - Kamwangi and back- Nairobi - Jogoo rd,Entreprise rd,Likoni rd,Lunga Lunga rd,Mombasa rd,Eastern Bypass,Pipeline,Outering rd,Savannah,Manyaja rd,Soweto,Spine rd,Kayole,Kangundo rd,Forest rd,Ngara,Thika rd,Mwihoko,Tasia link rd,Gatundu,Gatukuyu,Mangu,Juja farm,Thika,Makongeni - Kamwangi and back - Nairobi - Jogoo rd,Entreprise rd,Likoni rd,Lunga Lunga rd,Mombasa rd,Eastern Bypass,Pipeline,Outering rd,Savannah,Manyaja rd,Soweto,Spine rd,Kayole,Kangundo rd,Forest rd,Ngara,Thika rd,Mwihoko,Tasia link rd,Gatundu,Gatukuyu,Mangu,Juja farm,Thika,Makongeni - Kamwangi and back"
NTSA/RSN-0288,LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201905151247360,False,"Kikuyu, Limurutigoni NgorongokanungaNdumberiruakaredhill KiambuRuiruVia Tatu city githiga githunguri, MakongeniThika"
NTSA/RSN-0288,LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-001334,False,"limuru, tigoni,kanunga, kiambu"
NTSA/RSN-0288,LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-001333,False,"limuru, ngorongo,ndumberi, kiambu"
NTSA/RSN-0288,LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00201905151245410,False,"kikuyu, limuru,tigoni,kanunga,kiambu,ruiru,via tatu city, makongenithika"
NTSA/RSN-0288,LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-MDMSKRK,False,"kikuyu, limuru,ngorongo,ndumberi,kiambu,ruiru,via tatu city, makongenithika"
NTSA/RSN-0293,LIRA LINE SACCO SOCIETY LTD,NTR-001017,True,"Railways, KawangwareLimuru Nakuru, Kisii"
NTSA/RSN-0293,LIRA LINE SACCO SOCIETY LTD,ADR-REOSZ7W,True,"Railways, KawangwareUthiru Limuru Nakuru Eldoret Kitale, Bungoma"
NTSA/RSN-0293,LIRA LINE SACCO SOCIETY LTD,NTR-001016,True,"Railways, Kawangware ngong via Karen Kikuyu Uthiru Limuru Nakuru Eldoret Kitale, Bungoma"
NTSA/RSN-0293,LIRA LINE SACCO SOCIETY LTD,NTR-00494,True,"nairobi, limuru, nakuru"
NTSA/RSN-0293,LIRA LINE SACCO SOCIETY LTD,ADR-LZRSRVZ,False,"railways, kawangware, limuru"
NTSA/RSN-0293,LIRA LINE SACCO SOCIETY LTD,ADR-YM3SBKO,True,"railways, kawangware , limuru, nakuru"
NTSA/RSN-0293,LIRA LINE SACCO SOCIETY LTD,ADR-8LMSY8B,False,"railways, kawangware, uthiru, limuru"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,NTR-00139,False,"odeon, thika road,kasarani, thika"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,NTR-00101,False,"odeon, ngara,pangani,unep, wangige"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,NTR-00201908021449470,False,"odeon, pangani,parklands,highridge,abc drive,ndenderu,gacharage,ruaka,kiambu,ruiru, thika (makongeni)"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-O68IM8Y,False,"Odeon, parklands highridgeg.mathenge ring rd waiyakiwayw.maathai pangani juja rd huruma roundabout outering rd alsops thika rd redhill ndenderu gacharage ruaka kiambu ruiru juja makongeni odeon ngara kangemi uthiru kikuyu wangige, Limuru"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-6DBS9LJ,False,"pangani, wangari maathai parklands highridge gen. mathenge ring rd redhill ruaka gacharage ndenderu wangige kikuyu limuru flyover kamwangi gakoe gatukuyu thika, Muranga via thika rd juja ruiru kiambu"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-WZ9SE9M,False,"Odeon, parklands highridge g.mathenge ring rd waiyakiwayw.maathai pangani juja rd huruma roundabout outering rd alsops thika rd redhill ndenderu gacharage ruaka kiambu ruiru juja mugutha kimbo matangi canaan judah darasha juja farmmakongeni odeon ngara kangemi uthiru kikuyu wangige, Limuru"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-537HBW7,False,"Odeon, Bus stationNgaraWangare maathai rdPanganiJuja rdHuruma roundaOutering rdthika rdthika rdparklandshighridgegeneral mathengering rdLimuru rdred hillGachiekiharaGikuniNgechaKabukuTigoniRainiLimuruWaiyaki wayKikuyuUthiruKangemiWangigeNdenderuGachageRuakaBananaKiambuRuiruThik rdKimboMuguthacanaanMatangiDarajJudahJujajuja farm via thika, Makongeni"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-A5ACK8P,False,"odeon, thika road, juja"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-9AKFJRA,False,"odeon, aga khan, pangani, ndenderu, wangige"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-DB3TYOY,False,"odeon, wangige,aga khan, pangani, ndenderu"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-3ZQSJ2A,False,"odeon, pangani, highridge, karura, rwaka, ndenderu"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-JY7SZ77,False,"odeon, highridge, pangani, ruaka, ndenderu"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-POKSYK7,False,"odeon, juja, thika road"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-VYASWAP,False,"odeon, waiyaki way,Redhill,westlands, kangemi, uthiru, kinoo"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-Q5LC8LO,False,"odeon, thika road,ruiru,juja, thika(makongeni)"
NTSA/RSN-0294,LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY,ADR-EPJSEJB,False,"odeon, thika road,ruiru,kiambu ruaka,gacharage, abc drive"
NTSA/RSN-01900,LOTHIAN TRANSPORTERS,NTR-00922,True,"Mombasa Rd(cabanas), Airport North Rd Outering Rd Eastern Bypass Utawala Ruai Thika Rd Pangani Parklands, Nairobi"
NTSA/RSN-01900,LOTHIAN TRANSPORTERS,NTR-001391,False,"Thika, Pangani Kariokor Community, Nairobi"
NTSA/RSN-01900,LOTHIAN TRANSPORTERS,NTR-00159,False,"Bus station, KNH, Mbagathi way, Langata, Otiende"
NTSA/RSN-01900,LOTHIAN TRANSPORTERS,NTR-0020181211134410497,False,"Bus station, Kencom,GPO,KNH,Adams arcade,Karen,Ngong,Matasia,Kiseriani,Rongai,Bomas,Langata road, Kiserian"
NTSA/RSN-01900,LOTHIAN TRANSPORTERS,ADR-DB3T575,False,"Thika, Outering road Kangundo road, Tala"
NTSA/RSN-01900,LOTHIAN TRANSPORTERS,ADR-3ZQS3QL,True,"Mombasa rd, Outering rd Juja rd Eastleigh Tom mboya Kenyatta av GPO Community Knh Ngong rd Kawangware Kikuyu waiyaki way forest rd Kiambu rd bypass thika rd Githurai mwiki Ruiru Thika, kenol"
NTSA/RSN-0296,LUCKY BABA DOGO TRAVELLERS LIMITED,NTR-00569,False,"Timboroa lane, Thika road Baba Dogo Lucky Summer Outering rd Donholm Tajmall ruai, Kangundo rd"
NTSA/RSN-0296,LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-MDMSKMO,False,"Timboroa lane, Thika road Baba Dogo Lucky Summer Outering rd Donholm Tajmall, Ruai"
NTSA/RSN-0296,LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-YM3SVL9,False,"babadogo, thika road, timboroa lane"
NTSA/RSN-0296,LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-8LMSJOZ,False,"timboroa lane, thika road, baba dogo"
NTSA/RSN-0296,LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-ZZJS9Z5,False,"timboroa drive, thika road, baba dogo"
NTSA/RSN-0296,LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-2DVSZBO,False,"babadogo, timboroa lane, thika road"
NTSA/RSN-0296,LUCKY BABA DOGO TRAVELLERS LIMITED,ADR-K9BFEBO,False,"timboroa drive, thika rd, baba dogo"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,NTR-00159,False,"bus station, knh, mbagathi way, langata, otiende"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,NTR-00271,False,"Banana, Bus stationrailwaysKNHmbagathi Roadlangata rd otiende athi river kitengela, Machakos"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,ADR-VYASV6R,False,"Banana, KiambuKhojaBus stationRailwaysAthi riverKitengela, Machakos"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,ADR-Q5LCYR7,False,"Banana, KiambuKhojaBus station RailwaysKNHMbagathiLangata rd, Otiende"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,ADR-EPJSADV,False,"banana, bus station,knh,bagathi road, langata"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,ADR-2DVSZWL,False,"banana, langata,bus station,knh, bagathi road"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,ADR-K9BFEJ7,False,"banana, bus station,knh,bagathi road, langata"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,ADR-7WRS7BJ,True,"banana, railways,athi river, machakos"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,ADR-BQ9S7A2,True,"banana, machakos,railways, athi river"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,ADR-REOS89Y,False,"banana, kitengela,bus station, railways, athi river"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,ADR-MDMSKLK,False,"bus station, otiende,knh, mbagathi way, langata"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,ADR-YM3SVMB,False,"banana, bus station, railways, athi river, kitengela"
NTSA/RSN-0297,LUCKY TRANSPORTERS COMPANY,,False,"Khoja - Kiambu rd,Northern Bypass,Ruaka,Banana - Kiambu and back- Khoja - Kiambu rd,Northern Bypass,Ruaka,Banana - Kiambu and back - Khoja - Kiambu rd,Northern Bypass,Ruaka,Banana - Kiambu and back"
NTSA/RSN-0298,LUMINOUS SHUTTLES LIMITED,NTR-00202105241007320,False,"Ngong, kimuka gataka rongai kiserian, Isinya"
NTSA/RSN-0298,LUMINOUS SHUTTLES LIMITED,NTR-00202105251535490,False,"Isinya, kiserian ngong kimuka karen hardy gataka ongata rongai bomas, langata rd"
NTSA/RSN-0298,LUMINOUS SHUTTLES LIMITED,NTR-0096,False,"kiserian, ngong,karen,nduyu,yaya,gpo,ambassador, railways"
NTSA/RSN-0298,LUMINOUS SHUTTLES LIMITED,ADR-ZZJS9V5,False,"railways, olesereni, southern bypass,karen,ngong,kiserian,yaya, ambassadeur"
NTSA/RSN-0298,LUMINOUS SHUTTLES LIMITED,ADR-VYAS98E,False,"kiserian, ngong, ndunyu, yaya, gpo, ambassadour, railways"
NTSA/RSN-0298,LUMINOUS SHUTTLES LIMITED,ADR-O68IVBW,False,"karen, hardy, bomas, langata road, railways"
NTSA/RSN-0298,LUMINOUS SHUTTLES LIMITED,ADR-6DBSWKM,False,"kiserian, railways,ngong, ndunyu, yaya, gpo, ambassadour"
NTSA/RSN-0298,LUMINOUS SHUTTLES LIMITED,ADR-WZ9SWWB,False,"kiserian, railways,ngong, karen , dunyu, yaya, ambassador"
NTSA/RSN-0298,LUMINOUS SHUTTLES LIMITED,ADR-2DVSDM6,False,"kiserian, ngong, karen , dunyu, yaya, ambassador, railways"
NTSA/RSN-0298,LUMINOUS SHUTTLES LIMITED,NTR-00166,False,"kiserian, ngong,karen,yaya,ambassador, railways"
NTSA/RSN-0302,MADIWA MATATU OWNERS SACCO,NTR-00446,False,"Mfangano, Kariokor,General Waruinge,Garage,1st Avenue, Eastleigh Section3"
NTSA/RSN-0302,MADIWA MATATU OWNERS SACCO,ADR-2DVS5KV,False,"Mfangano,, Luthuli Avenue,, Eastleigh Section 3"
NTSA/RSN-0302,MADIWA MATATU OWNERS SACCO,ADR-K9BFVRA,False,"Mfangano street, Kariokor Fig tree Lumbwa rd Ambira rd Jogoo rdCommercial Eastleigh section III Kiambiu St Teresa Juja rd Mathare North Outering rd Thika rd Mwihoko Kangundo rd, By pass"
NTSA/RSN-0302,MADIWA MATATU OWNERS SACCO,ADR-7WRSZDL,False,"mfangano, luthuli avenue, eastleigh section 3"
NTSA/RSN-0302,MADIWA MATATU OWNERS SACCO,ADR-BQ9S3JL,False,"mfangano, eastleigh section3,kariokor,general waruinge,garage, 1st avenue"
NTSA/RSN-0302,MADIWA MATATU OWNERS SACCO,ADR-REOSLWA,False,"mfangano, eastleigh section 3, luthuli avenue"
NTSA/RSN-0302,MADIWA MATATU OWNERS SACCO,ADR-MDMSAYY,False,"eastleigh, commercial,juja road, luthuli"
NTSA/RSN-02001,MAMBIGI SERVICES LIMITED,NTR-00202009231508310,False,"Commercial, Mwiki Njiru, Utawala"
NTSA/RSN-02001,MAMBIGI SERVICES LIMITED,NTR-00202104150825200,False,"Commercial, Thika Rd Juja Thika Town Eastern Bypass Outering Rd Kangundo Rd, Utawala"
NTSA/RSN-02001,MAMBIGI SERVICES LIMITED,NTR-0020181205091222755,False,"Commercial, Thika Rd Juja Thika Town Mwiki Outering Rd Njiru Eastern Bypass Kangundo Rd, Utawala"
NTSA/RSN-02005,MANAMA TRAVELLERS LIMITED,ADR-9AKF8R8,True,"Mlolongo, Athi River Mitaboni Kangundo Tala Joska Kamulu Machakos Kitui, Mutomo"
NTSA/RSN-02005,MANAMA TRAVELLERS LIMITED,ADR-A5ACV82,False,"Gikomba, Jogoo Rd Kangundo Rd Outering Rd Imara daima Chai Rd Juja Rd Mathare, Bus Station"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,NTR-0053,True,"nairobi, thika,matuu,kitui, mwingi"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,NTR-00519,True,"nairobi, thika,matuu, mwingi"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,NTR-00202007170920010,True,"Nairobi, Outering rd via Mombasa rd Kibwezi, Mombasa"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,NTR-00202009281552290,True,"Nairobi, Thika Matuu Mwingi GarissaModagashe, Mpeketoni"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,NTR-00202105211012490,True,"Mombasa, nairobi narok bomet kisii migori homabay kisumu busia kericho, Nakuru"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,NTR-00581,False,"Nairobi, Bypass Juja Eastleigh Ruiru Thika Isiolo Marsabit, Moyale"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,NTR-0020181207160047502,True,"nairobi, thika,matuu,mwingi,kitui,via machakos,wote,kibwezi, mombasa"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,ADR-EPJSYEZ,False,"Nairobi, ThikaMatuuMwingiGarissa, Modagashe"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,ADR-2DVS5RP,False,"Nairobi, RuiruEastern bypass Juja Thika Isiolo Marsabit, Moyale"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,ADR-K9BFV6Z,False,"Nairobi, Ruiru bypass Juja Thika Isiolo Marsabit, Moyale"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,ADR-7WRSZ97,True,"nairobi, mwingi,thika,matuu, kitui"
NTSA/RSN-0319,MANCHESTER TRAVELLERS COACH LIMITED,ADR-BQ9S3QQ,True,"nairobi, thika,matuu,mwingi,kitui,via machakos, wote"
NTSA/RSN-0321,MANMO SACCO,NTR-00407,False,"commercial, thika road, mathare north"
NTSA/RSN-0321,MANMO SACCO,NTR-00202003241330260,False,"Abc place, WaiyakiwayForest rdParklandsMuranga rd TerminusCommercialBustationMombasa rdCitycabanasEastern bypassUtawalaRuaiKangundo rdOutering rdJUJA RDMathare northThika rdPark rd, Ngara rd"
NTSA/RSN-0321,MANMO SACCO,NTR-00201909191433510,False,"abc place, waiyaki way,forest rd,parklands,muranga rd terminus,commercial,juja rd,ngara rd,park rd,thika rd,mathare north,outering rd, city cabanas"
NTSA/RSN-0321,MANMO SACCO,ADR-537HW22,False,"commercial, muranga rd terminus,thika rd,mathare north,outering rd, city cabanas"
NTSA/RSN-0321,MANMO SACCO,ADR-A5AC8VM,False,"commercial, mathare north, thika road"
NTSA/RSN-01743,MARUTI T.R.R SACCO,NTR-00201908231143000,False,"Kenol, thika town makongeni Ruirukiambu limuru, Ruaka"
NTSA/RSN-01743,MARUTI T.R.R SACCO,NTR-00561,False,"Kenol, Thika Makongeni Ruiru Kiambu Raini Tigoni Limuru, Ruaka"
NTSA/RSN-01743,MARUTI T.R.R SACCO,ADR-LZRSRZZ,False,"ruiru prison, ruiru town, kenol"
NTSA/RSN-01743,MARUTI T.R.R SACCO,ADR-O68I8W5,False,"kenol, ruiru town,ruru prison,ruaka, limuru"
NTSA/RSN-0327,mat two friends limited,ADR-8LMSVDD,False,"railways, kawangware,dagorretti,kikuyu, gikambura"
NTSA/RSN-0327,mat two friends limited,ADR-8LMSO6W,False,"railways, kikuyu, dagoreti"
NTSA/RSN-0327,mat two friends limited,NTR-00104,False,"railways, kikuyu, dagoretti"
NTSA/RSN-0327,mat two friends limited,NTR-00539,False,"kikuyu, dagoreti, gikambura"
NTSA/RSN-0327,mat two friends limited,ADR-MDMSA9B,False,"railways, dagoreti, kikuyu"
NTSA/RSN-0327,mat two friends limited,ADR-A5ACV22,False,"knh, kawangware,riruta satelite, dagoretti market"
NTSA/RSN-0327,mat two friends limited,ADR-537H2YW,False,"railways, dagoretti corner, riruta satellite"
NTSA/RSN-0327,mat two friends limited,ADR-WZ9SVL3,False,"railways, kawangware, riruta satellite, dagoretti market"
NTSA/RSN-02009,MATATU CREW ASSOCIATION SACCO,NTR-00202011131535140,False,"Railways, Knh Karen Ngong via Ngong rd Kiserian, Ongata Rongai"
NTSA/RSN-02009,MATATU CREW ASSOCIATION SACCO,NTR-00201901071527150,False,"Knh, ngong rd karen ngongkiserian ongata rongai, bomas"
NTSA/RSN-02009,MATATU CREW ASSOCIATION SACCO,ADR-8LMS5M5,False,"kabiria, ngong rd karen ngong kiserian rongai gataka bomas langata rd KNH railways jogoo rd eastern bypass utawala ruai kamulu, Kangundo"
NTSA/RSN-02009,MATATU CREW ASSOCIATION SACCO,ADR-ZZJSVL9,True,"limuru, kikuyu kabiria dagoretti mkt kawangare kiambu alsops mwiki mwihoko railways ngong rd karen ngong kiserian rongai gataka bomas langata rd KNH jogoo rd juja rd eastern bypass utawala githunguri ruai kangundo kamulu outering rd cabanas mombasa rd kitengela, isinya"
NTSA/RSN-0705,MAVEROUS SHUTTLE LIMITED,NTR-00202009231121260,False,"Mfangano, Eastleigh Jogoo road Savannah Komarock Kangundo road Ruai, Kamulu"
NTSA/RSN-0705,MAVEROUS SHUTTLE LIMITED,NTR-00202110191117150,True,"donholm, outering rd eastern bypass syokimau mlolongo via mombasa rd athi river, Machakos"
NTSA/RSN-0705,MAVEROUS SHUTTLE LIMITED,NTR-00175,True,"Mfangano, eastleigh jogoo rd donholm savannah komarock kangundo rd ruai kamulu outering rd eastern bypass syokimau mlolongo via mombasa rdathi river, machakos"
NTSA/RSN-0705,MAVEROUS SHUTTLE LIMITED,NTR-00763,False,"komarock, savanna, jogoo road, eastleigh, mfangano street"
NTSA/RSN-0705,MAVEROUS SHUTTLE LIMITED,ADR-9AKFOJ5,False,"komarock, eastleigh,savannah, embakasi, commerial"
NTSA/RSN-0705,MAVEROUS SHUTTLE LIMITED,ADR-DB3TQYD,False,"komarock, mfangano street,savanna, jogoo road, eastleigh"
NTSA/RSN-02000,MERUIT LOGISTICS LIMITED,NTR-00202009231509490,False,"Marurui, Northern Bypass, Ruiru"
NTSA/RSN-02000,MERUIT LOGISTICS LIMITED,NTR-00202010211717240,False,"Odeon, Thika road marurui Ruiruruaka kiambu thika, Makongeni"
NTSA/RSN-02000,MERUIT LOGISTICS LIMITED,ADR-9AKF2D9,False,"Odeon, Thika road marurui, Ruiru"
NTSA/RSN-02000,MERUIT LOGISTICS LIMITED,ADR-DB3T56V,False,"Moi Lane, Odeon Thika Rd Marurui Ruiru Ruaka Kiambu Thika, Makongeni"
NTSA/RSN-02000,MERUIT LOGISTICS LIMITED,ADR-3ZQS3WK,False,"Moi Lane, Wangare Maathai Rd Outering Rd Kahawa West Eastern Bypass Kangundo Rd Nderi Kikuyu, Ndenderu"
NTSA/RSN-02000,MERUIT LOGISTICS LIMITED,ADR-JY7SLPR,False,"Moi Lane, Odeon Thika Rd Wangare Maathai Rd Outering Rd Marurui Ruiru Ruaka Kahawa West Eastern Bypass Kangundo Rd Kiambu Thika Makongeni Nderi Kikuyu, Ndenderu"
NTSA/RSN-0345,METROTRANS EAST AFRICA LIMITED,NTR-00947,True,"nairobi, narok, bomet"
