pto_no,pto_name,permit_id,is_intercity,route_text
NTSA/RSN-0134,FORWARD TRAVELLERS SACCO LTD,ADR-ZZJSJ2A,False,"kayole, gikomba,juja road, eastleigh"
NTSA/RSN-0134,FORWARD TRAVELLERS SACCO LTD,ADR-2DVSR5M,False,"bus station, muthurwa, jogoo road, kayole, eastern bypass, utawala"
NTSA/RSN-0134,FORWARD TRAVELLERS SACCO LTD,ADR-K9BF6V8,False,"kariobangi south, outering road, thika road, gikomba, commercial"
NTSA/RSN-0134,FORWARD TRAVELLERS SACCO LTD,ADR-7WRS9ZW,False,"kayole, gikomba, juja road"
NTSA/RSN-0134,FORWARD TRAVELLERS SACCO LTD,ADR-BQ9SQ3A,False,"otc, jogoo rd, kayole, mihango, eastern bypass, ruiru underpass"
NTSA/RSN-0136,FOURTY FOUR OWNERS COMPANY LIMITED,NTR-00201901151029270,False,"tom mboya, zimmerman,githurai,kahawa west,ruiru,juja,thika road, makongenithika"
NTSA/RSN-0136,FOURTY FOUR OWNERS COMPANY LIMITED,NTR-00202103091438110,False,"Commercial, Alsops Outering rd Juja rd Jogoo rd Kangundo rd Eastleigh Gikomba Thika rd Githurai Kahawa west Bypass Ruiru, Thika(makongeni)"
NTSA/RSN-0136,FOURTY FOUR OWNERS COMPANY LIMITED,NTR-0066,False,"commercial, zimmerman,kahawa west, githurai"
NTSA/RSN-0136,FOURTY FOUR OWNERS COMPANY LIMITED,NTR-00201909171049330,False,"commercial, thika rd,githurai,kahawa west,bypass,ruiru, thika (makongeni)"
NTSA/RSN-0136,FOURTY FOUR OWNERS COMPANY LIMITED,ADR-YM3SB85,False,"commercial, gikombajuja rd eastleigh jogoo rd kangundo rdoutering rd thka rd alsops githurai kahawa westbypass ruiru kahawa sukari kahawa wendanimwihoko, thika(makongeni)"
NTSA/RSN-0136,FOURTY FOUR OWNERS COMPANY LIMITED,ADR-8LMSYMK,False,"tom mboya, thika road, githurai, ruiru"
NTSA/RSN-0136,FOURTY FOUR OWNERS COMPANY LIMITED,ADR-ZZJSJLA,False,"commercial, githurai,zimmerman, kahawa west"
NTSA/RSN-0136,FOURTY FOUR OWNERS COMPANY LIMITED,ADR-LZRS7E5,False,"tom mboya, thika road, githurai 44, bypass, ruiru"
NTSA/RSN-0136,FOURTY FOUR OWNERS COMPANY LIMITED,ADR-O68IMO7,False,"ronald ngala, kahawa west, zimmerman"
NTSA/RSN-8282,GARAMU TRAVEL SOLUTIONS LIMITED,NTR-00201908300830460,False,"Railways, Ngong rdHurlinghamYayaKorosho/MbaaziKawangwareRiruta sateliteWaithakaDagoretti MarketKikuyuKarenNgong Langata Kibera Kileleshwa Lavington Uthiru, Wangige"
NTSA/RSN-8282,GARAMU TRAVEL SOLUTIONS LIMITED,NTR-00202101201303380,False,"Ngong, Karen Dagoretti corner Kawangware Kikuyu Wangige, Limuru"
NTSA/RSN-8282,GARAMU TRAVEL SOLUTIONS LIMITED,ADR-8LMS5QE,False,"railways, ngong rd,hurlingham,yaya,korosho/mbaazi,kawanware,riruta satelite,waithaka,dagoretti market, kikuyu"
NTSA/RSN-8282,GARAMU TRAVEL SOLUTIONS LIMITED,ADR-ZZJSVOR,False,"railways, ngong rd,hurlingham,yaya,korosho/mbaazi,kawangware,riruta satelite,waithaka,dagoretti market, kikuyu"
NTSA/RSN-0146,GATANGA SHUTTLE LIMITED,NTR-00414,True,"Nairobi, Thika Nyokanyoka Rd Muranga Kangema Nyeri Nanyuki Nyahururu Nakuru Naivasha Njabini Olkalou Maumau Rd, Mugoiri"
NTSA/RSN-0146,GATANGA SHUTTLE LIMITED,NTR-00183,True,"nairobi, thika nyeri nyahururu, nakuru"
NTSA/RSN-0146,GATANGA SHUTTLE LIMITED,NTR-00236,True,"nairobi, thika,nyeri,nyahururu, nakuru"
NTSA/RSN-0146,GATANGA SHUTTLE LIMITED,NTR-00142,True,"nairobi, thika road,thika, nyeri"
NTSA/RSN-0146,GATANGA SHUTTLE LIMITED,ADR-VYASAD8,True,"nairobi, nakuru, thika nyeri nyahururu"
NTSA/RSN-0146,GATANGA SHUTTLE LIMITED,ADR-Q5LCLD9,True,"nairobi, thika, nyeri, nyahururu, nakuru"
NTSA/RSN-0147,GATANGA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00183,True,"nairobi, thika nyeri nyahururu, nakuru"
NTSA/RSN-0147,GATANGA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00236,True,"nairobi, thika,nyeri,nyahururu, nakuru"
NTSA/RSN-0147,GATANGA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,NTR-00250,True,"nairobi, nakuru, nyahururu"
NTSA/RSN-0147,GATANGA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-WZ9SWJP,True,"nairobi, thika, nyeri, nyahururu, nakuru"
NTSA/RSN-0147,GATANGA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD,ADR-537H6AJ,True,"nairobi, nakuru, thika nyeri nyahururu"
NTSA/RSN-0148,GATHIMA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY.,NTR-00201911141534530,False,"Thika, Thika rdJujaGatunduKangoo, Kamwangi"
NTSA/RSN-0148,GATHIMA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY.,ADR-537HORO,False,"thika, gatundu, kiambu"
NTSA/RSN-0148,GATHIMA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY.,ADR-A5AC7R8,False,"thika, kiambu, gatundu"
NTSA/RSN-7402,GEOBEAT MAOKA TRAVELLERS LIMITED,NTR-00202010291101240,False,"Alsops, lLucky SummerBaba Dogo Outering rd via Rabai rd Makadara City Stadium Kangundo rd, Koma bus Park"
NTSA/RSN-7402,GEOBEAT MAOKA TRAVELLERS LIMITED,ADR-EPJSRP5,False,"Allsops, Outering road,Mumias rd,Makadara, City Stadium"
NTSA/RSN-7402,GEOBEAT MAOKA TRAVELLERS LIMITED,ADR-2DVSDQ3,True,"Ngara, Juja Rd Outering Rd Eastern Bypass Cabanas Mombasa Rd GM Lusaka Rd City Stadium Jogoo Rd Makadara via Rabai Rd Lucky Summer, Muthurwa"
NTSA/RSN-7402,GEOBEAT MAOKA TRAVELLERS LIMITED,ADR-K9BFZAY,True,"Ngara, Juja Rd Outering Rd Eastern Bypass Cabanas Mombasa Rd GM Lusaka Rd City Stadium Jogoo Rd Makadara via Rabai Rd Lucky Summer, Muthurwa"
NTSA/RSN-7402,GEOBEAT MAOKA TRAVELLERS LIMITED,ADR-7WRSOQO,True,"Ngara, Juja Rd Outering Rd Eastern Bypass Cabanas Mombasa Rd GM Lusaka Rd City Stadium Jogoo Rd Makadara via Rabai Rd Lucky Summer, Muthurwa"
NTSA/RSN-7402,GEOBEAT MAOKA TRAVELLERS LIMITED,ADR-BQ9SMK7,True,"Ngara, Juja Rd Outering Rd Eastern Bypass Cabanas Mombasa Rd GM Lusaka Rd City Stadium Jogoo Rd Makadara via Rabai Rd Lucky Summer, Muthurwa"
NTSA/RSN-01728,GIKAKI SACCO SOCIETY LIMITED,NTR-00813,False,"Githunguri, Kagwe Kimende Limuru uplands kwamaiko ruiru, nyanduma"
NTSA/RSN-01728,GIKAKI SACCO SOCIETY LIMITED,NTR-00202211011816190,True,"Githunguri, Kagwe Kimende Limuru Uplands Kwa Maiko Ruiru Nyanduma Kibichoi Gathugu Gachika Gatundu Thika Mai-Mahiu, Naivasha"
NTSA/RSN-01728,GIKAKI SACCO SOCIETY LIMITED,ADR-O68I2YK,False,"githunguri, kagwe, kimende, ruiru"
NTSA/RSN-01728,GIKAKI SACCO SOCIETY LIMITED,ADR-6DBS8ER,False,"githunguri, kagwe, kimende"
NTSA/RSN-01728,GIKAKI SACCO SOCIETY LIMITED,ADR-WZ9SL7Y,False,"githunguri, kagwe,kimende,nyanduma, ruiru"
NTSA/RSN/8047,GIKAKURU TRAVELLERS SACCO,NTR-00820,False,"githurai 45, mwihoko eastern bypass ruiru githunguri limuru kimende kijabe hospital wangige kiambu, kahawa west"
NTSA/RSN/8047,GIKAKURU TRAVELLERS SACCO,ADR-537HQP8,False,"githurabypass, ku referral hospital,ruiru,thika, gatuanyanga"
NTSA/RSN-1626,GIKIMWI BYPASS TRANSPORTERS SACCO,NTR-001337,False,"githurai, mumbi, mwihoko"
NTSA/RSN-1626,GIKIMWI BYPASS TRANSPORTERS SACCO,NTR-00201905161413340,False,"githurai, mumbi,mwihoko,kahawa sukari,ruiru, makongenithika"
NTSA/RSN-1626,GIKIMWI BYPASS TRANSPORTERS SACCO,ADR-WZ9SVAQ,False,"githurai, mwihoko, kahawa sukari, bypass, ruiru"
NTSA/RSN-0152,GINYALI COOPERATIVE SAVINGS & CREDIT SOCIETY LTD,NTR-00202101211540210,True,"Thika(Makongeni), Ruiru Githunguri Githiga Limuru via Kabuku Ngecha Kikuyu via Kamandura Naivasha, Nakuru"
NTSA/RSN-0152,GINYALI COOPERATIVE SAVINGS & CREDIT SOCIETY LTD,NTR-00828,True,"Thika(makongeni), Ruiru kiambu githiga githunguri kagwe via gatundu mau mau rd matimbei kagaa mathanja gatina limuru kimende matathia kijabe maimahiu naivasha via njabini engineer nyahururu, nakuru"
NTSA/RSN-0152,GINYALI COOPERATIVE SAVINGS & CREDIT SOCIETY LTD,NTR-0088,True,"githunguri, kambaa,kagaa,kimende,limuru,naivasha, nakuru"
NTSA/RSN-0152,GINYALI COOPERATIVE SAVINGS & CREDIT SOCIETY LTD,NTR-00201909161408460,True,"thika(makongeni), ruiru,githunguri,kambaa,kagaa,kimende,limuru,naivasha, nakuru"
NTSA/RSN-0152,GINYALI COOPERATIVE SAVINGS & CREDIT SOCIETY LTD,ADR-VYASAV2,True,"Thika(Makongeni), Ruiru Githunguri Githiga Limuru via Kabuku Ngecha Kikiyu via Kamandura Naivasha, Nakuru"
NTSA/RSN-0152,GINYALI COOPERATIVE SAVINGS & CREDIT SOCIETY LTD,ADR-Q5LCLYD,True,"nairobi, githunguri,nyambari,limuru, naivasha"
NTSA/RSN-0152,GINYALI COOPERATIVE SAVINGS & CREDIT SOCIETY LTD,ADR-EPJSJA5,True,"nairobi, guthunguri, kambaa, kagaa, kimende, limuru, naivasha, nakuru"
NTSA/RSN-0152,GINYALI COOPERATIVE SAVINGS & CREDIT SOCIETY LTD,ADR-2DVSBZ3,True,"githunguri, nakuru,kambaa,kagaa,kimende,limuru, naivasha"
NTSA/RSN-0153,GITHIGA TRAVELLERS SACCO,NTR-00201902261346190,True,"ngara, kiambu,githiga,githunguri,limuru, nakuru"
NTSA/RSN-0153,GITHIGA TRAVELLERS SACCO,ADR-A5ACLDJ,True,"St peters, GithunguriLimuru, Nakuru"
NTSA/RSN-0153,GITHIGA TRAVELLERS SACCO,ADR-9AKFAEY,True,"St peters, kiambugithiga Githunguri kambaa via uplands nyambari Limuru, Nakuru"
NTSA/RSN-0153,GITHIGA TRAVELLERS SACCO,ADR-DB3TB99,False,"st.peters, kiambu, limuru, githuguri"
NTSA/RSN-0153,GITHIGA TRAVELLERS SACCO,ADR-3ZQSJDD,False,"st.peters, githiga, githunguri, limuru"
NTSA/RSN-0153,GITHIGA TRAVELLERS SACCO,ADR-JY7SZYO,False,"tommboya, githunguri,kiambu road, kiambu"
NTSA/RSN-0153,GITHIGA TRAVELLERS SACCO,ADR-POKSY2B,False,"st.peters, githuguri,kiambu, limuru"
NTSA/RSN-0153,GITHIGA TRAVELLERS SACCO,ADR-VYASWYR,False,"st peters, githunguri, kiambu"
NTSA/RSN-0153,GITHIGA TRAVELLERS SACCO,ADR-Q5LC827,False,"st peters, kiambu, githunguri"
NTSA/RSN-0153,GITHIGA TRAVELLERS SACCO,ADR-EPJSEMV,False,"ngara, kiambu,githiga,githunguri, limuru"
NTSA/RSN-0154,GITHURAI 45 SACCO,NTR-00415,False,"ronald ngara, thika road, githurai"
NTSA/RSN-0154,GITHURAI 45 SACCO,NTR-00202102161130010,True,"Ronald Ngala, Thika rd Outering rd Juja rd Cabanas Eastern bypass Ruai Mwihoko Githurai Thika(Makongeni), Mwingi"
NTSA/RSN-0154,GITHURAI 45 SACCO,ADR-537HYWR,True,"nairobi, thika road, githurai, mwingi"
NTSA/RSN-0154,GITHURAI 45 SACCO,ADR-A5AC286,True,"ronald ngala, githurai, mwingi"
NTSA/RSN-0154,GITHURAI 45 SACCO,ADR-9AKFOR5,True,"ronald ngala, mwingi, githurai"
NTSA/RSN-0154,GITHURAI 45 SACCO,ADR-DB3TQOD,True,"nairobi, mwingi,thika road, githurai"
NTSA/RSN-0154,GITHURAI 45 SACCO,ADR-3ZQSO23,True,"railways, mwingi,thika road, githurai"
NTSA/RSN-0154,GITHURAI 45 SACCO,ADR-JY7SE7Q,False,"ronald ngara, githurai, thika road"
NTSA/RSN-0154,GITHURAI 45 SACCO,ADR-POKS7KY,False,"ronald ngala, thika road,githurai, thika (makongeni)"
NTSA/RSN-1824,GIWA SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-7WRSOLM,False,"Wangige, GikuniGathiga, St mathews"
NTSA/RSN-1824,GIWA SAVINGS AND CREDIT COOPERATIVE SOCIETY LIMITED,ADR-BQ9SM8B,False,"Wangige, Gikuni Gathiga St mathews ngecha mwamto kikuyu dagoretti kamangu limurukahuho gachie, river lori"
NTSA/RSN-8143,GMK SACCO LIMITED,NTR-00202009021508060,True,"Nyeri, KaratinaEmbuMurangaKiriainiNgara(NRB), Voi"
NTSA/RSN-8143,GMK SACCO LIMITED,NTR-00202202241345360,True,"Ngara, Outering Rd Kayole Eastern Bypass Kangundo Rd Ruai Northern Bypass Mwihoko via Thika Muranga Karatina Kiriaini NyeriEmbu, Voi"
NTSA/RSN-8143,GMK SACCO LIMITED,ADR-LZRSW7B,True,"ngara, ruai outering rd northern bypass mwihoko via thika muranga karatina kiriaini nyeri embu, voi"
NTSA/RSN-8143,GMK SACCO LIMITED,ADR-O68I2MZ,False,"githurai, muranga, kiriaini"
NTSA/RSN-8143,GMK SACCO LIMITED,ADR-6DBS896,True,"ngara, muranga,kiriaini,nyeri, karatina"
NTSA/RSN-02023,GUCHA EXPRESS LIMITED,NTR-00202101261102060,True,"Railways, Mlolongo Kitengela, Machakos"
NTSA/RSN-02023,GUCHA EXPRESS LIMITED,ADR-LZRS6J7,False,"Railways, Jogoo Rd Outering Rd Kangundo Rd Ruai Katani Mlolongo Kitengela\tMachakos, Isinya"
NTSA/RSN-02052,HANNOVER SWIFT TRANS LIMITED,NTR-0025,False,"Kikuyu, Waiyaki Way,Westlands,Tom Mboya,Thika road, Kasarani , Mwiki"
NTSA/RSN-02052,HANNOVER SWIFT TRANS LIMITED,NTR-00749,False,"Kikuyu, Waiyaki Way Westlands Tom Mboya Thika Rd Kasarani Mwiki Komarock |Kangundo Rd Ruai Outering Rd Donholm Juja Rd GPO Kabiria Dagoreti Kamangu Limuru Kiambu Ruiru Thika, Makongeni"
NTSA/RSN-02052,HANNOVER SWIFT TRANS LIMITED,ADR-BQ9SMWB,False,"Kikuyu, Waiyaki way Westlands Tom Mboya Thika rd Kasarani Mwiki Komarocks Kangundo rd Outering rd Juja rd, Tom mboya, Thika(Makongeni)"
NTSA/RSN-02052,HANNOVER SWIFT TRANS LIMITED,,False,"Thika(Makongeni) - Ruiru,Mwiki,Ruai,Utawala,Donholm,Bus station,Gpo,Westlands,Dagoretti,Kabiria,Kikuyu,Kamangu,Limuru - Kiambu and back"
NTSA/RSN-0165,HIGHRISE KIBERA SACCO,NTR-00202110191626020,False,"Bus Station, enterprise rd via lusaka langata rd highrise upperhill memorial link rd KNH community valley rd soweto sunday studio silanga, yaya centre via ngong rd"
NTSA/RSN-0165,HIGHRISE KIBERA SACCO,ADR-9AKFJ77,False,"bus station, nyayo, highrise, knh, kibera"
NTSA/RSN-0165,HIGHRISE KIBERA SACCO,ADR-DB3TYAM,False,"bus station, kibera,nyayo, highrise, knh"
NTSA/RSN-0166,HIGHWAY TRAVELLERS LIMITED,NTR-00796,True,"nakuru, gilgil, naivasha"
NTSA/RSN-0166,HIGHWAY TRAVELLERS LIMITED,ADR-A5ACLLW,True,"nakuru, naivasha, gilgil"
NTSA/RSN-0169,HOME SACCO LIMITED,NTR-00471,False,"Limuru, Ngecha, Uplands"
NTSA/RSN-0169,HOME SACCO LIMITED,NTR-00201807271239220,False,"Wangige, Kikuyu Gachie Gathiga Ruaka Kiambu Ruiru, Kenol"
NTSA/RSN-0169,HOME SACCO LIMITED,NTR-00202001071446410,False,"Khoja, Westlands Wangige Peponi Rd Ngecha Limuru Uplands Kikuyu Gachie Gathiga Ruaka Kiambu Ruiru, Kenol"
NTSA/RSN-0169,HOME SACCO LIMITED,ADR-MDMSQ73,False,"khoja, westlands,wangige,ngecha, peponi rd"
NTSA/RSN-0169,HOME SACCO LIMITED,ADR-YM3S6DR,False,"khoja, westlands, wangige"
NTSA/RSN-0169,HOME SACCO LIMITED,ADR-8LMSEZM,False,"odeon, thome, thika road"
NTSA/RSN-0169,HOME SACCO LIMITED,ADR-ZZJSQAV,False,"khoja, wangige, westlands"
NTSA/RSN-0169,HOME SACCO LIMITED,ADR-LZRSWMO,False,"khoja, peponi rd,westlands,wangige, ngecha"
NTSA/RSN-0172,HURUMA MINI-BUS SACCO LTD,NTR-00202012151628260,True,"City cabanas via outering rd, Kangundo rd Thika rd Mombasa rd, Eastleigh"
NTSA/RSN-0172,HURUMA MINI-BUS SACCO LTD,ADR-REOSZB2,False,"huruma, pangani,kariokor, tusker"
NTSA/RSN-0172,HURUMA MINI-BUS SACCO LTD,ADR-MDMSJOW,False,"huruma, tusker,pangani, kariokor"
NTSA/RSN-0172,HURUMA MINI-BUS SACCO LTD,,True,"Huruma - Pangani,Muranga rd,Ngara,Thika rd,Kariokor,Gikomba,Jogoo rd,Likoni rd,Eastleigh,Outering rd,Kangundo rd,Mombasa rd - Tusker and back"
NTSA/RSN-0174,Inagi Travellers Sacco,NTR-00202003111620510,True,"Githunguri, NairobiMachakos via outering rd, Kitui"
NTSA/RSN-0174,Inagi Travellers Sacco,NTR-00385,True,"githunguri, nairobi, nakuru"
NTSA/RSN-0174,Inagi Travellers Sacco,ADR-A5ACPED,True,"Githunguri, NairobiMachakos, Kitui"
NTSA/RSN-0174,Inagi Travellers Sacco,ADR-9AKF2VP,True,"githunguri, nakuru, nairobi"
NTSA/RSN-0176,INDIMA (NJE) SACCO,NTR-00487,True,"Bus station, Mombasa roadLusaka road Industrial AreaKwa Njenga Outering rd Kangundo rd Ruai, Kamulu"
NTSA/RSN-0176,INDIMA (NJE) SACCO,NTR-00563,False,"bus station, lusaka road,enterprise road,industrial area,general motors, mukuru kwa njenga"
NTSA/RSN-0176,INDIMA (NJE) SACCO,NTR-0017,True,"Bus station, muthurwa mombasa rd lusaka rd industrial area enterprise rd likoni rd imara daima kwa njenga jogoo rd outering rd kangundo rd ruai kamulu eastern bypass, alsops"
NTSA/RSN-0176,INDIMA (NJE) SACCO,NTR-00202203171440590,True,"Bus Station, Mombasa Rd Syokimau Athi River, Kitengela"
NTSA/RSN-0176,INDIMA (NJE) SACCO,NTR-00564,True,"muthurwa, enterprise road,industrial area,general motors,mombasa road, mukuru kwa njenga"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-JY7SQRO,True,"Bus station, muthurwa mombasa rd lusaka rd industrial area enterprise rd likoni rd imara daima kwa njenga jogoo rd outering rd kangundo rdruai eastern bypass, alsops"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-POKSMZB,False,"bus station, mukuru kwa njenga, lusaka road,enterprise road,industrial area, general motors"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-VYASVJR,True,"bus station, mombasa road, lusaka road, industrial area, kwa njenga"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-Q5LCYA7,True,"muthurwa, lusaka road, industrial area, enterprise road, hillocks, mombasa road, kwa njenga"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-EPJSA6V,False,"muthurwa, jogoo road,likoni road, industrial area"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-2DVSZ6L,False,"muthurwa, kwa njenga,enterprise road, lusaka road"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-K9BFEO7,False,"bus station, kwa njenga,lusaka road, industrial area, general motors"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-7WRS7WJ,False,"bus station, mukuru kwa njenga,lusaka road,enterprise road,industrial area, general motors"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-BQ9S7E2,True,"muthurwa, kwa njenga,lusaka road, industrial area, enterprise road, hillocks, mombasa road"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-REOS8MY,True,"muthurwa, mukuru kwa njenga,enterprise road,industrial area,general motors, mombasa road"
NTSA/RSN-0176,INDIMA (NJE) SACCO,ADR-MDMSK8K,True,"bus station, kwa njenga ,mombasa road, lusaka road, industrial area"
NTSA/RSN-0176,INDIMA (NJE) SACCO,,True,"Bus station - Muthurwa,Mombasa rd,Lusaka rd,Industrial area,Entreprise rd,Likoni rd,Imara daima,Kwa njenga,Jogoo rd,Outering rd,Kangundo rd,Ruai,Kamulu,Eastern Bypass,Alsops,Syokimau,Athi river - Kitengela and back- Bus station - Muthurwa,Mombasa rd,Lusaka rd,Industrial area,Entreprise rd,Likoni rd,Imara daima,Kwa njenga,Jogoo rd,Outering rd,Kangundo rd,Ruai,Kamulu,Eastern Bypass,Alsops,Syokimau,Athi river - Kitengela and back - Bus station - Muthurwa,Mombasa rd,Lusaka rd,Industrial area,Entreprise rd,Likoni rd,Imara daima,Kwa njenga,Jogoo rd,Outering rd,Kangundo rd,Ruai,Kamulu,Eastern Bypass,Alsops,Syokimau,Athi river - Kitengela and back"
NTSA/RSN-01742,INDO STAR SACCO,ADR-BQ9S58K,True,"Muthurwa, Industrial AreaImara Njenga Likoni Road Lungalunga rdFirst Avenue Jogoo rd Outering rd Eastern bypass Mombasa rd, Mlolongo"
NTSA/RSN-01742,INDO STAR SACCO,ADR-REOSR55,True,"Muthurwa, Industrial Area Imara Njenga Likoni Road Lungalunga rd First Avenue Jogoo rd Outering rd Kangundo rdEastern bypass Mombasa rd, Mlolongo"
NTSA/RSN-01742,INDO STAR SACCO,ADR-MDMSQ2P,True,"Muthurwa, Industrial Area Imara Njenga Likoni Road Lungalunga rd First Avenue Jogoo rd Outering rd Kangundo rd kayole spine rd manyanja rd Eastern bypass langata rd bomas Mombasa rd, Mlolongo"
NTSA/RSN-01742,INDO STAR SACCO,ADR-YM3S6Y3,True,"muthurwa, industrial area, likoni road, mombasa raod, jogoo road, mlolongo"
NTSA/RSN-5041,INTEGRITY INTERCITY LIMITED,NTR-00201911081554190,False,"Khoja, Thika rd outering rd Ngumba eastern bypass juja farm Forest roadMuseum roadWaiyaki wayKinoo kikuyu wangige ndenderu rironi, Limuru"
NTSA/RSN-5041,INTEGRITY INTERCITY LIMITED,NTR-00725,False,"khoja, thika road, ngumba"
NTSA/RSN-5041,INTEGRITY INTERCITY LIMITED,ADR-MDMSZLA,False,"Khoja, Thika rd,Ngumba,Forest road,Museum road,Waiyaki way,Kinoo, Rironi"
NTSA/RSN-0177,INTER COUNTIES TRAVELLERS SACCO,NTR-00202104150815260,True,"Muthurwa, jogoo rd likoni rd lungalunga donholm mombasa rd Cabanas Eastern bypass Ruai, Alsops"
NTSA/RSN-0177,INTER COUNTIES TRAVELLERS SACCO,ADR-K9BFYJY,False,"muthurwa, jogoo road,likoni road,lungalunga, donholm"
NTSA/RSN-0177,INTER COUNTIES TRAVELLERS SACCO,ADR-7WRSRBO,False,"muthurwa, donholm,jogoo road,likoni road, lungalunga"
NTSA/RSN-0715,INTER-COUNTY TRAVELLERS SACCO,NTR-00231,False,"nairobi, thika, kangari"
NTSA/RSN-0715,INTER-COUNTY TRAVELLERS SACCO,ADR-VYASZ35,False,"nairobi, kangari, thika"
NTSA/RSN-0181,ISKA INVESTMENTS COMPANY LTD.,NTR-00202107221159520,False,"Commercial, Ronald ngala Zimmermankiambugithuraikahawa westoutering roadnorthern bypasseastern bypassruiruthika, Makongeni"
NTSA/RSN-0181,ISKA INVESTMENTS COMPANY LTD.,NTR-00579,False,"nairobi, thika road, thika"
NTSA/RSN-0181,ISKA INVESTMENTS COMPANY LTD.,ADR-K9BFVB2,False,"nairobi, thika, thika road"
NTSA/RSN-0181,ISKA INVESTMENTS COMPANY LTD.,ADR-7WRSZ23,False,"nairobi, thika, ruiru"
NTSA/RSN-0181,ISKA INVESTMENTS COMPANY LTD.,,False,"Nairobi - Mathare North,Thika rd - Thika and back- Nairobi - Mathare North,Thika rd - Thika and back - Nairobi - Mathare North,Thika rd - Thika and back"
NTSA/RSN-0183,ITHANGA TRAVELLERS SACCO,NTR-00565,False,"ithanga, thika, nairobi"
NTSA/RSN-0183,ITHANGA TRAVELLERS SACCO,ADR-LZRSYQL,False,"ithanga, nairobi, thika"
NTSA/RSN-0184,JESMAT TRAVELLERS CO-OPRATIVE,NTR-00202102021255020,False,"Mfangano street, Kariokor Gikomba Ngara fig Juja rd Eastleigh Kiambiu Thika rd Mathare North Outering rd Eastern bypass, Kangundo rd"
NTSA/RSN-0184,JESMAT TRAVELLERS CO-OPRATIVE,ADR-EPJSE9J,False,"mfangano street, gikomba, majengo"
NTSA/RSN-0184,JESMAT TRAVELLERS CO-OPRATIVE,ADR-2DVSRY2,False,"mfangano street, highrise,gikomba, majengo"
NTSA/RSN-0184,JESMAT TRAVELLERS CO-OPRATIVE,ADR-K9BF6KW,False,"mfangano street, gikomba,majengo, highrise"
NTSA/RSN-0184,JESMAT TRAVELLERS CO-OPRATIVE,ADR-7WRS9L5,False,"mfangano, eastleigh section 3, luthuli avenue"
NTSA/RSN-0185,JONSAGA FLATS SACCO,ADR-7WRS29M,False,"Ronald Ngala, NgaraJujardHuruma Round aboutOutering rdKangundo rd, Ruai"
NTSA/RSN-0185,JONSAGA FLATS SACCO,NTR-00202104161338180,True,"Mowlem, Kariokor Gikomba cabanas Mombasa Rd athi River thika rd forest rd, Limuru rd"
NTSA/RSN-0185,JONSAGA FLATS SACCO,NTR-00202002071549350,True,"Ronald Ngala, Ngara Juja rd Huruma Round about Outering rd Kangundo rd Ruai Mowlem Kariokor Gikomba Cabanas Mombasa rd Athi river Forest rd Thika rd, Limuru"
NTSA/RSN-0185,JONSAGA FLATS SACCO,ADR-BQ9SZQB,True,"Ronald Ngala, Ngara Juja Rd Huruma Round About Outering Rd Kangundo Rd Ruai Utawala Cabanas Mombasa Rd, Athi River"
NTSA/RSN-0185,JONSAGA FLATS SACCO,ADR-REOSOZM,False,"Ronald Ngala, Race Course Rd Ngara Forest Rd Ojijo Rd Parklands via Westlands Limuru Rd Thika Rd Githurai, Juja Town"
NTSA/RSN-0185,JONSAGA FLATS SACCO,ADR-MDMSMJL,False,"huruma, juja road, ngara, ronald ngara"
NTSA/RSN-0185,JONSAGA FLATS SACCO,ADR-YM3SLEW,False,"huruma, juja,ngara, ronald ngala"
NTSA/RSN-0185,JONSAGA FLATS SACCO,ADR-YM3SLVL,False,"huruma, ronald ngala,juja, ngara"
NTSA/RSN-0185,JONSAGA FLATS SACCO,ADR-ZZJSZ2O,False,"huruma, ronald ngara,juja road, ngara"
NTSA/RSN-2074,JUJA ATHI TRAVELLERS SACCO.,NTR-00201906201608210,False,"juja, juja farm, athi"
NTSA/RSN-2074,JUJA ATHI TRAVELLERS SACCO.,ADR-DB3T5EP,False,"athi, makongeni thika ruiru juja juja farm gatundu, muranga"
