pto_no,sacco,permit_id,route_hints,is_intercity,route_text,pto_name_raw
NTSA/RSN-01898,Libera Impex,,,True,Nairobi - Mombasa Rd-Machakos-Malaa-Cabanas-Pipeline-Outering Rd-Eastern Bypass-Jogoo Rd-Savanna-Manyanja Rd-Soweto-Spine Rd-Kayole-Kangundo Rd-Forest Rd-Ngara-Thika Rd-Mwihoko-Tasis-Link Rd-Gatundu-Gatukuyu-Mangu-Juja Farm-Thika-Makongeni - Kamwangi and Back- Nairobi - Mombasa Rd-Machakos-Malaa-Cabanas-Pipeline-Outering Rd-Eastern Bypass-Jogoo Rd-Savanna-Manyanja Rd-Soweto-Spine Rd-Kayole-Kangundo Rd-Forest Rd-Ngara-Thika Rd-Mwihoko-Tasis-Link Rd-Gatundu-Gatukuyu-Mangu-Juja Farm-Thika-Makongeni - Kamwangi and Back - Nairobi - Mombasa Rd-Machakos-Malaa-Cabanas-Pipeline-Outering Rd-Eastern Bypass-Jogoo Rd-Savanna-Manyanja Rd-Soweto-Spine Rd-Kayole-Kangundo Rd-Forest Rd-Ngara-Thika Rd-Mwihoko-Tasis-Link Rd-Gatundu-Gatukuyu-Mangu-Juja Farm-Thika-Makongeni - Kamwangi and Back,LIBERA IMPEX LIMITED
NTSA/RSN-01898,Libera Impex,,,True,"Nairobi - Jogoo rd,Entreprise rd,Likoni rd,Lunga Lunga rd,Mombasa rd,Eastern Bypass,Pipeline,Outering rd,Savannah,Manyaja rd,Soweto,Spine rd,Kayole,Kangundo rd,Forest rd,Ngara,Thika rd,Mwihoko,Tasia link rd,Gatundu,Gatukuyu,Mangu,Juja farm,Thika,Makongeni - Kamwangi and back- Nairobi - Jogoo rd,Entreprise rd,Likoni rd,Lunga Lunga rd,Mombasa rd,Eastern Bypass,Pipeline,Outering rd,Savannah,Manyaja rd,Soweto,Spine rd,Kayole,Kangundo rd,Forest rd,Ngara,Thika rd,Mwihoko,Tasia link rd,Gatundu,Gatukuyu,Mangu,Juja farm,Thika,Makongeni - Kamwangi and back - Nairobi - Jogoo rd,Entreprise rd,Likoni rd,Lunga Lunga rd,Mombasa rd,Eastern Bypass,Pipeline,Outering rd,Savannah,Manyaja rd,Soweto,Spine rd,Kayole,Kangundo rd,Forest rd,Ngara,Thika rd,Mwihoko,Tasia link rd,Gatundu,Gatukuyu,Mangu,Juja farm,Thika,Makongeni - Kamwangi and back",LIBERA IMPEX LIMITED
NTSA/RSN-0288,Likambu Matatu,NTR-00201905151247360,,False,"Kikuyu, Limurutigoni NgorongokanungaNdumberiruakaredhill KiambuRuiruVia Tatu city githiga githunguri, MakongeniThika",LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED
NTSA/RSN-0288,Likambu Matatu,NTR-001334,,False,"limuru, tigoni,kanunga, kiambu",LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED
NTSA/RSN-0288,Likambu Matatu,NTR-001333,,False,"limuru, ngorongo,ndumberi, kiambu",LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED
NTSA/RSN-0288,Likambu Matatu,NTR-00201905151245410,,False,"kikuyu, limuru,tigoni,kanunga,kiambu,ruiru,via tatu city, makongenithika",LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED
NTSA/RSN-0288,Likambu Matatu,ADR-MDMSKRK,,False,"kikuyu, limuru,ngorongo,ndumberi,kiambu,ruiru,via tatu city, makongenithika",LIKAMBU MATATU SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED
NTSA/RSN-0293,Lira Line Society,NTR-001017,,True,"Railways, KawangwareLimuru Nakuru, Kisii",LIRA LINE SACCO SOCIETY LTD
NTSA/RSN-0293,Lira Line Society,ADR-REOSZ7W,,True,"Railways, KawangwareUthiru Limuru Nakuru Eldoret Kitale, Bungoma",LIRA LINE SACCO SOCIETY LTD
NTSA/RSN-0293,Lira Line Society,NTR-001016,,True,"Railways, Kawangware ngong via Karen Kikuyu Uthiru Limuru Nakuru Eldoret Kitale, Bungoma",LIRA LINE SACCO SOCIETY LTD
NTSA/RSN-0293,Lira Line Society,NTR-00494,,True,"nairobi, limuru, nakuru",LIRA LINE SACCO SOCIETY LTD
NTSA/RSN-0293,Lira Line Society,ADR-LZRSRVZ,,False,"railways, kawangware, limuru",LIRA LINE SACCO SOCIETY LTD
NTSA/RSN-0293,Lira Line Society,ADR-YM3SBKO,,True,"railways, kawangware , limuru, nakuru",LIRA LINE SACCO SOCIETY LTD
NTSA/RSN-0293,Lira Line Society,ADR-8LMSY8B,,False,"railways, kawangware, uthiru, limuru",LIRA LINE SACCO SOCIETY LTD
NTSA/RSN-0294,Lopha,NTR-00139,,False,"odeon, thika road,kasarani, thika",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,NTR-00101,,False,"odeon, ngara,pangani,unep, wangige",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,NTR-00201908021449470,,False,"odeon, pangani,parklands,highridge,abc drive,ndenderu,gacharage,ruaka,kiambu,ruiru, thika (makongeni)",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-O68IM8Y,,False,"Odeon, parklands highridgeg.mathenge ring rd waiyakiwayw.maathai pangani juja rd huruma roundabout outering rd alsops thika rd redhill ndenderu gacharage ruaka kiambu ruiru juja makongeni odeon ngara kangemi uthiru kikuyu wangige, Limuru",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-6DBS9LJ,,False,"pangani, wangari maathai parklands highridge gen. mathenge ring rd redhill ruaka gacharage ndenderu wangige kikuyu limuru flyover kamwangi gakoe gatukuyu thika, Muranga via thika rd juja ruiru kiambu",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-WZ9SE9M,,False,"Odeon, parklands highridge g.mathenge ring rd waiyakiwayw.maathai pangani juja rd huruma roundabout outering rd alsops thika rd redhill ndenderu gacharage ruaka kiambu ruiru juja mugutha kimbo matangi canaan judah darasha juja farmmakongeni odeon ngara kangemi uthiru kikuyu wangige, Limuru",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-537HBW7,,False,"Odeon, Bus stationNgaraWangare maathai rdPanganiJuja rdHuruma roundaOutering rdthika rdthika rdparklandshighridgegeneral mathengering rdLimuru rdred hillGachiekiharaGikuniNgechaKabukuTigoniRainiLimuruWaiyaki wayKikuyuUthiruKangemiWangigeNdenderuGachageRuakaBananaKiambuRuiruThik rdKimboMuguthacanaanMatangiDarajJudahJujajuja farm via thika, Makongeni",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-A5ACK8P,,False,"odeon, thika road, juja",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-9AKFJRA,,False,"odeon, aga khan, pangani, ndenderu, wangige",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-DB3TYOY,,False,"odeon, wangige,aga khan, pangani, ndenderu",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-3ZQSJ2A,,False,"odeon, pangani, highridge, karura, rwaka, ndenderu",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-JY7SZ77,,False,"odeon, highridge, pangani, ruaka, ndenderu",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-POKSYK7,,False,"odeon, juja, thika road",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-VYASWAP,,False,"odeon, waiyaki way,Redhill,westlands, kangemi, uthiru, kinoo",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-Q5LC8LO,,False,"odeon, thika road,ruiru,juja, thika(makongeni)",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-0294,Lopha,ADR-EPJSEJB,,False,"odeon, thika road,ruiru,kiambu ruaka,gacharage, abc drive",LOPHA MULTIPURPOSE CO-OPERATIVE SOCIETY
NTSA/RSN-01900,Lothian Transporters,NTR-00922,,True,"Mombasa Rd(cabanas), Airport North Rd Outering Rd Eastern Bypass Utawala Ruai Thika Rd Pangani Parklands, Nairobi",LOTHIAN TRANSPORTERS
NTSA/RSN-01900,Lothian Transporters,NTR-001391,,False,"Thika, Pangani Kariokor Community, Nairobi",LOTHIAN TRANSPORTERS
NTSA/RSN-01900,Lothian Transporters,NTR-00159,,False,"Bus station, KNH, Mbagathi way, Langata, Otiende",LOTHIAN TRANSPORTERS
NTSA/RSN-01900,Lothian Transporters,NTR-0020181211134410497,,False,"Bus station, Kencom,GPO,KNH,Adams arcade,Karen,Ngong,Matasia,Kiseriani,Rongai,Bomas,Langata road, Kiserian",LOTHIAN TRANSPORTERS
NTSA/RSN-01900,Lothian Transporters,ADR-DB3T575,,False,"Thika, Outering road Kangundo road, Tala",LOTHIAN TRANSPORTERS
NTSA/RSN-01900,Lothian Transporters,ADR-3ZQS3QL,,True,"Mombasa rd, Outering rd Juja rd Eastleigh Tom mboya Kenyatta av GPO Community Knh Ngong rd Kawangware Kikuyu waiyaki way forest rd Kiambu rd bypass thika rd Githurai mwiki Ruiru Thika, kenol",LOTHIAN TRANSPORTERS
NTSA/RSN-0296,Lucky Baba Dogo,NTR-00569,,False,"Timboroa lane, Thika road Baba Dogo Lucky Summer Outering rd Donholm Tajmall ruai, Kangundo rd",LUCKY BABA DOGO TRAVELLERS LIMITED
NTSA/RSN-0296,Lucky Baba Dogo,ADR-MDMSKMO,,False,"Timboroa lane, Thika road Baba Dogo Lucky Summer Outering rd Donholm Tajmall, Ruai",LUCKY BABA DOGO TRAVELLERS LIMITED
NTSA/RSN-0296,Lucky Baba Dogo,ADR-YM3SVL9,,False,"babadogo, thika road, timboroa lane",LUCKY BABA DOGO TRAVELLERS LIMITED
NTSA/RSN-0296,Lucky Baba Dogo,ADR-8LMSJOZ,,False,"timboroa lane, thika road, baba dogo",LUCKY BABA DOGO TRAVELLERS LIMITED
NTSA/RSN-0296,Lucky Baba Dogo,ADR-ZZJS9Z5,,False,"timboroa drive, thika road, baba dogo",LUCKY BABA DOGO TRAVELLERS LIMITED
NTSA/RSN-0296,Lucky Baba Dogo,ADR-2DVSZBO,,False,"babadogo, timboroa lane, thika road",LUCKY BABA DOGO TRAVELLERS LIMITED
NTSA/RSN-0296,Lucky Baba Dogo,ADR-K9BFEBO,,False,"timboroa drive, thika rd, baba dogo",LUCKY BABA DOGO TRAVELLERS LIMITED
NTSA/RSN-0297,Lucky Transporters Company,NTR-00159,,False,"bus station, knh, mbagathi way, langata, otiende",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,NTR-00271,,False,"Banana, Bus stationrailwaysKNHmbagathi Roadlangata rd otiende athi river kitengela, Machakos",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,ADR-VYASV6R,,False,"Banana, KiambuKhojaBus stationRailwaysAthi riverKitengela, Machakos",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,ADR-Q5LCYR7,,False,"Banana, KiambuKhojaBus station RailwaysKNHMbagathiLangata rd, Otiende",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,ADR-EPJSADV,,False,"banana, bus station,knh,bagathi road, langata",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,ADR-2DVSZWL,,False,"banana, langata,bus station,knh, bagathi road",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,ADR-K9BFEJ7,,False,"banana, bus station,knh,bagathi road, langata",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,ADR-7WRS7BJ,,True,"banana, railways,athi river, machakos",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,ADR-BQ9S7A2,,True,"banana, machakos,railways, athi river",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,ADR-REOS89Y,,False,"banana, kitengela,bus station, railways, athi river",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,ADR-MDMSKLK,,False,"bus station, otiende,knh, mbagathi way, langata",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,ADR-YM3SVMB,,False,"banana, bus station, railways, athi river, kitengela",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0297,Lucky Transporters Company,,,False,"Khoja - Kiambu rd,Northern Bypass,Ruaka,Banana - Kiambu and back- Khoja - Kiambu rd,Northern Bypass,Ruaka,Banana - Kiambu and back - Khoja - Kiambu rd,Northern Bypass,Ruaka,Banana - Kiambu and back",LUCKY TRANSPORTERS COMPANY
NTSA/RSN-0298,Luminous Shuttles,NTR-00202105241007320,,False,"Ngong, kimuka gataka rongai kiserian, Isinya",LUMINOUS SHUTTLES LIMITED
NTSA/RSN-0298,Luminous Shuttles,NTR-00202105251535490,,False,"Isinya, kiserian ngong kimuka karen hardy gataka ongata rongai bomas, langata rd",LUMINOUS SHUTTLES LIMITED
NTSA/RSN-0298,Luminous Shuttles,NTR-0096,,False,"kiserian, ngong,karen,nduyu,yaya,gpo,ambassador, railways",LUMINOUS SHUTTLES LIMITED
NTSA/RSN-0298,Luminous Shuttles,ADR-ZZJS9V5,,False,"railways, olesereni, southern bypass,karen,ngong,kiserian,yaya, ambassadeur",LUMINOUS SHUTTLES LIMITED
NTSA/RSN-0298,Luminous Shuttles,ADR-VYAS98E,,False,"kiserian, ngong, ndunyu, yaya, gpo, ambassadour, railways",LUMINOUS SHUTTLES LIMITED
NTSA/RSN-0298,Luminous Shuttles,ADR-O68IVBW,,False,"karen, hardy, bomas, langata road, railways",LUMINOUS SHUTTLES LIMITED
NTSA/RSN-0298,Luminous Shuttles,ADR-6DBSWKM,,False,"kiserian, railways,ngong, ndunyu, yaya, gpo, ambassadour",LUMINOUS SHUTTLES LIMITED
NTSA/RSN-0298,Luminous Shuttles,ADR-WZ9SWWB,,False,"kiserian, railways,ngong, karen , dunyu, yaya, ambassador",LUMINOUS SHUTTLES LIMITED
NTSA/RSN-0298,Luminous Shuttles,ADR-2DVSDM6,,False,"kiserian, ngong, karen , dunyu, yaya, ambassador, railways",LUMINOUS SHUTTLES LIMITED
NTSA/RSN-0298,Luminous Shuttles,NTR-00166,,False,"kiserian, ngong,karen,yaya,ambassador, railways",LUMINOUS SHUTTLES LIMITED
NTSA/RSN-0302,Madiwa,NTR-00446,,False,"Mfangano, Kariokor,General Waruinge,Garage,1st Avenue, Eastleigh Section3",MADIWA MATATU OWNERS SACCO
NTSA/RSN-0302,Madiwa,ADR-2DVS5KV,,False,"Mfangano,, Luthuli Avenue,, Eastleigh Section 3",MADIWA MATATU OWNERS SACCO
NTSA/RSN-0302,Madiwa,ADR-K9BFVRA,,False,"Mfangano street, Kariokor Fig tree Lumbwa rd Ambira rd Jogoo rdCommercial Eastleigh section III Kiambiu St Teresa Juja rd Mathare North Outering rd Thika rd Mwihoko Kangundo rd, By pass",MADIWA MATATU OWNERS SACCO
NTSA/RSN-0302,Madiwa,ADR-7WRSZDL,,False,"mfangano, luthuli avenue, eastleigh section 3",MADIWA MATATU OWNERS SACCO
NTSA/RSN-0302,Madiwa,ADR-BQ9S3JL,,False,"mfangano, eastleigh section3,kariokor,general waruinge,garage, 1st avenue",MADIWA MATATU OWNERS SACCO
NTSA/RSN-0302,Madiwa,ADR-REOSLWA,,False,"mfangano, eastleigh section 3, luthuli avenue",MADIWA MATATU OWNERS SACCO
NTSA/RSN-0302,Madiwa,ADR-MDMSAYY,,False,"eastleigh, commercial,juja road, luthuli",MADIWA MATATU OWNERS SACCO
NTSA/RSN-02001,Mambigi,NTR-00202009231508310,,False,"Commercial, Mwiki Njiru, Utawala",MAMBIGI SERVICES LIMITED
NTSA/RSN-02001,Mambigi,NTR-00202104150825200,,False,"Commercial, Thika Rd Juja Thika Town Eastern Bypass Outering Rd Kangundo Rd, Utawala",MAMBIGI SERVICES LIMITED
NTSA/RSN-02001,Mambigi,NTR-0020181205091222755,,False,"Commercial, Thika Rd Juja Thika Town Mwiki Outering Rd Njiru Eastern Bypass Kangundo Rd, Utawala",MAMBIGI SERVICES LIMITED
NTSA/RSN-02005,Manama,ADR-9AKF8R8,,True,"Mlolongo, Athi River Mitaboni Kangundo Tala Joska Kamulu Machakos Kitui, Mutomo",MANAMA TRAVELLERS LIMITED
NTSA/RSN-02005,Manama,ADR-A5ACV82,,False,"Gikomba, Jogoo Rd Kangundo Rd Outering Rd Imara daima Chai Rd Juja Rd Mathare, Bus Station",MANAMA TRAVELLERS LIMITED
NTSA/RSN-0319,Manchester Coach,NTR-0053,,True,"nairobi, thika,matuu,kitui, mwingi",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,NTR-00519,,True,"nairobi, thika,matuu, mwingi",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,NTR-00202007170920010,,True,"Nairobi, Outering rd via Mombasa rd Kibwezi, Mombasa",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,NTR-00202009281552290,,True,"Nairobi, Thika Matuu Mwingi GarissaModagashe, Mpeketoni",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,NTR-00202105211012490,,True,"Mombasa, nairobi narok bomet kisii migori homabay kisumu busia kericho, Nakuru",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,NTR-00581,,False,"Nairobi, Bypass Juja Eastleigh Ruiru Thika Isiolo Marsabit, Moyale",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,NTR-0020181207160047502,,True,"nairobi, thika,matuu,mwingi,kitui,via machakos,wote,kibwezi, mombasa",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,ADR-EPJSYEZ,,False,"Nairobi, ThikaMatuuMwingiGarissa, Modagashe",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,ADR-2DVS5RP,,False,"Nairobi, RuiruEastern bypass Juja Thika Isiolo Marsabit, Moyale",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,ADR-K9BFV6Z,,False,"Nairobi, Ruiru bypass Juja Thika Isiolo Marsabit, Moyale",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,ADR-7WRSZ97,,True,"nairobi, mwingi,thika,matuu, kitui",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0319,Manchester Coach,ADR-BQ9S3QQ,,True,"nairobi, thika,matuu,mwingi,kitui,via machakos, wote",MANCHESTER TRAVELLERS COACH LIMITED
NTSA/RSN-0321,Manmo,NTR-00407,,False,"commercial, thika road, mathare north",MANMO SACCO
NTSA/RSN-0321,Manmo,NTR-00202003241330260,,False,"Abc place, WaiyakiwayForest rdParklandsMuranga rd TerminusCommercialBustationMombasa rdCitycabanasEastern bypassUtawalaRuaiKangundo rdOutering rdJUJA RDMathare northThika rdPark rd, Ngara rd",MANMO SACCO
NTSA/RSN-0321,Manmo,NTR-00201909191433510,,False,"abc place, waiyaki way,forest rd,parklands,muranga rd terminus,commercial,juja rd,ngara rd,park rd,thika rd,mathare north,outering rd, city cabanas",MANMO SACCO
NTSA/RSN-0321,Manmo,ADR-537HW22,,False,"commercial, muranga rd terminus,thika rd,mathare north,outering rd, city cabanas",MANMO SACCO
NTSA/RSN-0321,Manmo,ADR-A5AC8VM,,False,"commercial, mathare north, thika road",MANMO SACCO
NTSA/RSN-01743,Maruti T.r.r,NTR-00201908231143000,,False,"Kenol, thika town makongeni Ruirukiambu limuru, Ruaka",MARUTI T.R.R SACCO
NTSA/RSN-01743,Maruti T.r.r,NTR-00561,,False,"Kenol, Thika Makongeni Ruiru Kiambu Raini Tigoni Limuru, Ruaka",MARUTI T.R.R SACCO
NTSA/RSN-01743,Maruti T.r.r,ADR-LZRSRZZ,,False,"ruiru prison, ruiru town, kenol",MARUTI T.R.R SACCO
NTSA/RSN-01743,Maruti T.r.r,ADR-O68I8W5,,False,"kenol, ruiru town,ruru prison,ruaka, limuru",MARUTI T.R.R SACCO
NTSA/RSN-0327,MAT TWO Friends,ADR-8LMSVDD,,False,"railways, kawangware,dagorretti,kikuyu, gikambura",mat two friends limited
NTSA/RSN-0327,MAT TWO Friends,ADR-8LMSO6W,,False,"railways, kikuyu, dagoreti",mat two friends limited
NTSA/RSN-0327,MAT TWO Friends,NTR-00104,,False,"railways, kikuyu, dagoretti",mat two friends limited
NTSA/RSN-0327,MAT TWO Friends,NTR-00539,,False,"kikuyu, dagoreti, gikambura",mat two friends limited
NTSA/RSN-0327,MAT TWO Friends,ADR-MDMSA9B,,False,"railways, dagoreti, kikuyu",mat two friends limited
NTSA/RSN-0327,MAT TWO Friends,ADR-A5ACV22,,False,"knh, kawangware,riruta satelite, dagoretti market",mat two friends limited
NTSA/RSN-0327,MAT TWO Friends,ADR-537H2YW,,False,"railways, dagoretti corner, riruta satellite",mat two friends limited
NTSA/RSN-0327,MAT TWO Friends,ADR-WZ9SVL3,,False,"railways, kawangware, riruta satellite, dagoretti market",mat two friends limited
NTSA/RSN-02009,Matatu Crew Association,NTR-00202011131535140,,False,"Railways, Knh Karen Ngong via Ngong rd Kiserian, Ongata Rongai",MATATU CREW ASSOCIATION SACCO
NTSA/RSN-02009,Matatu Crew Association,NTR-00201901071527150,,False,"Knh, ngong rd karen ngongkiserian ongata rongai, bomas",MATATU CREW ASSOCIATION SACCO
NTSA/RSN-02009,Matatu Crew Association,ADR-8LMS5M5,,False,"kabiria, ngong rd karen ngong kiserian rongai gataka bomas langata rd KNH railways jogoo rd eastern bypass utawala ruai kamulu, Kangundo",MATATU CREW ASSOCIATION SACCO
NTSA/RSN-02009,Matatu Crew Association,ADR-ZZJSVL9,,True,"limuru, kikuyu kabiria dagoretti mkt kawangare kiambu alsops mwiki mwihoko railways ngong rd karen ngong kiserian rongai gataka bomas langata rd KNH jogoo rd juja rd eastern bypass utawala githunguri ruai kangundo kamulu outering rd cabanas mombasa rd kitengela, isinya",MATATU CREW ASSOCIATION SACCO
NTSA/RSN-0705,Maverous Shuttle,NTR-00202009231121260,,False,"Mfangano, Eastleigh Jogoo road Savannah Komarock Kangundo road Ruai, Kamulu",MAVEROUS SHUTTLE LIMITED
NTSA/RSN-0705,Maverous Shuttle,NTR-00202110191117150,,True,"donholm, outering rd eastern bypass syokimau mlolongo via mombasa rd athi river, Machakos",MAVEROUS SHUTTLE LIMITED
NTSA/RSN-0705,Maverous Shuttle,NTR-00175,,True,"Mfangano, eastleigh jogoo rd donholm savannah komarock kangundo rd ruai kamulu outering rd eastern bypass syokimau mlolongo via mombasa rdathi river, machakos",MAVEROUS SHUTTLE LIMITED
NTSA/RSN-0705,Maverous Shuttle,NTR-00763,,False,"komarock, savanna, jogoo road, eastleigh, mfangano street",MAVEROUS SHUTTLE LIMITED
NTSA/RSN-0705,Maverous Shuttle,ADR-9AKFOJ5,,False,"komarock, eastleigh,savannah, embakasi, commerial",MAVEROUS SHUTTLE LIMITED
NTSA/RSN-0705,Maverous Shuttle,ADR-DB3TQYD,,False,"komarock, mfangano street,savanna, jogoo road, eastleigh",MAVEROUS SHUTTLE LIMITED
NTSA/RSN-02000,Meruit Logistics,NTR-00202009231509490,,False,"Marurui, Northern Bypass, Ruiru",MERUIT LOGISTICS LIMITED
NTSA/RSN-02000,Meruit Logistics,NTR-00202010211717240,,False,"Odeon, Thika road marurui Ruiruruaka kiambu thika, Makongeni",MERUIT LOGISTICS LIMITED
NTSA/RSN-02000,Meruit Logistics,ADR-9AKF2D9,,False,"Odeon, Thika road marurui, Ruiru",MERUIT LOGISTICS LIMITED
NTSA/RSN-02000,Meruit Logistics,ADR-DB3T56V,,False,"Moi Lane, Odeon Thika Rd Marurui Ruiru Ruaka Kiambu Thika, Makongeni",MERUIT LOGISTICS LIMITED
NTSA/RSN-02000,Meruit Logistics,ADR-3ZQS3WK,,False,"Moi Lane, Wangare Maathai Rd Outering Rd Kahawa West Eastern Bypass Kangundo Rd Nderi Kikuyu, Ndenderu",MERUIT LOGISTICS LIMITED
NTSA/RSN-02000,Meruit Logistics,ADR-JY7SLPR,,False,"Moi Lane, Odeon Thika Rd Wangare Maathai Rd Outering Rd Marurui Ruiru Ruaka Kahawa West Eastern Bypass Kangundo Rd Kiambu Thika Makongeni Nderi Kikuyu, Ndenderu",MERUIT LOGISTICS LIMITED
NTSA/RSN-0345,Metrotrans East Africa,NTR-00947,,True,"nairobi, narok, bomet",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,NTR-00191,,False,"kikuyu, kawangware kenyatta ambasdour tom mboya thika road kasarani, juja",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,NTR-00130,,False,"kikuyu, waiyaki way,westlands,moi avenue,tom mboya,thika road,kasarani, juja",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,NTR-00202011161517360,,False,"Zambezi, Kikuyu Ngong Langata Kabiria Kawangware KNH Ambassador Bus station Utawala Mwiki, Thika",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,NTR-00202012241143330,,True,"Thika, NairobiKawangwareKikuyu Narok Bomet Kisii Homabay, Migori",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,NTR-00202203221637030,,True,"Thika, Loitoktok Kitengela Nairobi Kawangware Kikuyu Limuru Narok Bomet Kisii Homabay, Migori",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,NTR-00188,,False,"kikuyu, kawangware kenyatta ambasdour thika road kasarani, juja",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,NTR-00190,,False,"kikuyu, thogoto kawangware kenyatta ambasdour tom mboya thika road kasarani, utawala",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,NTR-00363,,True,"nairobi, kikuyu, narok, bomet",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,NTR-00192,,False,"kikuyu, waiyaki way westlands ambasdour tom mboya thika road kasarani, utawala",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,ADR-Q5LC8A3,,True,"Thika, NairobiKikuyu Narok Bomet Kisii Homabay, Migori",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,ADR-EPJSE6O,,False,"Limuru, Zambezi Kikuyu ngonglangata kabiria kawangware knh ambassador bus stationutawalakoma mwiki, Thika",METROTRANS EAST AFRICA LIMITED
NTSA/RSN-0345,Metrotrans East Africa,ADR-2DVSR6K,,False,"Limuru, Zambezi Kikuyu ngonglangata kabiria kawangware knh ambassador bus stationutawalakoma mwiki, Thika",METROTRANS EAST AFRICA LIMITED
