pto_no,sacco,permit_id,route_hints,is_intercity,route_text,pto_name_raw
NTSA/RSN-0115,Embassava,NTR-00259,,False,"embakasi, jogoo road, muthurwa",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,NTR-0039,,False,"muthurwa, jogoo road, embakasi",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-BQ9S52M,,True,"Accra, Mombasa rdJogoo rdEmbakasiMlolongo, Kitengela",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-REOSRQ8,,True,"Kitengela, Mlolongo Mombasa rd Embakasi Savannah Utawala Kangundo rd MalaaJogoo rd Likoni rd Enterprise rd Eastleigh Outering rd Alsops Thika rd, Accra rd",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-MDMSQZJ,,True,"Kitengela, Mlolongo Mombasa rd Embakasi tajmall Savannah Utawala Eastern bypass Kangundo rd MalaaJogoo rd Likoni rd Enterprise rd Gikomba Eastleigh Juja rd Outering rd Alsops Thika rd, Accra rd",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-YM3S68E,,True,"Machakos, Tala Kangundo Kitengela Mombasa rd Embakasi tajmall Savannah Utawala Eastern bypass Kangundo rd MalaaJogoo rd Likoni rd Enterprise rd Gikomba Eastleigh Juja rd Outering rd Alsops Thika rd, Accra rd",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-8LMSEMO,,True,"Machakos, Tala Kangundo Kitengela Mlolongo Mombasa rd Embakasi tajmall Savannah Utawala Eastern bypass Kangundo rd MalaaJogoo rd Likoni rd Enterprise rd Gikomba Eastleigh Juja rd Outering rd Alsops Thika rd, Accra rd",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-ZZJSQLQ,,True,"Machakos, Tala Kangundomombasa rd Kitengela A. rivergreatwall Mlolongo Embakasi tajmall imara daima Savannah mananja rd Utawala Eastern bypass Kangundo rd MalaaJogoo rd Likoni rd lungalunga rd Enterprise rd Gikomba Eastleigh Juja rd Outering rd Alsops Thika rd KU ruiru kihunguro juja thika makongenimuranga rd forest rd globe r. about, Accra rd",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-LZRSWEY,,True,"embkasi, mombasa road, accra",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-O68I2OK,,False,"emabakasi, jogoo road, accra road",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-6DBS8BR,,False,"emabakasi, jogoo road, accra road",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-WZ9SLQY,,True,"accra road, embakasi, mombasa road",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-537HY73,,False,"embakasi, muthurwa, jogoo road",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-A5AC2QB,,True,"accra road, mombasa road, embakasi",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-9AKFOKE,,True,"accra road, mombasa road, mlolongo, kitengela",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-DB3TQ5R,,False,"emabakasi, accra road, jogoo road",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-3ZQSO3Y,,False,"alsolps, outering road, city cabanas",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-JY7SELA,,False,"accra rd, jogoo rd, embakasi",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,ADR-POKS7R6,,True,"embakasi, jogoo rd,mombasa road,outerind road,savannah route,alsops, accra rd",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-0115,Embassava,,,True,"Tala - Kangundo,Mombasa rd,Kitengela,Athi river,Greatwall,Syokimau,Embakasi,Tajmall,Imara Daima,Savannah,Manyaja rd,Spine rd,Kayole,Komarock,Utawala,Eastern Bypass,Kangundo rd,Malaa,Jogoo rd, Entreprise rd,Heshima rd,Buruburu,Gikomba,Eastleigh,Juja rd,Outering rd,Alsop,Thika rd,KU,Ruiru,Kihunguro,Juja,Thika,Mokengeni - Globe R. About and back- Tala - Kangundo,Mombasa rd,Kitengela,Athi river,Greatwall,Syokimau,Embakasi,Tajmall,Imara Daima,Savannah,Manyaja rd,Spine rd,Kayole,Komarock,Utawala,Eastern Bypass,Kangundo rd,Malaa,Jogoo rd, Entreprise rd,Heshima rd,Buruburu,Gikomba,Eastleigh,Juja rd,Outering rd,Alsop,Thika rd,KU,Ruiru,Kihunguro,Juja,Thika,Mokengeni - Globe R. About and back - Tala - Kangundo,Mombasa rd,Kitengela,Athi river,Greatwall,Syokimau,Embakasi,Tajmall,Imara Daima,Savannah,Manyaja rd,Spine rd,Kayole,Komarock,Utawala,Eastern Bypass,Kangundo rd,Malaa,Jogoo rd, Entreprise rd,Heshima rd,Buruburu,Gikomba,Eastleigh,Juja rd,Outering rd,Alsop,Thika rd,KU,Ruiru,Kihunguro,Juja,Thika,Mokengeni - Globe R. About and back",EMBASSAVA COOPERATIVE SAVINGS AND CREDIT SOCIETY LTD
NTSA/RSN-01756,Expreso,NTR-00202002051557030,,False,"Kiserian, RongaiDagoretti marketAmbassadorTom mboyaThika rdJuja rdOutering rdKangundo rdKomarocks rdInfinityMwiki, Kasarani",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,NTR-00201901221600550,,False,"NDEIYA, NDUMAONDIRIKIKUYUKABIRIADAGORETTI MARKETKARENBOMASRONGAI, KISERIAN",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,NTR-00201901041415180,,False,"Ndeiya, Nduma (via Zambezi)KikuyuDagoreti MarketKabiriaBomasRongai, Kiserian",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,NTR-00202011171152220,,False,"Ndeiya, Nduma (via Zambezi) Kikuyu Dagoretti market Kawangware KNH Ambassador Tom Mboya Ngara Thika rd Outering rd Kangundo rd Kasarani, Mwiki",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,NTR-00202012111036520,,False,"Railways, Ngong rd Kawangware Kabiria Waithaka Dagoretti market Karen Ngong Kikuyu Lusigetti, Kamangu",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,NTR-00202012311422330,,False,"Kimende, Limuru Muguga Kikuyu Nduma Ndeiya Dagoretti Market Kawangware KNH Karen Bomas Ongata Rongai, Kiserian",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,NTR-00201811260931410,,False,"kiserian, rongai,langata rd,kabiria,knh,ambassador, railways",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,NTR-00201810080909530,,False,"ndeiya, kikuyu,tom mboya,ngara,thika rd,juja rd,outering rd,kangundo rd,komarocks rd,choka,kasarani,mwiki, infinity",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,ADR-WZ9S9JA,,False,"Kiserian, RongaiDagoretti marketAmbassadorTom mboyaThika rdJuja rdOutering rdKomarocks rdKangundo rdInfinityMwiki, Kasarani",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,ADR-537HWAM,,False,"limuru, kikuyu dagoretti mrktkabiria kawangware knh ambassador moi service lane tom mboya rongai gataka karen ngong kiserian isinya katani cabanas outering rd juja rd eastleigh gikomba thika rd mwiki lucky summer komarocks rd kangundo rd eastern bypass infinity kenol kiambu ruaka, western bypass",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,ADR-A5AC8DY,,False,"Limuru, kikuyu dagoretti market kabiria kawangware knh ambassador moi service lane tom mboya rongai gataka karen ngong kiserian isinya katani cabanas outering rd juja rd eastleigh gikomba thika rd mwiki lucky summer komarocks rd kangundo rd eastern bypass infinity Thika Makongeni kenol kiambu ruaka, Western bypass",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,ADR-9AKFREZ,,False,"ndeiya, kikuyu, waiyaki way, westlands, tommboya, thika road, mwiki",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,ADR-DB3TO97,,False,"ndeiya, kikuyu,tom mboya,ngara,thika rd,juja rd,outering rd,kangundo rd,komarocks rd,mwiki, infinity",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,ADR-3ZQS287,,False,"ndeiya, kikuyu,tom mboya,ngara,thika rd,juja rd,outering rd,kangundo rd,komarocks rd,kasarani,mwiki, infinity",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,ADR-JY7S7DP,,False,"ndeiya, kikuyu,dagoreti market,kabiria,bomas,rongai, kiserian",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,ADR-POKSK8P,,False,"railways, knh,mbagathi way,rongai, kiserian",EXPRESO LIMITED
NTSA/RSN-01756,Expreso,ADR-VYASA63,,False,"ndeiya, kikuyu,kabiria,dagoretti market,karen,bomas,rongai, kiserian",EXPRESO LIMITED
NTSA/RSN-0122,Express Connections,NTR-00181,,False,"eastlands, ladhies road,bustation,ambassador,kencom,gpo,knh,upper hill,jamhuri,karen,kawangware, kawangware",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,NTR-00178,,True,"jkia, mombasa road, bus station, gpo, knh, ngumo, kibera, yaya, kawangware, satelite, jamuhuri, karen, hardy",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,NTR-00176,,False,"jkia, umoja, buru, jogoo road, gpo, knh, yaya, kawangware, setlite",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-A5AC7EZ,,True,"jkia, hardy, mombasa road, bus station, gpo, knh, ngumo, kibera, yaya, kawangware, satelite, jamuhuri, karen",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-9AKFW3M,,False,"eastlands, ladhies road,bustation,ambassador,kencom,gpo,knh,upper hill,jamhuri,karen,kawangware, kawangware",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-DB3T3P6,,False,"komarock, buru buru, gogoo road, bustation, kencom, knh, kawangware, jamhuri",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-3ZQSAYR,,False,"jkia, utawala, umoja, bururu, kencom, knh, ngumo, kibera, kawangware, satellite, karen, langata road, waiyaki way, hardy",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-JY7S3OM,,True,"jkia, hardy,mombasa road, bus station, gpo, knh, ngumo, kibera, yaya, kawangware, satelite, jamuhuri, karen",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-POKSOLR,,False,"komarock, buru buru,gogoo road,bustation,kencom,knh,kawangware, jamhuri",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-VYASLKV,,False,"eastlands, kawangware,ladhies road,bustation,ambassador,kencom,gpo,knh,upper hill,jamhuri,karen, kawangware",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-Q5LC6K8,,False,"jkia, setlite,umoja, buru, jogoo road, gpo, knh, yaya, kawangware",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-EPJSYPY,,False,"githunguri, ngong,utawala, jkia, umoja, buruburu, jogoo road, bus station, knh, langata, karen, hardy",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-2DVS5QB,,False,"komarock, jamhuri,buru buru,gogoo road,bustation,kencom,knh, kawangware",EXPRESS CONNECTIONS LTD
NTSA/RSN-0122,Express Connections,ADR-K9BFVAL,,False,"hardy, karen, kawangware, yaya, kibera, knh, bus station, jogoo road, jkia",EXPRESS CONNECTIONS LTD
NTSA/RSN-0127,Fastrack United AND Credit,NTR-00202202221453100,,False,"Railways, Community Jamhuri via Ngong Rd Wanyee Satelite Kabiria Kawangware Othaya Rd via Lavington Uthiru via WestlandsDagoretti Market, Kawangware",FASTRACK UNITED AND CREDIT COOPERATIVE SOCIETY
NTSA/RSN-0127,Fastrack United AND Credit,NTR-0042,,False,"railways, yaya, kawangware",FASTRACK UNITED AND CREDIT COOPERATIVE SOCIETY
NTSA/RSN-0127,Fastrack United AND Credit,ADR-3ZQS3MO,,False,"railways, kawangware, yaya",FASTRACK UNITED AND CREDIT COOPERATIVE SOCIETY
NTSA/RSN-0129,FIG Komba,NTR-00201812211059020,,False,"mathare north, ngara,figtree,gikomba, kiambio",FIG KOMBA
NTSA/RSN-0129,FIG Komba,NTR-0044,,False,"figtree, ngara,gikomba, kiambio",FIG KOMBA
NTSA/RSN-0129,FIG Komba,ADR-2DVSRRD,,False,"mathare north, ngara, gikomba, kiambio",FIG KOMBA
NTSA/RSN-0129,FIG Komba,ADR-K9BF66E,,False,"mathare north, ngara, gikomba, kiambio",FIG KOMBA
NTSA/RSN-0129,FIG Komba,ADR-7WRS999,,False,"figtree, kiambio,ngara, gikomba",FIG KOMBA
NTSA/RSN-0129,FIG Komba,ADR-BQ9SQQ3,,False,"dandora, juja road, gikomba",FIG KOMBA
NTSA/RSN-7695,FIG Prestige Management Company,NTR-00202104150827230,,True,"Commercial, Jogoo rd Eastleigh Jericho Outering rd Kariobangi ound about Juja rd Cabanas Koma Kenol, Machakos",FIG PRESTIGE MANAGEMENT COMPANY LIMITED
NTSA/RSN-7695,FIG Prestige Management Company,NTR-00202211011743410,,True,"Commercial, Ngara Fig Tree Gikomba Muthurwa Eastleigh Thika Rd Kiambio Jericho Outering Rd Kariobangi Round About Mathare North Jogoo Rd Cabanas Kangundo Rd Ruai Tala Kantafu Koma Ruiru Ndani Kwa Maiko Juja Thika Kabati Kenol, Machakos",FIG PRESTIGE MANAGEMENT COMPANY LIMITED
NTSA/RSN-7695,FIG Prestige Management Company,NTR-00201812211059020,,False,"mathare north, ngara,figtree,gikomba, kiambio",FIG PRESTIGE MANAGEMENT COMPANY LIMITED
NTSA/RSN-7695,FIG Prestige Management Company,ADR-537HQZK,,False,"mathare north, ngara, gikomba, kiambio",FIG PRESTIGE MANAGEMENT COMPANY LIMITED
NTSA/RSN-01899,Five Friends Investment Company,NTR-00202008111555100,,False,"Huruma, DandoraMolem roadKangundo road, Malaa",FIVE FRIENDS INVESTMENT COMPANY LIMITED
NTSA/RSN-01899,Five Friends Investment Company,NTR-00202008111557230,,False,"Huruma, Outering road, Mlolongo",FIVE FRIENDS INVESTMENT COMPANY LIMITED
NTSA/RSN-01899,Five Friends Investment Company,ADR-YM3SJA3,,False,"Ngara, Huruma Dandora Molem road Kangundo road, Malaa",FIVE FRIENDS INVESTMENT COMPANY LIMITED
NTSA/RSN-01899,Five Friends Investment Company,ADR-8LMS562,,False,"Ngara, Huruma Dandora Molem road Kangundo roadMalaauUtawala Mlolongo Outering rd Thika rd Gikomba Jogoo rd Savannah, Kayole",FIVE FRIENDS INVESTMENT COMPANY LIMITED
NTSA/RSN-01899,Five Friends Investment Company,ADR-ZZJSVWM,,False,"Ngara, Huruma via Ronald Ngala Dandora Kariobangi Alsops Thika rd Mowlem rdJogoo rd Gikomba Kagundo rd Malaa Savannah Kayole Utawala Outering rd cabanas, Mlolongo",FIVE FRIENDS INVESTMENT COMPANY LIMITED
NTSA/RSN-01899,Five Friends Investment Company,ADR-2DVSDOA,,False,"Ngara, Huruma via Ronald Ngala Dandora Kariobangi AlsopsThika rd Mowlem rd Jogoo rd Gikomba Soweto Spine Rd Manyanja Rd Kagundo rd Malaa Savannah Kayole Utawala Outering rd cabanas, Mlolongo",FIVE FRIENDS INVESTMENT COMPANY LIMITED
NTSA/RSN-0134,Forward Travellers,NTR-00246,,True,"nairobi, emali,oloitoktok, taveta",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-00117,,False,"kayole, juja road, gikomba",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-0047,,False,"kayole, jogoo road,muthurwa, otc",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-00202002041321020,,False,"O.t.c, Jogoo rdUmojaKayoleMihangoEastern by pass, Ruiru",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-00202002041322540,,False,"Kayole, KomarocksMowlemJuja rdEastleigh, Alsops",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-00202002041322120,,False,"Malaa, KayoleJoskaKamuluRuaiSaikaMowlemjogooroad, Bus station",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-00202012161512240,,False,"Kayole, Gikombe Alsops Mihango, Cabanas",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-00202102051741120,,True,"KANGEMA, MURANGA-THIKA-RUIRU-E BYPASS-KANGUNDO RD-JOGOO RD-JUJA RD-EASTLIEGH-GIKOMBA-ALSOLPS-NGARA-MFANGANO STREET-BUS STATION-MUTHURWA-KAYOLE-KOMAROCKS-UMOJA-MOWLEM-SAVVANNAH-CABANAS-UTAWALA-MIHANGO-TASSIA LINK RD-MALAA-MOMBASA RD-EMALI, LOITOKTOK",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-00202211180859400,,True,"Voi, Ikutha Kibwezi Mwingi Mutomo Kitui Makueni Kilimambogo Nairobi Narok Kisii Nyamira Kisumu Siaya, Bungoma",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-00206,,False,"kayole, umoja, outering, juja road, gikomba",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-00207,,False,"kayole, mihango, eastern bypass, juja road, bus station",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-0052,,False,"kayole, umoja,outering,juja road, gikomba",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-0048,,False,"kayole, juja road,eastleigh, gikomba",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,NTR-0049,,False,"kayole, juja road,muthurwa,otc, bustation",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-O68IMM7,,False,"Malaa, KayoleJoskaKamuluRuaiSaikaMowlemKariobangiGikomba, Bus station",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-6DBS997,,False,"Nairobi, ThikaMuranga, Kangema",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-WZ9SEEJ,,False,"OTC, Jogoo rd Donholm Umoja Kayole Mihango Eastern Bypass, Ruiru",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-537HBOV,,True,"Kangema, Muranga Thika Ruiru Estern Bypass Kangundo Rd Jogoo Rd Juja Rd Gikomba Alsops Ngara Mfangano Street Bus station Kayole Komarock Rd Umoja Morlem Savannah Cabanas Utawala-Mihango Northern Bypass Tassia Rd Malaa Mombasa Rd Mwiki Mwihoko Katani Emali Loitoktok, Nyahururu",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-A5ACK7E,,False,"kayole, juja road, eastern bypass, bus station",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-9AKFJWV,,False,"kayole, jogoo road, muthurwa, otc, mfangano",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-DB3TY3L,,True,"nairobi, emali, loitoktok, taveta",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-3ZQSJAZ,,False,"kayole, mfangano,jogoo road, muthurwa, otc",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-JY7SZ3B,,False,"kayole, gikomba,umoja,outering, juja road",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-POKSYOW,,False,"kayole, bus station,mihango, eastern bypass, juja road",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-VYASWL7,,False,"kayole, gikomba,umoja, outering, juja road",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-Q5LC865,,False,"kayole, bus station,juja road, eastern bypass",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-EPJSEY7,,True,"nairobi, taveta,emali, oloitoktok",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-2DVSR5D,,False,"bus station, jogoo road, kayole, utawala",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-K9BF6VE,,False,"nairobi, thika, muranga",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-7WRS9Z9,,False,"kayole, jogoo road, otc",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-BQ9SQ33,,False,"kayole, mfangano street, otc",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-REOSZLO,,False,"kayole, gikomba,allsops,, juja road",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-MDMSJAQ,,False,"kayole, otc,kangundo,tala, jogoo road",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-YM3SBE5,,True,"nairobi, taveta,emali, loitoktok",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-8LMSYVK,,False,"kayole, komarocksmolemjuja road, eastleigh",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-ZZJSJ2A,,False,"kayole, gikomba,juja road, eastleigh",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-2DVSR5M,,False,"bus station, muthurwa, jogoo road, kayole, eastern bypass, utawala",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-K9BF6V8,,False,"kariobangi south, outering road, thika road, gikomba, commercial",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-7WRS9ZW,,False,"kayole, gikomba, juja road",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0134,Forward Travellers,ADR-BQ9SQ3A,,False,"otc, jogoo rd, kayole, mihango, eastern bypass, ruiru underpass",FORWARD TRAVELLERS SACCO LTD
NTSA/RSN-0136,Fourty Four Owners Company,NTR-00201901151029270,,False,"tom mboya, zimmerman,githurai,kahawa west,ruiru,juja,thika road, makongenithika",FOURTY FOUR OWNERS COMPANY LIMITED
NTSA/RSN-0136,Fourty Four Owners Company,NTR-00202103091438110,,False,"Commercial, Alsops Outering rd Juja rd Jogoo rd Kangundo rd Eastleigh Gikomba Thika rd Githurai Kahawa west Bypass Ruiru, Thika(makongeni)",FOURTY FOUR OWNERS COMPANY LIMITED
NTSA/RSN-0136,Fourty Four Owners Company,NTR-0066,,False,"commercial, zimmerman,kahawa west, githurai",FOURTY FOUR OWNERS COMPANY LIMITED
NTSA/RSN-0136,Fourty Four Owners Company,NTR-00201909171049330,,False,"commercial, thika rd,githurai,kahawa west,bypass,ruiru, thika (makongeni)",FOURTY FOUR OWNERS COMPANY LIMITED
NTSA/RSN-0136,Fourty Four Owners Company,ADR-YM3SB85,,False,"commercial, gikombajuja rd eastleigh jogoo rd kangundo rdoutering rd thka rd alsops githurai kahawa westbypass ruiru kahawa sukari kahawa wendanimwihoko, thika(makongeni)",FOURTY FOUR OWNERS COMPANY LIMITED
NTSA/RSN-0136,Fourty Four Owners Company,ADR-8LMSYMK,,False,"tom mboya, thika road, githurai, ruiru",FOURTY FOUR OWNERS COMPANY LIMITED
NTSA/RSN-0136,Fourty Four Owners Company,ADR-ZZJSJLA,,False,"commercial, githurai,zimmerman, kahawa west",FOURTY FOUR OWNERS COMPANY LIMITED
NTSA/RSN-0136,Fourty Four Owners Company,ADR-LZRS7E5,44,False,"tom mboya, thika road, githurai 44, bypass, ruiru",FOURTY FOUR OWNERS COMPANY LIMITED
NTSA/RSN-0136,Fourty Four Owners Company,ADR-O68IMO7,,False,"ronald ngala, kahawa west, zimmerman",FOURTY FOUR OWNERS COMPANY LIMITED
NTSA/RSN-8282,Garamu Travel Solutions,NTR-00201908300830460,,False,"Railways, Ngong rdHurlinghamYayaKorosho/MbaaziKawangwareRiruta sateliteWaithakaDagoretti MarketKikuyuKarenNgong Langata Kibera Kileleshwa Lavington Uthiru, Wangige",GARAMU TRAVEL SOLUTIONS LIMITED
NTSA/RSN-8282,Garamu Travel Solutions,NTR-00202101201303380,,False,"Ngong, Karen Dagoretti corner Kawangware Kikuyu Wangige, Limuru",GARAMU TRAVEL SOLUTIONS LIMITED
NTSA/RSN-8282,Garamu Travel Solutions,ADR-8LMS5QE,,False,"railways, ngong rd,hurlingham,yaya,korosho/mbaazi,kawanware,riruta satelite,waithaka,dagoretti market, kikuyu",GARAMU TRAVEL SOLUTIONS LIMITED
NTSA/RSN-8282,Garamu Travel Solutions,ADR-ZZJSVOR,,False,"railways, ngong rd,hurlingham,yaya,korosho/mbaazi,kawangware,riruta satelite,waithaka,dagoretti market, kikuyu",GARAMU TRAVEL SOLUTIONS LIMITED
NTSA/RSN-0146,Gatanga Shuttle,NTR-00414,,True,"Nairobi, Thika Nyokanyoka Rd Muranga Kangema Nyeri Nanyuki Nyahururu Nakuru Naivasha Njabini Olkalou Maumau Rd, Mugoiri",GATANGA SHUTTLE LIMITED
NTSA/RSN-0146,Gatanga Shuttle,NTR-00183,,True,"nairobi, thika nyeri nyahururu, nakuru",GATANGA SHUTTLE LIMITED
NTSA/RSN-0146,Gatanga Shuttle,NTR-00236,,True,"nairobi, thika,nyeri,nyahururu, nakuru",GATANGA SHUTTLE LIMITED
NTSA/RSN-0146,Gatanga Shuttle,NTR-00142,,True,"nairobi, thika road,thika, nyeri",GATANGA SHUTTLE LIMITED
NTSA/RSN-0146,Gatanga Shuttle,ADR-VYASAD8,,True,"nairobi, nakuru, thika nyeri nyahururu",GATANGA SHUTTLE LIMITED
NTSA/RSN-0146,Gatanga Shuttle,ADR-Q5LCLD9,,True,"nairobi, thika, nyeri, nyahururu, nakuru",GATANGA SHUTTLE LIMITED
NTSA/RSN-0147,Gatanga,NTR-00183,,True,"nairobi, thika nyeri nyahururu, nakuru",GATANGA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD
NTSA/RSN-0147,Gatanga,NTR-00236,,True,"nairobi, thika,nyeri,nyahururu, nakuru",GATANGA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD
NTSA/RSN-0147,Gatanga,NTR-00250,,True,"nairobi, nakuru, nyahururu",GATANGA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LTD
