route,corridor,from_terminus,to_terminus,num_stages,return_towards,stages_in_order,surveyed_description,source_route_id
17A,,Rounda,Calvary,27,Kayole,Rounda > Mayaka > Total > Bridge > Caltex > Umoja Junction > Charina > Junction > Peacock > Olomboni Junction > Kwa Chief > Umoja 2 > Kayole Spine Junction > Nasra Estate > Bee Centre > Masimba > Masimba > Nyama Villa > Kwa D.O > Rocks > Rocks > Pcea > Kanisani > Kanisani > Tushauriane > Step 1 > Calvary,Rounder-Umoja 2-Kayole,40705017A01
18C,,Kanisani,Eastleigh Terminal,41,Eastleigh,Kanisani > Kona > Diesel > Kwa Chief > Sabasaba > Maria > Raster > Prime Rose > Nyando > Kwa Do > Kanisani > Gate 8 > Gertrudes > Gate 3 A > Rounder > Phase 4 Stage > Koma Junction > Junction > Ole Suyean Guest Hs > Maili Saba > Maili Saba D > Kwa Mbao > Ogopa Stage > Saika > Mowlem Police Post > Tononoka > AIC > Total > Senior > Wamwaris > Mutarakwa Road > Kwa Mbao > Raunda > Flats > Base > Kwa Chief > N 10 > Moi Airforces Stage > Jay Community > St.Teresa > Eastleigh Terminal,Eastleigh-Rounda-Dandora-Kayole,30600018C11
23W,,Nation Building Terminal,Westlands Terminal,6,Koja,Nation Building Terminal > Fig Tree > K1 Club > Agha Khan Hospital > Graffins College > Westlands Terminal,Nation Building-Museum Hill-Graffins College-Westlands,20000002311
24C,,Kencom,Karen,27,Kencom,Kencom > Gpo > Serena > Valley Road Pentecostal > Memosa/Coptic > Uchumi Hyper Ngong Road/ Ngong Hills Hotel > Nakumatt Prestige > Motherland > Adams Arcade > Posta > Posta Stage > Impala > Jamuhuri/Kibera Station Road > Nakumatt Junction > Corner/Meteorological Department > Tankard/Shallow > Showground > Showground/Fastenergy > Kenol > Pathway > Racecourse > Lenana > Lenana > Miotoni > Christophers > Kwa Farasi > Karen,Kencom-Valley Road-Ngong Road-Karen-Hardy,70201024C11
26S,,Aquinas,Kariobangi,24,Makadara,Aquinas > Bahati Primary School Kag Bahati > Kimathi/Section 3 Junction > Dr. Livingstone Primary School > Jerusalem Shopping Centre > Uhuru Shopping Centre > Uhuru Primary School > Harambee Uhuru Junction > Kiambiu > Kobil Calvary Temple > Neighbours Buruburu Phase 1 > Buruburu 1 Primary School > Phase 1 Stage > Raphael > SOS > Outer Mwisho > Total > Mayaka > Harmony > Rounda > KCB > Equity > Kanisani > Kariobangi,Aquinas-Jerusalem-Outering-Kariobangi,40403002611
32A,,Kencom,Ayani,25,Kencom,Kencom > Gpo > Serena > Community > Old Mutual > Kenyatta Hospital Stage > Nairobi Area Police Traffic Headquarters > Kenyatta National Hospital > Memosa/Coptic > Uchumi/National Oil > Rose Of Sharon > Peak Academy > Nursing Council > Kabarnet Gardens > Moi Girls' School Junction > Kwa DC > Makina/Kibera Law Courts > Kwa Njiru(Petrol Station) > San Siro > Karanja > Fort Jesus > Olympic Primary School > Olympic Primary School Stage > Equity Ayani > Ayani,Kencom-Community-KNH-Ngong Road-Ayani,70200003211
32D,,Terminal Otc,Dandora Terminal,32,OTC,Terminal Otc > 19/60 Stage > Kariokor > Pangani Girls > Mamba Petro Station > Mlango > St Teresa > Albadr > Mathare Worship > BH > Agip > Number 10 > Thayo > Kwa Chief > Base > Flats > Johnsaga > Rounder > Soko > Kwa Mbao > Wamwaris > Senior > Total > Aic Church > Marigo Nne > Kwa Mandazi > 41 Stage > Cinema > Bethany > Jua Cali > New Jeruslaem > Dandora Terminal,OTC-Kariokor-Mlango-Rounda-Dandora,30907003211
33B,,Commercial,Baraka Estate,25,Commercial,Commercial > Nyayo > The Office > Capital Centre > Belleview > Park Side Towers > Panari > Standard Group > Sameer > GM > Imara Daima > Cabanas > Kobil > Kitindo > Transami > Rounda/Taj > Tuskys > Embakasi Village > Embakasi > Kwa Kanisa > Car Wash > Jua Kali > Chini Ya Mlima > Kwa Gate > Baraka Estate,Commercial-Cabanas-Baraka,50703033C11
33C,,Commercial,Kobil,24,Commercial,Commercial > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Doni > Caltex > Kware > Tumaini > Meatland > Stage Mpya > Fedha > Pipeline > Chemist > Spinners > Rounda > Transami > Kitindo > Kobil,Commercial-Jogoo Road-Pipeline-Cabanas,40700033C11
33H,,Carbanas,By Pass,17,Cabanas,Carbanas > Kobil > Kitindo > Transami > Roundabout > Nyayo Barracks > Baracks > China > G.S.U > Mihang'O > A.P > Kwa Chief > Amani > Utawala Junction > Benedicta > Ucc > By Pass,Cabanas-Utawala-Bypass,50700033H01
33J,,Carbanas,Githunguri,18,Cabanas,Carbanas > Kobil > Kitindo > Transami > Roundabout > Nyayo Barracks > Baracks > China > G.S.U > Mihang'O > A.P > Kwa Chief > Amani > Benedicta > Kwa Stone > Shopping Mall > Elshadai > Githunguri,Cabanas-Utawala-Githunguri,50703033J01
34B,,Ambassadeur,Jacaranda,23,Ambassadeur,Ambassadeur > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Doni > Caltex > Kisumu Ndogo > Kisumu Ndogo > Savanna > Savanna > Green Field > Green Field > Harambee Sacco > Phase 5 > Tuskys Green Span > Tuskys Green Span > Jacaranda,Ambassadeur-Donholm-Jacaranda,40702034B11
34J,,Ambassadeur,Passenger Boarding,27,Ambassadeur,Ambassadeur > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Doni > Caltex > Kware > Tumaini > Meatland > Stage Mpya > Fedha > Pipeline > Chemist > Spinners > Rounda > Transgobal > Cargo > Nas > Passenger Drop Off > Passenger Drop Off 1 > Passenger Boarding,Ambassadeur-Donholm-Rounda-JKIA,40700003411
34L,,Kenyatta National Hospital,St.Marys Hospital,22,KNH,Kenyatta National Hospital > Highrise > Total/Strathmore > Wilson/Amref > Dam Estate > Uchumi/Carnivore > Uhuru Gardens > Langata > Oil Libya > Gardens > Kirush > Civil > Southlands > Talent/Ngei > Langata High > St.Peters > Barracks > Kwa Chief > Stage > Otiende > Langata Prisons > St.Marys Hospital,Kenyatta National Hospital-Mbagathi Road-Wilson Airport-Langata,70100203411
405,,City Stadium/Lusaka Road Junctn,Baricho Road Terminus,6,City Stadium,City Stadium/Lusaka Road Junctn > Dt Dobie > Industrial Area > Car  & General > Shimo La Tewa > Baricho Road Terminus,City Stadium-Nyayo Stadium,40101040501
44K,,Roysambu Terminus,Main Stage,17,Odeon,Roysambu Terminus > Supreme > Royal > Gospel Church > Base > Base > Car Wash > Leesta Supermarket > Car Wash > Jacarada > Jacarada > Sikiliza > Karura > Mahiga Prima > West Plaza > Kenol Petro Station > Main Stage,Roysambu-Githurai-Ku,21100004421
45P,,Githurai,Proggie,4,Githurai,Githurai > Kona Kwa Rail > St Margret > Proggie,Githurai-Proggie,20000004513
46B,,Terminal Tusker,Tounder Terminal,17,Tusker,Terminal Tusker > Kariokor > Pangani Girls > Mamba Petro Station > Mlango > St Teresa > Albadr > Mathare Worship > BH > Agip > Number 10 > Thayo > Kwa Chief > Base > Flats > Johnsaga > Tounder Terminal,Ronald Ngala-Juja Road-Eastleigh-Rounda,30000046B11
46H,,Terminal Tusker,Johnsaga,17,OTC,Terminal Tusker > Kariokor > Pangani Girls > Mamba Petro Station > Mlango > Karambe > St Teresa > Albadr > Mathare Worship > BH > Agip > Number 10 > Thayo > Kwa Chief > Base > Flats > Johnsaga,Ronald Ngala-Juja Road-Eastleigh-Huruma,30000004611
46K,,Kencom,Kawangware Mwisho,20,Kencom,Kencom > Gpo > Serena > Valley Road Pentecostal > D.O.D > Hurlingham > Quality > Chaka Place > Yaya > Kilimani > Kirichwa > Montessouri > Valley Arcade > Amboseli > Braeburn > Kongo > Coast > Co-Op Bank > Sokoni > Kawangware Mwisho,Kencom-Valley Road-Yaya Centre-Kawangware,60200004611
46Y,,Kencom,Yaya,10,Kencom,Kencom > Gpo > Serena > Integrity Centre > Valley Road Pentecostal > D.O.D > Hurlingham > Quality > Chaka Place > Yaya,Kencom-Valley Road-Hurlinghum-Yaya Centre,60000004611
48A,,Odeon Terminus,Lavington Shopping Centre/Shell,12,Odeon,Odeon Terminus > Museum > Chiromo > Chiromo Flyover > Prime Bank > Imperial Bank > Riverside Lane/Montessori > Riverside Paddocks > Strathmore School > St.Austin'S > Shell/Lavington/Subru Motors > Lavington Shopping Centre/Shell,Odeon-Chiromo-Strathmore School-Lavington,80100048A11
48B,,Odeon Terminus,Othaya Road Stage,19,Odeon,Odeon Terminus > Museum > Chiromo > Chiromo Flyover > Prime Bank > Prime Bank Stage > Shell/Arboretum > Mwingi/Kasuku Centre > Kasuku Centre > Kandara Road > Kileleshwa Day Nursery > Kileleshwa Primary School > Corner Primary School > Kangundo > Jacaranda/Siaya Road > Likoni > Peponi Court > Methodist/Mazeras > Othaya Road Stage,Odeon-Chiromo-Westlands Bypass-Methodist Guesthouse-Othaya Road,80101048B11
48C,,Odeon Terminus,Yaya,15,Odeon,Odeon Terminus > Museum > Chiromo > Westlands/Parklands Baptist > Consolata > Prime Bank > Prime Bank Stage > Shell/Arboretum > Mwingi/Kasuku Centre > Kangundo > Jacaranda/Siaya Road > Likoni > Dennis Pritt > Lenana > Yaya,Odeon-Chiromo-Westlands-ByPass-Yaya,80200048C11
48K,,Westlands,Co-Op Bank,24,Westlands,Westlands > St. Marks > Lions Place > Brookside > Aacc/Safaricom/Church Road > Aga Khan High School > Abc Place Stage > Abc Place Entrance > Abc > Loreto Msongari > Muthangari Police Station > St.Mary'S School > Strathmore School > St.Austin'S > Shell/Lavington/Subru Motors > Lavington Shopping Centre/Shell > Ipsos Synovate/Acorn House > Convent Lane > James Gichuru/Gitanga Road Junction > Amboseli > Braeburn > Kongo > Coast > Co-Op Bank,Westlands-ABC Place-Lavington-Kawangware,80200004811
48O,,Odeon Terminus,Othaya Road,21,Odeon,Odeon Terminus > Museum > Chiromo > Chiromo Flyover > Prime Bank > Prime Bank Stage > Shell/Arboretum > Mwingi/Kasuku Centre > Kasuku Centre > Kandara Road > Kileleshwa Day Nursery > Kileleshwa Primary School > Corner Primary School > Brooklyn Palm Apartments > Ole Kejuodo/Kandara Road Junction > Day Care/Kandara Road > Jacaranda > Mwingi/Garage > Makueni > Mugoiri > Othaya Road,Odeon-Chiromo-Kileleshwa-Othaya Road,80101004811
04SK,,Tuskys Ronald Ngala,Saika Junction,19,Tusker,Tuskys Ronald Ngala > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Umoja Stage > Mtindwa > Caltex > Umoja Junction > Umoja 3 > Mama Lucy > Supa Loaf > Koma Junction > Saika Junction,Ronald Ngala-Jogoo Road-Kangundo Road-Saika-Kayole Junction,4070500SK11
107D,,Main Stage,Ruiru,12,Rwaka,Main Stage > Mimosa > Runda Road > Bypass Stage Kiambu > Windsor Advice > Ridgesways Girls > Jua Kali > Kahawa Railways Roundabout > Round A Bout Eastern Bypass > Ruiru Road Junction > Ruiru Prisons > Ruiru,Ruaka-Ruiru,10000107D11
114R,,Ngara Stage,Limuru Terminus,48,Ngara,Ngara Stage > Jamuhuri High School > Stima Plaza > Stima Plaza Stage > Wambugu Road > Aga Khan Academy > Oilibya > City Park > 6Th Parklands Avenue/Regal House/Kobil > Belgian Embassy/Karura > Un > Redhill Road > Village Market > Karura/Runda > Runda Estate Entrance > Rosslyn Road > Rosslyn Road/Karura Community Chapel > Shakers/Rosslyn Gate > Delta Petrol Station/ Brook Apartmens > Ruaka Stage > Ruaka Ack Church > Ruaka Dc > Ruaka Catholic Church > Slaughter > Pm Flats/ Runda View > Pm Flats/ Runda View 2 > Mirai Court/Mifereji > Komototho > Gacharage Junction > Rumenya > Ambassadors Stage > Ambassadors Entrance > Christco Church > Furaha/ Kag Ndenderu > Ndenderu Stage > Redeemed Ndenderu > Kianjogu Stage > Mothers Mercys > Muguku Farm > Red Hill > Blue Kiosk > Kiosk > Kabuku Juncion > Spu Limuru > Marrieta > Junction To Limuru Town > Limuru Diaries > Limuru Terminus,Ngara-Rwaka-Ndenderu-Limuru,10000114011
114W,,Ngara Teminal,Limuru Town Terminal,44,Ngara,Ngara Teminal > Chiromo > Chiromo > Westlands > St. Marks > Lions Place > Brookside > Aacc/Safaricom/Church Road > Aga Khan High School > Abc Place Stage > Abc Place Entrance > James Gichuru Junction > Kari > Nairobi School > Deloitte > Afralti > Kianda School > Sodom > Kangemi Market > Custoil > Nne Market/Sokoni > Kabete Police Station > Kinoo > Mutiga > Rungiri > Gitaru > Sigona > Zopen > Gicini > Muguga > Ika Ithano > Ika Ithano > Ha Joram > Chunga Mali > Chunga Mali > Rironi > Rironi > Kampala > Kamandura > Kamirithu > Kwa Mbira > Kwa Mbira > Kwa Do > Limuru Town Terminal,Ngara-Westlands-Kangemi-Limuru,80000114011
119A,,Koja,Gathiga Mwisho,20,Koja,Koja > Parklands Sports Club > Mp Shah > Mayfair > Westlands > Sarit > Peponi Road Junction/Sarit > General Mathenge Junction > Eldama Park/Westhouse > Spring Valley Shopping Centre/Oilibya > Thigiri Ridge/Kitisuru Road > Kimetrica > By-Pass > St.Catherine > Magnolia Hills > Isk > Aphrc > Gathiga Secondary School > Kihingo > Gathiga Mwisho,Town-Westlands-Peponi Road-Spring Valley-ISK-Gathiga,80000119A11
11_2,,Bus Station,Diamond Park Estate,23,BusStation,Bus Station > Kenya Polytechnic Bus Stop > Kobil Haile Selassie > Industrial Area > Industrial Area Round About > Dunga Road/ Machakos > Car & General > Bandari > Dar-Es-Salaam > Mater Hospital > Makueni > Meridian > Mariakani > South Gate Centre > Mosque > Kariba Estate > St.Veronica Ack > Railway Training Institute > South B Dispensary > Balozi > Balozi > Parkview/Winners > Diamond Park Estate,Town-Industrial Area-Mater-Railways Training Institute-Balozi-Hazina,50100001121
126N,,Ngong Town,Kiserian,11,Ngong,Ngong Town > Petro/Mwisho > 44 > Kona > Ngong Resort > Tuskys > Matasia > Matasia > Ole Roimen > Kwa Nicholas > Kiserian,Ngong-Kiserian,70400012611
145B,,By Pass,Ruiru,11,Bypass,By Pass > By Pass > Onyatta > Centy Club > Kobe > Mitikenda > Kamakis > Kwa Roy > Super Higway > By Pass > Ruiru,Bypass-Ruiru Ndani-Ruiru,50700014501
145D,,Super High Way,Ruiru,10,Torrents,Super High Way > Torrents > Torrents > Membley Church > Kwa Dogi > Membley > Roundabout > Junction > Prison > Ruiru,Torrents-Membley-Ruiru,20700145D01
1960,,Ladhes Road/Otc,Kayole 1,41,Kamukuji,Ladhes Road/Otc > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Umoja Stage > Manyanja > Manyanja > Tena > Car Wash > Manyanja Road Round About > Manyanja Road Round About > Bee Centre > Bee Centre > Masimba > Junction > Junction > Post > Soweto > Kioi > Nyando > Prime Rose > Rasta > Maria > Sabasaba > Kwa Chief > Goa Kayole Church > Diesel > Kayole Hispital/Biason Road > Kona > Nyora > Mihang'O > Mihang'O > Sowematt > Kona Mbaya > Kayole 1,OTC-Donholm-Kayole,40703196011
19C2,,Umoja Stage,Tushauriane,26,Donholm,Umoja Stage > Mtindwa > Caltex > Umoja Junction > Umoja 3 > Mama Lucy > Supa Loaf > Koma Junction > View Park > Infill B > Infill B > Sector 3B > Rounda > Phase1  Market > Phase1  Market > Mvinje Court > Mukokoa Court > Msisi Court > Mbuyu Court > Msaponi Court > Msaponi Court > Mkanju Court > Mkanju Court > Step 1 > Tushauriane > Tushauriane,Donholm-Caltex-Komarocks,4070519C211
2030,,Terminal,Rounder,5,Alsops,Terminal > Dawa Pharmacutical > Kariobangi Market Stage > Shell Petrol Station > Rounder,Allsops-Rounda,20800203001
23KG,,Odeon Terminus,Kangemi Terminus,21,Odeon,Odeon Terminus > Museum > Chiromo > Westlands > St. Marks > Lions Place > Brookside > Aacc/Safaricom/Church Road > Aga Khan High School > Abc Place Stage > Abc Place Entrance > James Gichuru Junction > Kari > Nairobi School > Deloitte > Afralti > Kianda School > Sodom > Posta Kangemi > Total Petrol Station Kangemi > Kangemi Terminus,Odeon-Chiromo-Westlands-Kangemi,80000002311
23KS,,Ambassadeur,Kariobangi South Estate/Deliverance Church,26,Ambassadeur,Ambassadeur > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Mt Kenya Bar Shauri Moyo > Morisson Primary School > Bahati Primary School Kag Bahati > Kimathi/Section 3 Junction > Dr. Livingstone Primary School > Jerusalem Shopping Centre > Uhuru Shopping Centre > Uhuru Primary School > Harambee Uhuru Junction > Kiambiu > Kobil Calvary Temple > Neighbours Buruburu Phase 1 > Buruburu 1 Primary School > Phase 1 Stage > SOS > Outer Mwisho > Pioneer Estate > Civil Servants Total Petrol Station > Civil Servants Southend Bar > Friends Inn > Kariobangi South Estate/Deliverance Church,Gill House-Jogoo Road-Shauri Moyo-Jerusalem-Buruburu-Kariobangi South,40201002311
24BK,,Nakumatt Galleria,Karen Road-Lang'Ata Road Junction,18,Bomas,Nakumatt Galleria > Npc Karen > Cuea | Catholic University > Kenol/Nairobi Academy > Africa Gospel Church > Karen South Secondary > Mega Link > Karen C Secondary School > Total Karen > Fair Acres Road > Hillcrest > Hillcrest Road > Kspca/Marist Lane > Don Bosco Church > Karen Hospital > Ndege Road > Mazzoldi House > Karen Road-Lang'Ata Road Junction,Bomas-Karen Hospital-Karen,50000002412
33DC,,Doni,Kobil,14,Donholm,Doni > Caltex > Kware > Tumaini > Meatland > Stage Mpya > Fedha > Pipeline > Chemist > Spinners > Rounda > Transami > Kitindo > Kobil,Donholm-Rounda-Carbanas,40700003311
33DP,,Muthurwa,Rounda,21,Muthurwa,Muthurwa > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Doni > Caltex > Kware > Tumaini > Meatland > Stage Mpya > Fedha > Pipeline > Chemist > Spinners > Rounda,Muthurwa-Donholm-Pipeline,40100003311
33NG,,St.Peters Clavers Primary School/Salvation Army/Otc,Ngumo Market,8,Racecourse Road,St.Peters Clavers Primary School/Salvation Army/Otc > Nairobi Area Police Traffic Headquarters > Kenyatta National Hospital > Kenyatta Market > Sunview Estate > Newa Estate > Golf Course Phase 2 > Ngumo Market,Racecourse Road-Ngong Road-KNH-Ngumo,70000203311
33SB,,Ngumo Stage,South B Stage,9,Ngumo,Ngumo Stage > Highrise > Total/Strathmore > Madaraka Flyover > Discount > Mosque > South B Shopping Centre > Our Lady Of Mercy > South B Stage,Ngumo-Highrise-Nairobi West-Couth C-South B,70101013301
33TP,,Commercial,Transami,16,Commercial,Commercial > Nyayo > The Office > Capital Centre > Belleview > Park Side Towers > Panari > Standard Group > Sameer > GM > Imara Daima > Cabanas > Cabanas > Kobil > Kitindo > Transami,Commercial-Mombasa Road-Taj Mall-Pipeline,50701003311
3738,,Soko,Quickmart,21,Rounder,Soko > Kwa Mbao > Wamwaris > Senior > Total > Aic Church > Tononoka > Joada > Maili Saba > Saika > Saika Junction > Saika > Kayole Junction > Twisters > Njiru > Chokaa > Tuskys > By Pass > Welkim > Dune > Quickmart,Rounda-Saika-Ruai,30603373812
110AK,,Devki,Kitengela,11,Devki Athiriver,Devki > Sokoni/Pauline > KMC > Starsheik > Sulami/Nyambura > Makadara > Vanillas > Village > EPZ > Tosha > Kitengela,Athi River-Makadara-Kitengela,50901011012
126RK,,Kware,Kiserian Terminus,14,Kiserian Town,Kware > Nairobi Womens > Olerai > Laiser Hill > Exciting > Acacia > Adventist University > Nkoroi White House > Kanisani/Pcea > Rimpa > Nalepo > Kiserian Girls/Kwa Maji > Kiserian Market > Kiserian Terminus,Ongata Rongai-Nkoroi-Kiserian,50205012601
16/62,,Bus Station Terminal,Kanisani,30,Bus station,Bus Station Terminal > Kariokor > Pangani Girls > Mamba Petro Station > Mlango > St Teresa > Albadr > Mathare Worship > BH > Agip > Number 10 > Thayo > Kwa Chief > Base > Flats > Johnsaga > Rounder > Soko > Kwa Mbao > Wamwaris > Senior > Total > Aic Church > Tononoka > Joada > Maili Saba > Junction-Komarock Road N Kangundo > Phase 4 > Rounda > Kanisani,Bus Station-Rounda-Dandora-Kayole,30600186211
17Aky,,Eastleigh Terminal,Kayole 1,41,Eastleigh,Eastleigh Terminal > St Teresa > Albadr > Mathare Worship > BH > Agip > Number 10 > Thayo > Kwa Chief > Base > Flats > Johnsaga > Rounder > Rounda > Mayaka > Total > Bridge > Caltex > Umoja Junction > Charina > Junction > Peacock > Olomboni Junction > Kwa Chief > Umoja 2 > Kayole Spine Junction > Nasra Estate > Bee Centre > Masimba > Masimba > Nyama Villa > Kwa D.O > Rocks > Rocks > Pcea > Kanisani > Kanisani > Tushauriane > Step 1 > Calvary > Kayole 1,EastLeigh-Rounda-Umoja 2-Kayole,30600017A11
17B_2,,Roysambu Terminus,Mwiki,17,Roysambu,Roysambu Terminus > Equity > Grand Point > Danamark Flats > Seasons > Seasons > Stimmer Corner > Martanet > Huntas > Sunton > Sunton > Kwa Miti > Garage > Maji Mazuri > Kwa Mlima > Kwa Mlima > Mwiki,Roysambu-Sunton-Kasarani-Mwiki,21200017B12
1961K,,Ladhes Road/Otc,Diesel,38,Kayole,Ladhes Road/Otc > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Doni > Caltex > Kisumu Ndogo > Kisumu Ndogo > Savanna > Savanna > Green Field > Green Field > Harambee Sacco > Phase 5 > Tuskys Green Span > Tuskys Green Span > Jacaranda > Jacaranda > Green Span Estate > Bee Centre > Masimba > Masimba > Nyama Villa > Kwa D.O > Nyando > Prime Rose > Rasta > Maria > Sabasaba > Kwa Chief > Goa Kayole Church > Diesel,Landhies Road-Jogoo Road-Jacaranda-Kayole,40702196111
19Cdc,,Ronald Ngala/Tuskys,Mkanju Court,43,Town,Ronald Ngala/Tuskys > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Umoja Stage > Mtindwa > Caltex > Umoja Junction > Umoja 3 > Bee Centre > Masimba > Masimba > Nyama Villa > Kwa D.O > Rocks > Rocks > Infill A > Phase 3A > Phase 3A > Bumps > Phase 3B > Phase 4/Car Wash > View Park > Infill B > Infill B > Sector 3B > Rounda > Phase1  Market > Phase1  Market > Mvinje Court > Mukokoa Court > Msisi Court > Mbuyu Court > Msaponi Court > Msaponi Court > Mkanju Court > Mkanju Court,Ambassadeur-Jogoo Road-Donholm-Caltex-Komarocks,40705019C11
19Cjk,,Ambassadeur,Mkanju Court,53,Ambassadeur,Ambassadeur > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Doni > Caltex > Kisumu Ndogo > Kisumu Ndogo > Savanna > Savanna > Green Field > Green Field > Harambee Sacco > Phase 5 > Tuskys Green Span > Tuskys Green Span > Jacaranda > Jacaranda > Green Span Estate > Bee Centre > Masimba > Masimba > Nyama Villa > Kwa D.O > Rocks > Rocks > Infill A > Phase 3A > Phase 3A > Bumps > Phase 3B > Phase 4/Car Wash > View Park > Infill B > Infill B > Sector 3B > Rounda > Phase1  Market > Phase1  Market > Mvinje Court > Mukokoa Court > Msisi Court > Mbuyu Court > Msaponi Court > Msaponi Court > Mkanju Court > Mkanju Court,Ambassadeur-Donholm-Jacaranda-Komarocks,40702019C11
33FED,,Commercial,Posta Embakasi Village,22,Commercial,Commercial > Nyayo > The Office > Capital Centre > Belleview > Park Side Towers > Panari > Standard Group > Sameer > GM > Imara Daima > Cabanas > Kobil > Kitindo > Transami > Rounda/Taj > Tuskys > Embakasi Village > Gate A > Gate A > Gate D > Posta Embakasi Village,Commercial-Cabanas-Tuskys-Village-Gate A-Posta,50702003311
33GTB,,Commercial,Gate B,20,Commercial,Commercial > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Doni > Caltex > Kware > Tumaini > Meatland > Stage Mpya > Fedha Junction > Fedha Estate > Carwash > Gate B,Accra Road-Jogoo Road-Donholm-Fedha-Gate B,40701003311
33IMR,,Commercial Imara,Imara Daima,11,Commercial,Commercial Imara > Nyayo > The Office > Capital Centre > Belleview > Park Side Towers > Panari > Standard Group > Sameer > GM > Imara Daima,Commercial-Belleview-Imara Daima,50600003311
33MKR,,Bus Station,Maziwa,12,Commercial,Bus Station > Nyayo > The Office > Capital Centre > Belleview > Park Side Towers > Panari > Standard Group > Sameer > GM > Imara Daima > Maziwa,Bus Station-Mombasa Road-Imara Daima-St.Bakhita,50600033A11
33UTW,,Ambassadeur,Githunguri,29,Ambassadeur,Ambassadeur > Nyayo > The Office > Capital Centre > Belleview > Park Side Towers > Panari > Standard Group > Sameer > GM > Imara Daima > Cabanas > Kobil > Kitindo > Transami > Roundabout > Nyayo Barracks > Baracks > China > G.S.U > Mihang'O > A.P > Kwa Chief > Amani > Benedicta > Kwa Stone > Shopping Mall > Elshadai > Githunguri,Utawala-Ambassadeur,50700003311
35/60,,Tuskys Ronald Ngala,Umoja Market,15,Tusker,Tuskys Ronald Ngala > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Umoja Stage > Mutindwa > Mutindwa > Umoja 1 > Umoja Market,Town-Donholm-Umoja,40704356011
38/39,,Muthurwa,Quickmart,29,Muthurwa,Muthurwa > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Posta > Uchumi Jogoo Road > Hamza > Tom Mboya Hall > Umoja Stage > Mtindwa > Caltex > Umoja Junction > Umoja 3 > Mama Lucy > Supa Loaf > Koma Junction > Saika Junction > Saika > Kayole Junction > Twisters > Njiru > Chokaa > Tuskys > By Pass > Welkim > Dune > Quickmart,Town-Donholm-Njiru-Ruai,40705383911
70/71,,Muthurwa,Donholm,16,Muthurwa,Muthurwa > City Stadium Stage > Shauri Moyo > Maziwa > Rikana > Church Army > Likoni > Kie > Viwandani > Houes Of Manji > Mamba > Mareba > Tuskys > Sinai > Crescent > Donholm,Muthurwa-Likoni-Sinai-Lunga Lunga,40301707111
110ATH,,Easy Coach/Uchumi,Makadara,37,Railways Uchumi,Easy Coach/Uchumi > Nyayo > The Office > Capital Centre > Belleview > Park Side Towers > Panari > Standard Group > Sameer > GM > Imara Daima > Cabanas > Tuffsteel > Airport Junction > Nice N Lovely > Kapa > Mabati > Nation > Nation > Syokimau > Allpack > Allpack > Tops/Stage Ya Juu > Mlolongo > Petma/Mlolongo Chini > Mjengo > Sabaki > Toll > Toll > Namanga Junction > 39 > Devki > Sokoni/Pauline > KMC > Starsheik > Sulami/Nyambura > Makadara,Railways-Mombasa Road-Devki-Makadara,50901011011
1961Kd,,Caltex,Diesel,27,Donholm,Caltex > Kisumu Ndogo > Kisumu Ndogo > Savanna > Savanna > Green Field > Green Field > Harambee Sacco > Phase 5 > Tuskys Green Span > Tuskys Green Span > Jacaranda > Jacaranda > Green Span Estate > Bee Centre > Masimba > Masimba > Nyama Villa > Kwa D.O > Nyando > Prime Rose > Rasta > Maria > Sabasaba > Kwa Chief > Goa Kayole Church > Diesel,Caltex Donholm-Jacaranda-Kayole,40702196112
