route_id,direction,sequence,stage_id
60201005611,in,2,0600ZEB
60201005611,in,3,0610KSS
60201005611,in,4,0600SFK
60201005611,in,5,0600CNG
60201005611,in,6,0600RUS
60201005611,in,7,0600BRB
60201005611,in,8,0600AMB
60201005611,in,9,0600ARC
60201005611,in,10,0600OTH
60201005611,in,11,0600MON
60201005611,in,12,0600KIR
60201005611,in,13,0600KIL
60201005611,in,14,0600YAY
60201005611,in,15,0600CHK
60201005611,in,16,0610RMX
60201005611,in,17,0610NWH
60201005611,in,18,0610HUL
60201005611,in,19,0600DOD
60201005611,in,20,0600VRP
60201005611,in,21,0610PNF
60201005611,in,22,0611COM
60201005611,in,23,0700NHF
60201005611,in,24,0510AGP
60201005611,in,25,0712RLA
40601005811,out,0,0412AMB
40601005811,out,1,0411CST
40601005811,out,2,0411SMY
40601005811,out,3,0411MZW
40601005811,out,4,0401RKN
40601005811,out,5,0411CAR
40601005811,out,6,0411PST
40601005811,out,7,0401UJR
40601005811,out,8,0411HMZ
40601005811,out,9,0411BPF
40601005811,out,10,0401BPF
40601005811,out,11,0401NPC
40601005811,out,12,0411PFJ
40601005811,out,13,0401BFA
40601005811,out,14,0411PFS
40601005811,out,15,0401UCB
40601005811,out,16,0401TSK
40601005811,out,17,0403MTW
40601005811,in,0,0403MTW
40601005811,in,1,0400UCB
40601005811,in,2,0400PFS
40601005811,in,3,0400BFA
40601005811,in,4,0410PFJ
40601005811,in,5,0400NPC
40601005811,in,6,0410BPF
40601005811,in,7,0410NCK
40601005811,in,8,0410HMZ
40601005811,in,9,0400TJR
40601005811,in,10,0410MKD
40601005811,in,11,0400UJR
40601005811,in,12,0410PST
40601005811,in,13,0412CAR
40601005811,in,14,0400MKG
40601005811,in,15,0400MZW
40601005811,in,16,0410KLL
40601005811,in,17,0410CST
40601005811,in,18,0400NCC
40601005811,in,19,0400CTB
40601005811,in,20,0410SLA
40601005811,in,21,0412AMB
40102040511,out,0,0412MTW
40102040511,out,1,0402CTY
40102040511,out,2,0411DTB
40102040511,out,3,0401PSN
40102040511,out,4,0401DAR
40102040511,out,5,0401TAL
40102040511,out,6,0401HMB
40102040511,out,7,0401QTY
40102040511,out,8,0401BSA
40102040511,out,9,0401KPL
40102040511,out,10,0411KPL
40102040511,out,11,0401TPK
40102040511,out,12,0401SHL
40102040511,out,13,0401ROA
40102040511,out,14,0401CEX
40102040511,out,15,0401FLC
40102040511,out,16,0411GMM
40102040511,out,17,0403GMW
40102040511,in,0,0403GMW
40102040511,in,1,0400GMT
40102040511,in,2,0410CEX
40102040511,in,3,0400HCC
40102040511,in,4,0400ROA
40102040511,in,5,0400KRT
40102040511,in,6,0400TPK
40102040511,in,7,0400EXP
40102040511,in,8,0400CRN
40102040511,in,9,0400KYB
40102040511,in,10,0400BSA
40102040511,in,11,0400QTY
40102040511,in,12,0400KWA
40102040511,in,13,0410COM
40102040511,in,14,0410DTB
40102040511,in,15,0412CTI
40102040511,in,16,0412MTH
20100010011,out,0,0212GRD
20100010011,out,1,0211NGT
20100010011,out,2,0201SDP
20100010011,out,3,0201PNG
20100010011,out,4,0211MBS
20100010011,out,5,0201KFS
20100010011,out,6,0211CID
20100010011,out,7,0211SHP
20100010011,out,8,0201ROC
20100010011,out,9,0201WJY
20100010011,out,10,0201RDS
20100010011,out,11,0201NTR
20100010011,out,12,0201RND
20100010011,out,13,0201GTO
20100010011,out,14,0201KWH
20100010011,out,15,0201EVR
20100010011,out,16,0201KSR
20100010011,out,17,0201KSS
20100010011,out,18,0211TND
20100010011,out,19,0201MSH
20100010011,out,20,0201BRA
20100010011,out,21,0211KST
20100010011,out,22,0201KS2
20100010011,out,23,0201KJN
20100010011,out,24,0211KDO
20100010011,out,25,0201KCB
20100010011,out,26,0201KAM
20100010011,out,27,0213TMA
20100010011,in,0,0213TMA
20100010011,in,1,0200OKB
20100010011,in,2,0210KDO
20100010011,in,3,0200KJN
20100010011,in,4,0200KS2
20100010011,in,5,0200STR
20100010011,in,6,0200MSH
20100010011,in,7,0200TND
20100010011,in,8,0200DMD
20100010011,in,9,0200BWD
20100010011,in,10,0200BLN
20100010011,in,11,0200KWH
20100010011,in,12,0200GTO
20100010011,in,13,0200RND
20100010011,in,14,0210NTR
20100010011,in,15,0200RDS
20100010011,in,16,0200WJY
20100010011,in,17,0200ROC
20100010011,in,18,0200SHK
20100010011,in,19,0210CID
20100010011,in,20,0200MTE
20100010011,in,21,0210MGC
20100010011,in,22,0210SMB
20100010011,in,23,0200TSS
20100010011,in,24,0212GRD
70600010211,out,0,0712RWY
70600010211,out,1,0711NAT
70600010211,out,2,0712KNT
70600010211,out,3,0711MCP
70600010211,out,4,0711UCN
70600010211,out,5,0711NKP
70600010211,out,6,0711MTL
70600010211,out,7,0711AAD
70600010211,out,8,0701PSA
70600010211,out,9,0711PST
70600010211,out,10,0711IMP
70600010211,out,11,0711JKR
70600010211,out,12,0711NKJ
70600010211,out,13,0702DCS
70600010211,out,14,0701DCR
70600010211,out,15,0701KJI
70600010211,out,16,0711SGO
70600010211,out,17,0711MLK
70600010211,out,18,0701BPP
70600010211,out,19,0701PBG
70600010211,out,20,0701KRE
70600010211,out,21,0711KNG
70600010211,out,22,0701BMK
70600010211,out,23,0711MTE
70600010211,out,24,0701WTK
70600010211,out,25,0701MUT
70600010211,out,26,0701GCU
70600010211,out,27,0711RSS
70600010211,out,28,0701SDP
70600010211,out,29,0711DRC
70600010211,out,30,0701DNL
70600010211,out,31,0711KRG
70600010211,out,32,0701UKC
70600010211,out,33,0711UKS
70600010211,out,34,0701AHS
70600010211,out,35,0711ASS
70600010211,out,36,0701GRD
70600010211,out,37,0701FGS
70600010211,out,38,0701GGS
70600010211,out,39,0713KKY
70600010211,in,0,0713KKY
70600010211,in,1,0700GGL
70600010211,in,2,0700GRS
70600010211,in,3,0710AHL
70600010211,in,4,0700UKG
70600010211,in,5,0710UKT
70600010211,in,6,0700KRR
70600010211,in,7,0700GPF
70600010211,in,8,0700RCR
70600010211,in,9,0710SEL
70600010211,in,10,0700KPG
70600010211,in,11,0700GCP
70600010211,in,12,0700MRT
70600010211,in,13,0700WTA
70600010211,in,14,0700MTM
70600010211,in,15,0700NPS
70600010211,in,16,0710MIH
70600010211,in,17,0700BMY
70600010211,in,18,0710KWN
70600010211,in,19,0700AIC
70600010211,in,20,0700KEQ
70600010211,in,21,0700PBG
70600010211,in,22,0710DCD
70600010211,in,23,0700BPS
70600010211,in,24,0700MSK
70600010211,in,25,0710SIN
70600010211,in,26,0710KYJ
70600010211,in,27,0700DCT
70600010211,in,28,0700RIR
70600010211,in,29,0710KJS
70600010211,in,30,0700TBK
70600010211,in,31,0702KDC
70600010211,in,32,0710NKT
70600010211,in,33,0710BBT
70600010211,in,34,0710IMJ
70600010211,in,35,0710POD
70600010211,in,36,0710ADC
70600010211,in,37,0710KRD
70600010211,in,38,0710TTL
70600010211,in,39,0700BMC
70600010211,in,40,0710CCT
70600010211,in,41,0710CME
70600010211,in,42,0712KNH
70600010211,in,43,0710TNA
70600010211,in,44,0700NHF
70600010211,in,45,0510AGP
70600010211,in,46,0712RLA
70000010311,out,0,0702DCS
70000010311,out,1,0701DCR
70000010311,out,2,0701KJI
70000010311,out,3,0711SGO
70000010311,out,4,0711MLK
70000010311,out,5,0701BPP
70000010311,out,6,0701PBG
70000010311,out,7,0701REU
70000010311,out,8,0701NVI
70000010311,out,9,0701SJC
70000010311,out,10,0701NDW
70000010311,out,11,0701RSF
70000010311,out,12,0701GDB
70000010311,out,13,0711GTD
70000010311,out,14,0701SMR
70000010311,out,15,0701LRI
70000010311,out,16,0701THR
70000010311,out,17,0701WGT
70000010311,out,18,0703UTP
70000010311,out,19,0701WWU
70000010311,out,20,0801DEP
70000010311,out,21,0801SHC
70000010311,out,22,0801GCC
70000010311,out,23,0811ETT
70000010311,out,24,0801KGH
70000010311,out,25,0811JMK
70000010311,out,26,0801MUC
70000010311,out,27,0801MUM
70000010311,out,28,0801DMN
70000010311,out,29,0801RGN
70000010311,out,30,0811RNG
70000010311,out,31,0801KMP
70000010311,out,32,0701KIJ
70000010311,out,33,0701GTR
70000010311,out,34,0701KNR
70000010311,out,35,0711NJG
70000010311,out,36,0711MGU
70000010311,out,37,0701RNR
70000010311,out,38,0711MUT
70000010311,out,39,0701ACI
70000010311,out,40,0711KNY
70000010311,out,41,0701ACC
70000010311,out,42,0711PFE
70000010311,out,43,0701TTW
70000010311,out,44,0713WNG
70000010311,in,0,0713WNG
70000010311,in,1,0700KAK
70000010311,in,2,0700ACI
70000010311,in,3,0710KNA
70000010311,in,4,0700GBK
70000010311,in,5,0710MTE
70000010311,in,6,0700MAA
70000010311,in,7,0710MAU
70000010311,in,8,0700GRU
70000010311,in,9,0810KPL
70000010311,in,10,0810RUG
70000010311,in,11,0800REG
70000010311,in,12,0810MTG
70000010311,in,13,0800MTG
70000010311,in,14,0800KIN
70000010311,in,15,0810KIN
70000010311,in,16,0810EGT
70000010311,in,17,0810WJM
70000010311,in,18,0810COP
70000010311,in,19,0810UTH
70000010311,in,20,0800UTH
70000010311,in,21,0800NDJ
70000010311,in,22,0700URB
70000010311,in,23,0700SJK
70000010311,in,24,0700IRI
70000010311,in,25,0700SMK
70000010311,in,26,0710GKI
70000010311,in,27,0700NDU
70000010311,in,28,0700SJL
70000010311,in,29,0700MUL
70000010311,in,30,0700EUI
70000010311,in,31,0700PBG
70000010311,in,32,0710DCD
70000010311,in,33,0700BPS
70000010311,in,34,0700MSK
70000010311,in,35,0710SIN
70000010311,in,36,0710KYJ
70000010311,in,37,0700DCT
70000010311,in,38,0700RIR
70000010311,in,39,0710KJS
70000010311,in,40,0700TBK
70000010311,in,41,0702KDC
80500010511,out,0,0813KKS
80500010511,out,1,0800PCR
80500010511,out,2,0800KRY
80500010511,out,3,0710GVC
80500010511,out,4,0810KPL
80500010511,out,5,0810RUG
80500010511,out,6,0800REG
80500010511,out,7,0810MTG
80500010511,out,8,0800MTG
80500010511,out,9,0800KIN
80500010511,out,10,0810KIN
80500010511,out,11,0810EGT
80500010511,out,12,0810WJM
80500010511,out,13,0810COP
80500010511,out,14,0810UTH
80500010511,out,15,0800UTH
80500010511,out,16,0810MRG
80500010511,out,17,0810KBT
80500010511,out,18,0810TNG
80500010511,out,19,0800KGT
80500010511,out,20,0810KMI
80500010511,out,21,0800HES
80500010511,out,22,0800CCK
80500010511,out,23,0810NSH
80500010511,out,24,0810KAR
80500010511,out,25,0800KBB
80500010511,out,26,0800WDC
80500010511,out,27,0810WPS
80500010511,out,28,0810LIO
80500010511,out,29,0810STM
80500010511,out,30,0800GPR
80500010511,out,31,0810WST
80500010511,out,32,0800EDS
80500010511,out,33,0800CHR
80500010511,out,34,0800MUS
80500010511,out,35,0810MCP
80500010511,out,36,0812ODE
80500010511,in,0,0812ODE
80500010511,in,1,0811MUS
80500010511,in,2,0801CHR
80500010511,in,3,0812WST
80500010511,in,4,0801STM
80500010511,in,5,0801LIO
80500010511,in,6,0801BRK
80500010511,in,7,0801SAF
80500010511,in,8,0811AGA
80500010511,in,9,0811ABC
80500010511,in,10,0801ABE
80500010511,in,11,0801JGJ
80500010511,in,12,0811KAR
80500010511,in,13,0801NSH
80500010511,in,14,0801DEL
80500010511,in,15,0801AFL
80500010511,in,16,0811KND
80500010511,in,17,0801SDM
80500010511,in,18,0801SGS
80500010511,in,19,0801MVT
80500010511,in,20,0801CUS
80500010511,in,21,0811SKO
80500010511,in,22,0801KBP
80500010511,in,23,0801UEN
80500010511,in,24,0801DEP
80500010511,in,25,0801SHC
80500010511,in,26,0801GCC
80500010511,in,27,0811ETT
80500010511,in,28,0801KGH
80500010511,in,29,0811JMK
80500010511,in,30,0801MUC
80500010511,in,31,0801MUM
80500010511,in,32,0801DMN
80500010511,in,33,0801RGN
80500010511,in,34,0811RNG
80500010511,in,35,0801KMP
80500010511,in,36,0801NGA
80500010511,in,37,0801KKR
80500010511,in,38,0801STZ
80500010511,in,39,0801KOL
80500010511,in,40,0813KKS
10300106011,out,0,0102KHJ
10300106011,out,1,0101NGR
10300106011,out,2,0101JHS
10300106011,out,3,0101STP
10300106011,out,4,0111SPS
10300106011,out,5,0101WBR
10300106011,out,6,0101AGA
10300106011,out,7,0111OLB
10300106011,out,8,0101CPK
10300106011,out,9,0111RHK
10300106011,out,10,0111BEK
10300106011,out,11,0111TUN
10300106011,out,12,0111RHR
10300106011,out,13,0111VMA
10300106011,out,14,0111KRU
10300106011,out,15,0101REE
10300106011,out,16,0101ROR
10300106011,out,17,0101ROK
10300106011,out,18,0101SHR
10300106011,out,19,0101DPB
10300106011,out,20,0101RKJ
10300106011,out,21,0101CAV
10300106011,out,22,0111KEA
10300106011,out,23,0101MUC
10300106011,out,24,0101GOG
10300106011,out,25,0111JEK
10300106011,out,26,0101NTO
10300106011,out,27,0101MCC
10300106011,out,28,0101LSC
10300106011,out,29,0101MIC
10300106011,out,30,0101MDS
10300106011,out,31,0111KIV
10300106011,out,32,0101SHT
10300106011,out,33,0101NJK
10300106011,out,34,0101KAT
10300106011,out,35,0101VRY
10300106011,out,36,0101ZAK
10300106011,out,37,0101LIK
10300106011,out,38,0101MOM
10300106011,out,39,0101MKB
10300106011,out,40,0101KOB
10300106011,out,41,0113BAA
10300106011,in,0,0100MOM
10300106011,in,1,0100LIK
10300106011,in,2,0100CHL
10300106011,in,3,0100VIN
10300106011,in,4,0100NJT
10300106011,in,5,0100SHT
10300106011,in,6,0110TVM
10300106011,in,7,0100KSS
10300106011,in,8,0100MIS
10300106011,in,9,0100LSM
10300106011,in,10,0100TTM
10300106011,in,11,0100NAM
10300106011,in,12,0110WAM
10300106011,in,13,0100GUG
10300106011,in,14,0100PEF
10300106011,in,15,0110GTH
10300106011,in,16,0100VEV
10300106011,in,17,0100RBJ
10300106011,in,18,0100DPA
10300106011,in,19,0100MRC
10300106011,in,20,0100RRP
10300106011,in,21,0100RES
10300106011,in,22,0100RKH
10300106011,in,23,0110VMT
10300106011,in,24,0100RRJ
10300106011,in,25,0110UNA
10300106011,in,26,0110MTS
10300106011,in,27,0100TCP
10300106011,in,28,0110TPA
10300106011,in,29,0110AGK
10300106011,in,30,0102KHJ
10400010711,out,0,0112ODE
10400010711,out,1,0101NGR
10400010711,out,2,0101JHS
10400010711,out,3,0101STP
10400010711,out,4,0111SPS
10400010711,out,5,0101WBR
10400010711,out,6,0101AGA
10400010711,out,7,0111OLB
10400010711,out,8,0101CPK
10400010711,out,9,0111RHK
10400010711,out,10,0111BEK
10400010711,out,11,0111TUN
10400010711,out,12,0111RHR
10400010711,out,13,0111VMA
10400010711,out,14,0111KRU
10400010711,out,15,0101REE
10400010711,out,16,0101ROR
10400010711,out,17,0101ROK
10400010711,out,18,0101SHR
10400010711,out,19,0101DPB
10400010711,out,20,0111RST
10400010711,out,21,0101RCK
10400010711,out,22,0101RDC
10400010711,out,23,0101RCC
10400010711,out,24,0101SLT
10400010711,out,25,0101PMR
10400010711,out,26,0101PMV
10400010711,out,27,0111MCM
10400010711,out,28,0101KTO
10400010711,out,29,0101GRJ
10400010711,out,30,0101RMY
10400010711,out,31,0111AMB
10400010711,out,32,0101AME
10400010711,out,33,0101CHC
10400010711,out,34,0101FRK
10400010711,out,35,0111NDS
10400010711,out,36,0101REN
10400010711,out,37,0101NDJ
10400010711,out,38,0101NSA
10400010711,out,39,0101SAN
10400010711,out,40,0113KAR
10400010711,in,0,0110KRS
10400010711,in,1,0100STJ
10400010711,in,2,0100STN
10400010711,in,3,0100VDA
10400010711,in,4,0100NDT
10400010711,in,5,0110NGP
10400010711,in,6,0110NSG
10400010711,in,7,0100NKD
10400010711,in,8,0100CTC
10400010711,in,9,0100ASD
10400010711,in,10,0110AST
10400010711,in,11,0100RYA
10400010711,in,12,0100MFB
10400010711,in,13,0110PMT
10400010711,in,14,0100JYL
10400010711,in,15,0100SLG
10400010711,in,16,0100RCN
10400010711,in,17,0100RRD
10400010711,in,18,0100CBR
10400010711,in,19,0100RBJ
10400010711,in,20,0100DPA
10400010711,in,21,0100MRC
10400010711,in,22,0100RRP
10400010711,in,23,0100RES
10400010711,in,24,0100RKH
10400010711,in,25,0110VMT
10400010711,in,26,0100RRJ
10400010711,in,27,0110UNA
10400010711,in,28,0110MTS
10400010711,in,29,0100TCP
10400010711,in,30,0110TPA
10400010711,in,31,0110AGK
10400010711,in,32,0112ODE
10200010811,out,0,0112POL
10200010811,out,1,0101MTH
10200010811,out,2,0101NYR
10200010811,out,3,0101NYG
10200010811,out,4,0101NYP
10200010811,out,5,0101NGG
10200010811,out,6,0101RSH
10200010811,out,7,0101SDA
10200010811,out,8,0101KKB
10200010811,out,9,0111KNA
10200010811,out,10,0101CHF
10200010811,out,11,0101POW
10200010811,out,12,0101JAK
10200010811,out,13,0113GCH
10200010811,in,0,0100JAK
10200010811,in,1,0100POW
10200010811,in,2,0100KNA
10200010811,in,3,0110KKB
10200010811,in,4,0100CHE
10200010811,in,5,0100NMT
10200010811,in,6,0112POL
50800011011,out,0,0512ESC
50800011011,out,1,0501NYY
50800011011,out,2,0511IFC
50800011011,out,3,0511CPC
50800011011,out,4,0511BLV
50800011011,out,5,0511PST
50800011011,out,6,0511PNR
50800011011,out,7,0501SDG
50800011011,out,8,0511SMR
50800011011,out,9,0501GMS
50800011011,out,10,0501IMR
50800011011,out,11,0513CAB
50800011011,out,12,0501TFS
50800011011,out,13,0501APJ
50800011011,out,14,0501NNL
50800011011,out,15,0511KAP
50800011011,out,16,0501MBT
50800011011,out,17,0501NTN
50800011011,out,18,0511NTN
50800011011,out,19,0511SYK
50800011011,out,20,0511ALP
50800011011,out,21,0501ALP
50800011011,out,22,0501SYJ
50800011011,out,23,0511MLL
50800011011,out,24,0501SYC
50800011011,out,25,0501MJN
50800011011,out,26,0501SBK
50800011011,out,27,0501TLL
50800011011,out,28,0511TLL
50800011011,out,29,0501SHM
50800011011,out,30,0511SHL
50800011011,out,31,0501MLG
50800011011,out,32,0501VNL
50800011011,out,33,0501VLG
50800011011,out,34,0511EPZ
50800011011,out,35,0511TSH
50800011011,out,36,0513KIT
50800011011,in,0,0510KIT
50800011011,in,1,0500EPZ
50800011011,in,2,0510EPZ
50800011011,in,3,0510VNL
50800011011,in,4,0500PTL
50800011011,in,5,0510SHL
50800011011,in,6,0500SNR
50800011011,in,7,0500SHM
50800011011,in,8,0500TOL
50800011011,in,9,0500SBK
50800011011,in,10,0500KNC
50800011011,in,11,0500MJN
50800011011,in,12,0500SLN
50800011011,in,13,0510SLN
50800011011,in,14,0500SYC
50800011011,in,15,0510SYC
50800011011,in,16,0500SYJ
50800011011,in,17,0500OBT
50800011011,in,18,0500SYK
50800011011,in,19,0500NTN
50800011011,in,20,0500MBT
50800011011,in,21,0500KAP
50800011011,in,22,0500SKR
50800011011,in,23,0500RLN
50800011011,in,24,0500APJ
50800011011,in,25,0500STM
50800011011,in,26,0500AAL
50800011011,in,27,0500CAB
50800011011,in,28,0510GMS
50800011011,in,29,0500SMR
50800011011,in,30,0500PNR
50800011011,in,31,0510ATL
50800011011,in,32,0500SHL
50800011011,in,33,0510BLV
50800011011,in,34,0500NYY
50800011011,in,35,0510KAB
50800011011,in,36,0510AGP
50800011011,in,37,0512EAS
70400011111,out,0,0712RWY
70400011111,out,1,0711NAT
70400011111,out,2,0712KNT
70400011111,out,3,0711MCP
70400011111,out,4,0711UCN
70400011111,out,5,0711NKP
70400011111,out,6,0711MTL
70400011111,out,7,0711AAD
70400011111,out,8,0701PSA
70400011111,out,9,0711PST
70400011111,out,10,0711IMP
70400011111,out,11,0711JKR
70400011111,out,12,0711NKJ
70400011111,out,13,0701CMD
70400011111,out,14,0701TKS
70400011111,out,15,0701SWD
70400011111,out,16,0701SFY
70400011111,out,17,0701KNO
70400011111,out,18,0701PWY
70400011111,out,19,0701RCE
70400011111,out,20,0711LNN
70400011111,out,21,0701LNA
70400011111,out,22,0711MTI
70400011111,out,23,0701CRS
70400011111,out,24,0701KFR
70400011111,out,25,0711KRN
70400011111,out,26,0701WRG
70400011111,out,27,0711WDC
70400011111,out,28,0711MKP
70400011111,out,29,0701KCC
70400011111,out,30,0701SHT
70400011111,out,31,0701SHL
70400011111,out,32,0711JOG
70400011111,out,33,0701JBC
70400011111,out,34,0701MHS
70400011111,out,35,0701HKA
70400011111,out,36,0701UMJ
70400011111,out,37,0701BCA
70400011111,out,38,0711BLB
70400011111,out,39,0701BLC
70400011111,out,40,0701ELP
70400011111,out,41,0701KMC
70400011111,out,42,0701NVV
70400011111,out,43,0701KNC
70400011111,out,44,0701NYH
70400011111,out,45,0701KMH
70400011111,out,46,0711UNV
70400011111,out,47,0701GRG
70400011111,out,48,0701ZMB
70400011111,out,49,0701CWH
70400011111,out,50,0701PMS
70400011111,out,51,0701VNS
70400011111,out,52,0701SMN
70400011111,out,53,0701CCL
70400011111,out,54,0711KNO
70400011111,out,55,0701PCY
70400011111,out,56,0701KAJ
70400011111,out,57,0713NBT
70400011111,in,0,0713NBT
70400011111,in,1,0700KWK
70400011111,in,2,0700PCS
70400011111,in,3,0710JPS
70400011111,in,4,0700ZBA
70400011111,in,5,0700CWH
70400011111,in,6,0700UNV
70400011111,in,7,0710VAS
70400011111,in,8,0700KSS
70400011111,in,9,0710ELS
70400011111,in,10,0710BLL
70400011111,in,11,0700BDB
70400011111,in,12,0700MAU
70400011111,in,13,0700HKA
70400011111,in,14,0700KBN
70400011111,in,15,0710PMP
70400011111,in,16,0700SHE
70400011111,in,17,0700SAD
70400011111,in,18,0700KMM
70400011111,in,19,0700KPI
70400011111,in,20,0710KES
70400011111,in,21,0710WWD
70400011111,in,22,0700KPL
70400011111,in,23,0700KEL
70400011111,in,24,0700TLF
70400011111,in,25,0700CRP
70400011111,in,26,0700SHW
70400011111,in,27,0700MTO
70400011111,in,28,0700LEA
70400011111,in,29,0710LNN
70400011111,in,30,0700FVM
70400011111,in,31,0700RAC
70400011111,in,32,0700PWA
70400011111,in,33,0700KEO
70400011111,in,34,0700STK
70400011111,in,35,0700SGR
70400011111,in,36,0700TRD
70400011111,in,37,0700CDT
70400011111,in,38,0710NKT
70400011111,in,39,0710BBT
70400011111,in,40,0710IMJ
70400011111,in,41,0710POD
70400011111,in,42,0710ADC
70400011111,in,43,0710KRD
70400011111,in,44,0710TTL
70400011111,in,45,0700BMC
70400011111,in,46,0710CCT
70400011111,in,47,0710CME
70400011111,in,48,0712KNH
70400011111,in,49,0710TNA
70400011111,in,50,0700NHF
70400011111,in,51,0510AGP
70400011111,in,52,0712RLA
80000115011,out,0,0812KNJ
80000115011,out,1,0811CHR
80000115011,out,2,0801CHR
80000115011,out,3,0812WST
80000115011,out,4,0801STM
80000115011,out,5,0801LIO
80000115011,out,6,0801BRK
80000115011,out,7,0801SAF
80000115011,out,8,0811AGA
80000115011,out,9,0811ABC
80000115011,out,10,0801ABE
80000115011,out,11,0801JGJ
80000115011,out,12,0811KAR
80000115011,out,13,0801NSH
80000115011,out,14,0801DEL
80000115011,out,15,0801AFL
80000115011,out,16,0811KND
80000115011,out,17,0801SDM
80000115011,out,18,0811KNM
80000115011,out,19,0811KBP
80000115011,out,20,0811KIN
80000115011,out,21,0811MTG
80000115011,out,22,0811RNR
80000115011,out,23,0811GIT
80000115011,out,24,0811SIG
80000115011,out,25,0811ZOP
80000115011,out,26,0811GCN
80000115011,out,27,0811MUG
80000115011,out,28,0811IKA
80000115011,out,29,0801IKA
80000115011,out,30,0811JOR
80000115011,out,31,0801CNG
80000115011,out,32,0811CNG
80000115011,out,33,0811RRN
80000115011,out,34,0801RRN
80000115011,out,35,0801KPL
80000115011,out,36,0811KDR
80000115011,out,37,0801KRH
80000115011,out,38,0801MBR
80000115011,out,39,0811MBR
80000115011,out,40,0801DOS
80000115011,out,41,0813LMT
80000115011,in,0,0813LMT
80000115011,in,1,0801DOS
80000115011,in,2,0800KMR
80000115011,in,3,0800KMD
80000115011,in,4,0810JUN
80000115011,in,5,0810KBB
80000115011,in,6,0810ARM
80000115011,in,7,0810RIR
80000115011,in,8,0810CNG
80000115011,in,9,0810BEL
80000115011,in,10,0810IKA
80000115011,in,11,0810SIT
80000115011,in,12,0810MUG
80000115011,in,13,0810GIC
80000115011,in,14,0810KBA
80000115011,in,15,0800KBA
80000115011,in,16,0810ZAB
80000115011,in,17,0801WID
80000115011,in,18,0810SIG
80000115011,in,19,0810GCR
80000115011,in,20,0810GIT
80000115011,in,21,0800GIT
80000115011,in,22,0810KPL
80000115011,in,23,0810RUG
80000115011,in,24,0800REG
80000115011,in,25,0810MTG
80000115011,in,26,0800MTG
80000115011,in,27,0800KIN
80000115011,in,28,0810KIN
80000115011,in,29,0810EGT
80000115011,in,30,0810WJM
80000115011,in,31,0810COP
80000115011,in,32,0810UTH
80000115011,in,33,0800UTH
80000115011,in,34,0810MRG
80000115011,in,35,0810KBT
80000115011,in,36,0810NNN
80000115011,in,37,0810TNG
80000115011,in,38,0800KGT
80000115011,in,39,0800HES
80000115011,in,40,0800CCK
80000115011,in,41,0810NSH
80000115011,in,42,0810KAR
80000115011,in,43,0800KBB
80000115011,in,44,0800APD
80000115011,in,45,0800NJG
80000115011,in,46,0800WDC
80000115011,in,47,0810WPS
80000115011,in,48,0810LIO
80000115011,in,49,0810STM
80000115011,in,50,0800GPR
80000115011,in,51,0810WST
80000115011,in,52,0800EDS
80000115011,in,53,0800CHR
80000115011,in,54,0800MUS
80000115011,in,55,0810MCP
80000115011,in,56,0812KNJ
10000116011,out,0,0112LKT
10000116011,out,1,0101JHS
10000116011,out,2,0101STP
10000116011,out,3,0111SPS
10000116011,out,4,0101WBR
10000116011,out,5,0101AGA
10000116011,out,6,0111OLB
10000116011,out,7,0101CPK
10000116011,out,8,0111RHK
10000116011,out,9,0111BEK
10000116011,out,10,0111TUN
10000116011,out,11,0111RHR
10000116011,out,12,0111VMA
10000116011,out,13,0111KRU
10000116011,out,14,0101REE
10000116011,out,15,0101ROR
10000116011,out,16,0101ROK
10000116011,out,17,0101SHR
10000116011,out,18,0101DPB
10000116011,out,19,0101RKJ
10000116011,out,20,0101CAV
10000116011,out,21,0111KEA
10000116011,out,22,0101MUC
10000116011,out,23,0101GOG
10000116011,out,24,0111JEK
10000116011,out,25,0101NTO
10000116011,out,26,0101MCC
10000116011,out,27,0101LSC
10000116011,out,28,0101MIC
10000116011,out,29,0101MDS
10000116011,out,30,0111KIV
10000116011,out,31,0101SHT
10000116011,out,32,0101NJK
10000116011,out,33,0101KAT
10000116011,out,34,0101VRY
10000116011,out,35,0101ZAK
10000116011,out,36,0101LIK
10000116011,out,37,0101MOM
10000116011,out,38,0101MKB
10000116011,out,39,0101KOB
10000116011,out,40,0111BAA
10000116011,out,41,0111MKT
10000116011,out,42,0101KME
10000116011,out,43,0101MRB
10000116011,out,44,0101KCK
10000116011,out,45,0101LMC
10000116011,out,46,0101GVS
10000116011,out,47,0101TIG
10000116011,out,48,0113LMD
10000116011,in,0,0100LPS
10000116011,in,1,0100TIG
10000116011,in,2,0100GVS
10000116011,in,3,0100LMC
10000116011,in,4,0100KCK
10000116011,in,5,0100MRB
10000116011,in,6,0110MKT
10000116011,in,7,0110BAA
10000116011,in,8,0100MOM
10000116011,in,9,0100LIK
10000116011,in,10,0100CHL
10000116011,in,11,0100VIN
10000116011,in,12,0100NJT
10000116011,in,13,0100SHT
10000116011,in,14,0110TVM
10000116011,in,15,0100KSS
10000116011,in,16,0100MIS
10000116011,in,17,0100LSM
10000116011,in,18,0100TTM
10000116011,in,19,0100NAM
10000116011,in,20,0110WAM
10000116011,in,21,0100GUG
10000116011,in,22,0100PEF
10000116011,in,23,0110GTH
10000116011,in,24,0100VEV
10000116011,in,25,0100RBJ
10000116011,in,26,0100DPA
