route,after_stage,stage_ids,road,note
38/39,Quickmart,kr_ruai kr_block10 kr_kangundo_rd kr_acacia kr_makongeni kr_26 kr_kanisani kr_kipawa kr_sir_henry kr_kingoris kr_kamulu kr_joska,kangundo_road,Runs to Joska at the edge of the metro area along Kangundo Road; the 2015 survey stopped at Ruai
