stage_id,name,lat,lon,kind
osm:10832093299,Stima Plaza,-1.269994,36.820604,platform
osm:10844057357,Stima Plaza,-1.270430,36.820480,platform
osm:10844057336,Stima Plaza Stage,-1.269600,36.820400,platform
osm:5552396296,Supermetro,-1.284091,36.825342,bus_station
osm:5552396297,Supermetro,-1.284256,36.825237,bus_station
osm:5820858254,Tahmeed Booking Office,-1.282179,36.827083,bus_station
osm:9800929009,Taj Mall,-1.323670,36.899162,bus_station
osm:4934449671,Tangaza University,-1.348635,36.748664,bus_stop
osm:3519605679,Tankard,-1.300696,36.756670,bus_stop
osm:8168764988,Tassia Matatu Stage,-1.310208,36.891637,platform
osm:3294734492,The Guardian Angel,-1.289709,36.829327,platform
osm:3519591080,The Lower Shell Stage,-1.322595,36.706682,platform
osm:2912829683,Thika,-1.050571,37.090528,station
osm:12848641901,Thogoto,-1.266389,36.677167,station
osm:12121997046,Tiba Stage,-1.241248,36.894136,platform
osm:10844057350,Total City Park,-1.259304,36.826738,platform
osm:10832126013,Total/City Park,-1.259430,36.826730,platform
osm:10832126012,Total/Muchatha,-1.193078,36.777371,platform
osm:3662343952,towards Nairobi,-1.106818,37.016104,bus_stop
osm:10832093291,Traveller's View Muchatha,-1.188491,36.771639,platform
osm:5552396278,Tripple (S) Services Kiambu/Kirigiti,-1.283605,36.825217,bus_station
osm:6249063017,TRM,-1.220252,36.891427,platform
osm:12075903086,Trufi Stop,-1.281726,36.822661,platform
osm:4740212821,Tushauriane,-1.266515,36.916058,bus_stop
osm:10832093296,Two Rivers Bus station,-1.214472,36.794860,platform
osm:3519591074,Umoja Bus Station,-1.331217,36.676354,bus_stop
osm:12133955373,Umoja/ Mutindwa,-1.286120,36.883876,station
osm:10844057333,UN/Gigiri/KTTC,-1.238598,36.810546,platform
osm:10832093289,UN/KTTC,-1.237755,36.809667,platform
osm:5552396277,Unified Poa,-1.283279,36.824557,bus_station
osm:13924437742,Uplands (Lari),-1.038901,36.643372,station
osm:1728836702,Uthiru,-1.263137,36.718897,bus_stop
osm:7174126755,Uthiru,-1.260748,36.717442,platform
osm:7174126756,Uthiru Bus Stop,-1.260218,36.717945,platform
osm:1763884021,Valley Arcade Bus Stop,-1.289940,36.770342,bus_stop
osm:10832126011,Velvet Lounge/Kigwaru,-1.202782,36.785553,platform
osm:10832126010,Victory Inn,-1.181698,36.762412,platform
osm:6057123537,Village Market,-1.229727,36.803979,platform
osm:10832093288,Village Market,-1.229770,36.804187,platform
osm:4191435748,Wa Mwaris,-1.261090,36.887760,bus_stop
osm:616095890,Waithaka,-1.279636,36.712223,bus_stop
osm:10844057355,Wambugu Road Bus stop,-1.267990,36.821270,platform
osm:5219991421,Wangige Bus Stop,-1.218861,36.712233,bus_stop
osm:12075947862,Wangige Stage,-1.219173,36.712334,bus_stop
osm:5333214406,Waruku/Deloitte,-1.262656,36.764241,bus_stop
osm:7174126761,Waruku/Deloitte,-1.263211,36.764151,platform
osm:5886556985,Welkim,-1.268389,36.992301,bus_stop
osm:2706662296,Westlands Bus Stop,-1.265357,36.803034,platform
osm:7174143609,Westlands Bus Stop,-1.265399,36.802209,platform
osm:5552492023,Westlands/Graffins,-1.281665,36.822444,bus_station
osm:5440156983,Westlands/Ngara/Town Stage,-1.261496,36.803609,bus_station
osm:7174109432,White House/Regen,-1.247249,36.681357,platform
osm:7174109444,White House/Regen,-1.245694,36.679395,platform
osm:6207691322,Witethie,-1.067813,37.050386,bus_station
osm:4011204430,Zambezi - Nairobi Bus Stage,-1.213638,36.660963,bus_stop
osm:4011199339,Zambezi - Nakuru Bus Stage,-1.213179,36.660169,bus_stop
osm:3519591027,Zambia,-1.354154,36.657842,bus_stop
osm:3519591046,Zambia,-1.349662,36.660181,bus_stop
osm:3151635001,Zimmerman Stage,-1.208939,36.893816,bus_stop
osm:5552492024,Zuri Genesis,-1.282970,36.823676,bus_station
