sacco,permit_no,via_raw,via_points
INDIMA (NJE) SACCO,NTR-00564,"muthurwa, enterprise road,industrial area,general motors,mombasa road, mukuru kwa njenga",muthurwa|enterprise road|industrial area|general motors|mombasa road|mukuru kwa njenga
INDIMA (NJE) SACCO,ADR-JY7SQRO,"Bus station, muthurwa mombasa rd lusaka rd industrial area enterprise rd likoni rd imara daima kwa njenga jogoo rd outering rd kangundo rdruai eastern bypass, alsops",bus station|muthurwa mombasa rd lusaka rd industrial area enterprise rd likoni rd imara daima kwa njenga jogoo rd outering rd kangundo rdruai eastern bypass|alsops
INDIMA (NJE) SACCO,ADR-POKSMZB,"bus station, mukuru kwa njenga, lusaka road,enterprise road,industrial area, general motors",bus station|mukuru kwa njenga|lusaka road|enterprise road|industrial area|general motors
INDIMA (NJE) SACCO,ADR-VYASVJR,"bus station, mombasa road, lusaka road, industrial area, kwa njenga",bus station|mombasa road|lusaka road|industrial area|kwa njenga
INDIMA (NJE) SACCO,ADR-Q5LCYA7,"muthurwa, lusaka road, industrial area, enterprise road, hillocks, mombasa road, kwa njenga",muthurwa|lusaka road|industrial area|enterprise road|hillocks|mombasa road|kwa njenga
INDIMA (NJE) SACCO,ADR-EPJSA6V,"muthurwa, jogoo road,likoni road, industrial area",muthurwa|jogoo road|likoni road|industrial area
INDIMA (NJE) SACCO,ADR-2DVSZ6L,"muthurwa, kwa njenga,enterprise road, lusaka road",muthurwa|kwa njenga|enterprise road|lusaka road
INDIMA (NJE) SACCO,ADR-K9BFEO7,"bus station, kwa njenga,lusaka road, industrial area, general motors",bus station|kwa njenga|lusaka road|industrial area|general motors
INDIMA (NJE) SACCO,ADR-7WRS7WJ,"bus station, mukuru kwa njenga,lusaka road,enterprise road,industrial area, general motors",bus station|mukuru kwa njenga|lusaka road|enterprise road|industrial area|general motors
INDIMA (NJE) SACCO,ADR-BQ9S7E2,"muthurwa, kwa njenga,lusaka road, industrial area, enterprise road, hillocks, mombasa road",muthurwa|kwa njenga|lusaka road|industrial area|enterprise road|hillocks|mombasa road
INDIMA (NJE) SACCO,ADR-REOS8MY,"muthurwa, mukuru kwa njenga,enterprise road,industrial area,general motors, mombasa road",muthurwa|mukuru kwa njenga|enterprise road|industrial area|general motors|mombasa road
INDO STAR SACCO,ADR-BQ9S58K,"Muthurwa, Industrial AreaImara Njenga Likoni Road Lungalunga rdFirst Avenue Jogoo rd Outering rd Eastern bypass Mombasa rd, Mlolongo",muthurwa|industrial areaimara njenga likoni road lungalunga rdfirst avenue jogoo rd outering rd eastern bypass mombasa rd|mlolongo
INDO STAR SACCO,ADR-REOSR55,"Muthurwa, Industrial Area Imara Njenga Likoni Road Lungalunga rd First Avenue Jogoo rd Outering rd Kangundo rdEastern bypass Mombasa rd, Mlolongo",muthurwa|industrial area imara njenga likoni road lungalunga rd first avenue jogoo rd outering rd kangundo rdeastern bypass mombasa rd|mlolongo
INDO STAR SACCO,ADR-MDMSQ2P,"Muthurwa, Industrial Area Imara Njenga Likoni Road Lungalunga rd First Avenue Jogoo rd Outering rd Kangundo rd kayole spine rd manyanja rd Eastern bypass langata rd bomas Mombasa rd, Mlolongo",muthurwa|industrial area imara njenga likoni road lungalunga rd first avenue jogoo rd outering rd kangundo rd kayole spine rd manyanja rd eastern bypass langata rd bomas mombasa rd|mlolongo
INDO STAR SACCO,ADR-YM3S6Y3,"muthurwa, industrial area, likoni road, mombasa raod, jogoo road, mlolongo",muthurwa|industrial area|likoni road|mombasa raod|jogoo road|mlolongo
INTEGRITY INTERCITY LIMITED,NTR-00201911081554190,"Khoja, Thika rd outering rd Ngumba eastern bypass juja farm Forest roadMuseum roadWaiyaki wayKinoo kikuyu wangige ndenderu rironi, Limuru",khoja|thika rd outering rd ngumba eastern bypass juja farm forest roadmuseum roadwaiyaki waykinoo kikuyu wangige ndenderu rironi|limuru
INTEGRITY INTERCITY LIMITED,NTR-00725,"khoja, thika road, ngumba",khoja|thika road|ngumba
INTEGRITY INTERCITY LIMITED,ADR-MDMSZLA,"Khoja, Thika rd,Ngumba,Forest road,Museum road,Waiyaki way,Kinoo, Rironi",khoja|thika rd|ngumba|forest road|museum road|waiyaki way|kinoo|rironi
INTER COUNTIES TRAVELLERS SACCO,NTR-00202104150815260,"Muthurwa, jogoo rd likoni rd lungalunga donholm mombasa rd Cabanas Eastern bypass Ruai, Alsops",muthurwa|jogoo rd likoni rd lungalunga donholm mombasa rd cabanas eastern bypass ruai|alsops
INTER COUNTIES TRAVELLERS SACCO,ADR-K9BFYJY,"muthurwa, jogoo road,likoni road,lungalunga, donholm",muthurwa|jogoo road|likoni road|lungalunga|donholm
INTER COUNTIES TRAVELLERS SACCO,ADR-7WRSRBO,"muthurwa, donholm,jogoo road,likoni road, lungalunga",muthurwa|donholm|jogoo road|likoni road|lungalunga
ISKA INVESTMENTS COMPANY LTD.,NTR-00202107221159520,"Commercial, Ronald ngala Zimmermankiambugithuraikahawa westoutering roadnorthern bypasseastern bypassruiruthika, Makongeni",commercial|ronald ngala zimmermankiambugithuraikahawa westoutering roadnorthern bypasseastern bypassruiruthika|makongeni
ISKA INVESTMENTS COMPANY LTD.,NTR-00579,"nairobi, thika road, thika",nairobi|thika road|thika
ISKA INVESTMENTS COMPANY LTD.,ADR-K9BFVB2,"nairobi, thika, thika road",nairobi|thika|thika road
ITHANGA TRAVELLERS SACCO,NTR-00565,"ithanga, thika, nairobi",ithanga|thika|nairobi
ITHANGA TRAVELLERS SACCO,ADR-LZRSYQL,"ithanga, nairobi, thika",ithanga|nairobi|thika
JESMAT TRAVELLERS CO-OPRATIVE,NTR-00202102021255020,"Mfangano street, Kariokor Gikomba Ngara fig Juja rd Eastleigh Kiambiu Thika rd Mathare North Outering rd Eastern bypass, Kangundo rd",mfangano street|kariokor gikomba ngara fig juja rd eastleigh kiambiu thika rd mathare north outering rd eastern bypass|kangundo rd
JESMAT TRAVELLERS CO-OPRATIVE,ADR-EPJSE9J,"mfangano street, gikomba, majengo",mfangano street|gikomba|majengo
JESMAT TRAVELLERS CO-OPRATIVE,ADR-2DVSRY2,"mfangano street, highrise,gikomba, majengo",mfangano street|highrise|gikomba|majengo
JESMAT TRAVELLERS CO-OPRATIVE,ADR-K9BF6KW,"mfangano street, gikomba,majengo, highrise",mfangano street|gikomba|majengo|highrise
JESMAT TRAVELLERS CO-OPRATIVE,ADR-7WRS9L5,"mfangano, eastleigh section 3, luthuli avenue",mfangano|eastleigh section 3|luthuli avenue
JONSAGA FLATS SACCO,ADR-7WRS29M,"Ronald Ngala, NgaraJujardHuruma Round aboutOutering rdKangundo rd, Ruai",ronald ngala|ngarajujardhuruma round aboutoutering rdkangundo rd|ruai
JONSAGA FLATS SACCO,NTR-00202104161338180,"Mowlem, Kariokor Gikomba cabanas Mombasa Rd athi River thika rd forest rd, Limuru rd",mowlem|kariokor gikomba cabanas mombasa rd athi river thika rd forest rd|limuru rd
JONSAGA FLATS SACCO,NTR-00202002071549350,"Ronald Ngala, Ngara Juja rd Huruma Round about Outering rd Kangundo rd Ruai Mowlem Kariokor Gikomba Cabanas Mombasa rd Athi river Forest rd Thika rd, Limuru",ronald ngala|ngara juja rd huruma round about outering rd kangundo rd ruai mowlem kariokor gikomba cabanas mombasa rd athi river forest rd thika rd|limuru
JONSAGA FLATS SACCO,ADR-BQ9SZQB,"Ronald Ngala, Ngara Juja Rd Huruma Round About Outering Rd Kangundo Rd Ruai Utawala Cabanas Mombasa Rd, Athi River",ronald ngala|ngara juja rd huruma round about outering rd kangundo rd ruai utawala cabanas mombasa rd|athi river
JONSAGA FLATS SACCO,ADR-REOSOZM,"Ronald Ngala, Race Course Rd Ngara Forest Rd Ojijo Rd Parklands via Westlands Limuru Rd Thika Rd Githurai, Juja Town",ronald ngala|race course rd ngara forest rd ojijo rd parklands via westlands limuru rd thika rd githurai|juja town
JONSAGA FLATS SACCO,ADR-MDMSMJL,"huruma, juja road, ngara, ronald ngara",huruma|juja road|ngara|ronald ngara
JONSAGA FLATS SACCO,ADR-YM3SLEW,"huruma, juja,ngara, ronald ngala",huruma|juja|ngara|ronald ngala
JONSAGA FLATS SACCO,ADR-YM3SLVL,"huruma, ronald ngala,juja, ngara",huruma|ronald ngala|juja|ngara
JONSAGA FLATS SACCO,ADR-ZZJSZ2O,"huruma, ronald ngara,juja road, ngara",huruma|ronald ngara|juja road|ngara
JUJA ATHI TRAVELLERS SACCO.,NTR-00201906201608210,"juja, juja farm, athi",juja|juja farm|athi
JUJA ATHI TRAVELLERS SACCO.,ADR-DB3T5EP,"athi, makongeni thika ruiru juja juja farm gatundu, muranga",athi|makongeni thika ruiru juja juja farm gatundu|muranga
JUJA ATHI TRAVELLERS SACCO.,ADR-3ZQS3EE,"athi, makongeni thika ruiru juja juja farm gatundu, muranga",athi|makongeni thika ruiru juja juja farm gatundu|muranga
JUPITERLINE INVESTMENTS CAPITAL LIMITED,NTR-00477,"nairobi, thika road, ruiru",nairobi|thika road|ruiru
JUPITERLINE INVESTMENTS CAPITAL LIMITED,NTR-00201906141322300,"ngara, thika road, nanyuki",ngara|thika road|nanyuki
JUPITERLINE INVESTMENTS CAPITAL LIMITED,ADR-Q5LCBAQ,"ngara, thika rd, ruiru",ngara|thika rd|ruiru
KADANA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202012111036520,"Railways, Ngong rd Kawangware Kabiria Waithaka Dagoretti market Karen Ngong Kikuyu Lusigetti, Kamangu",railways|ngong rd kawangware kabiria waithaka dagoretti market karen ngong kikuyu lusigetti|kamangu
KADANA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202012111031250,"Kamangu, Kikuyu Waithaka Kawangware Kabiria Dagoretti market Karen, Ngong",kamangu|kikuyu waithaka kawangware kabiria dagoretti market karen|ngong
KADANA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-MDMSQK8,"kikuyu, dagoreti, karen, ngong road, railways",kikuyu|dagoreti|karen|ngong road|railways
KADANA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-YM3S6VM,"kikuyu, dagoreti, karen, ngong road, railways",kikuyu|dagoreti|karen|ngong road|railways
KADANA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-8LMSEYR,"railways, ngong rd,kawangware,kabiria,waithaka,dagoretti,karen,kikuyu,lusingeti, kamangu",railways|ngong rd|kawangware|kabiria|waithaka|dagoretti|karen|kikuyu|lusingeti|kamangu
KADANA TRAVELLERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-ZZJSQJP,"knh, ngong road,karen,dagoretti, kikuyu",knh|ngong road|karen|dagoretti|kikuyu
KAKA TRAVELLERS SACCO LIMITED,NTR-00201907241046260,"KAGWE, NAIROBINAKURUNYAHURURUNANYUKI RUIRU, GITHUNGURI",kagwe|nairobinakurunyahururunanyuki ruiru|githunguri
KAKA TRAVELLERS SACCO LIMITED,NTR-00498,"Nairobi, Githunguri kagwe Ruiru maumau Rd Nakuru Nyahururu, Nanyuki",nairobi|githunguri kagwe ruiru maumau rd nakuru nyahururu|nanyuki
KAKA TRAVELLERS SACCO LIMITED,NTR-00408,"kagwe, nairobi, nakuru",kagwe|nairobi|nakuru
KAKA TRAVELLERS SACCO LIMITED,ADR-WZ9SEM3,"kagwenairobinakuru ,, KAGWE - GITHUNGURI - NAIROBI,NAKURU,NYAHURURU,NANYUKI,MAKONGENI,RUIRU- KAGWE - GITHUNGURI - NAIROBI,NAKURU,NYAHURURU,NANYUKI,MAKONGENI,RUIRU - KAGWE - GITHUNGURI - NAIROBI,NAKURU,NYAHURURU,NANYUKI,MAKONGENI,RUIRU",kagwenairobinakuru|kagwe githunguri nairobi|nakuru|nyahururu|nanyuki|makongeni|ruiru kagwe githunguri nairobi|nakuru|nyahururu|nanyuki|makongeni|ruiru kagwe githunguri nairobi|nakuru|nyahururu|nanyuki|makongeni|ruiru
KAM TRANSPORTERS SACCO LTD,NTR-00717,"nairobi, kangundo, machakos",nairobi|kangundo|machakos
KAM TRANSPORTERS SACCO LTD,NTR-00202101251001560,"Nairobi, Kithimani Matuu Kitui Mwingi Mutomo, Kangundo",nairobi|kithimani matuu kitui mwingi mutomo|kangundo
KAM TRANSPORTERS SACCO LTD,NTR-00201903291451040,"nairobi, kangundo,mwala,makutano, kitui",nairobi|kangundo|mwala|makutano|kitui
KAM TRANSPORTERS SACCO LTD,NTR-00201904081413120,"nairobi, tala,kangundo,machakos, wote",nairobi|tala|kangundo|machakos|wote
KAM TRANSPORTERS SACCO LTD,ADR-7WRS79Z,"Nairobi, Tala Donyo sabuk Matuu Mwala, Machakos",nairobi|tala donyo sabuk matuu mwala|machakos
KAM TRANSPORTERS SACCO LTD,ADR-BQ9S7QZ,"nairobi, tala,kangundo, machakos",nairobi|tala|kangundo|machakos
KAM TRANSPORTERS SACCO LTD,ADR-REOS8ZR,"nairobi, machakos, makueni, kitui, mutomo, kibwezi, ikutha, voi, mombasa",nairobi|machakos|makueni|kitui|mutomo|kibwezi|ikutha|voi|mombasa
KAM TRANSPORTERS SACCO LTD,ADR-MDMSKJO,"nairobi, machakos,makueni,kibwezi, mtitoandei",nairobi|machakos|makueni|kibwezi|mtitoandei
KAM TRANSPORTERS SACCO LTD,ADR-YM3SVB9,"nairobi, machakos,tala, kangundo",nairobi|machakos|tala|kangundo
KAM TRANSPORTERS SACCO LTD,ADR-8LMSJYZ,"nairobi, mtitoandei,machakos,makueni, kibwezi",nairobi|mtitoandei|machakos|makueni|kibwezi
KAM TRANSPORTERS SACCO LTD,ADR-ZZJS9J5,"nairobi, mombasa,machakos, makueni, kitui, mutomo, kibwezi, ikutha, voi",nairobi|mombasa|machakos|makueni|kitui|mutomo|kibwezi|ikutha|voi
KAM TRANSPORTERS SACCO LTD,ADR-LZRSO7V,"nairobi, machakos, kitui, mutomo, ikutha, kibwezi, mtito andei, mombasa",nairobi|machakos|kitui|mutomo|ikutha|kibwezi|mtito andei|mombasa
KAM TRANSPORTERS SACCO LTD,ADR-O68IVMW,"nairobi, mtitoandei, wote",nairobi|mtitoandei|wote
KAM TRANSPORTERS SACCO LTD,ADR-6DBSW9M,"nairobi, mombasa, wote",nairobi|mombasa|wote
KAM TRANSPORTERS SACCO LTD,ADR-WZ9SW3B,"nairobi, machakos, wote, makindu, kitui, mutomo, kibwezi, mtito andei, ikutha, voi, mombasa",nairobi|machakos|wote|makindu|kitui|mutomo|kibwezi|mtito andei|ikutha|voi|mombasa
KANDARA SOUTH TRAVELLERS SACCO (K.S.T),NTR-00231,"nairobi, thika, kangari",nairobi|thika|kangari
KANDARA SOUTH TRAVELLERS SACCO (K.S.T),NTR-00268,"Nyahururu, Olkalou Engineer Njambini Maumau Rd Nyoka Rd, Muranga",nyahururu|olkalou engineer njambini maumau rd nyoka rd|muranga
KANDARA SOUTH TRAVELLERS SACCO (K.S.T),NTR-00202202281223180,"Nairobi, Thika KihumbuiniGitiri kangari Muranga Nyoka Rd Mau Mau Rd Njambini Engineer, Olkalou",nairobi|thika kihumbuinigitiri kangari muranga nyoka rd mau mau rd njambini engineer|olkalou
KANDARA SOUTH TRAVELLERS SACCO (K.S.T),ADR-6DBS8QA,"thika, kiunyu, kihumbuini",thika|kiunyu|kihumbuini
KANDARA SOUTH TRAVELLERS SACCO (K.S.T),ADR-WZ9SLAA,"nairobi, kangari, thika",nairobi|kangari|thika
KANGEMI MATATU OWNERS SACCO,NTR-00201910041038480,"odeon, westlands,kangemi,stage 87,muhuri rd,dagoretti market junction,thogoto,kamangu,thigio,kmandura,rironi,kiambaa, kinoo 87",odeon|westlands|kangemi|stage 87|muhuri rd|dagoretti market junction|thogoto|kamangu|thigio|kmandura|rironi|kiambaa|kinoo 87
KANGEMI MATATU OWNERS SACCO,NTR-00202009041256260,"Odeon, WestlandsKangemiUthiruStage 87Muhuri RdDagoretti Market JunctionThogotoKamanguThigioKamanduraLimuruRironiKiambaa, Kinoo 87",odeon|westlandskangemiuthirustage 87muhuri rddagoretti market junctionthogotokamanguthigiokamanduralimururironikiambaa|kinoo 87
KANGEMI MATATU OWNERS SACCO,NTR-0078,"odeon, westlands, kangemi",odeon|westlands|kangemi
KANGEMI MATATU OWNERS SACCO,ADR-K9BF6AW,"odeon, westlands, kangemi",odeon|westlands|kangemi
KANGEMI MATATU OWNERS SACCO,ADR-7WRS9Q5,"odeon, kangemi, stage87, muhuri road, dagoretti market junction",odeon|kangemi|stage87|muhuri road|dagoretti market junction
KANGEMI MATATU OWNERS SACCO,ADR-BQ9SQK6,"odeon, kangemi, westlands",odeon|kangemi|westlands
KANGEMI MATATU OWNERS SACCO,ADR-REOSZDE,"busstation, Jogoo rd,kangundo rd, ruai, joska, malaa, tala, Thika, kiskioni, donyosabuku, kilimambogo, Makongeni,Thika Twn, Thika Rd, Odeon, Westland, Kangemi, Uthiru, Stage87, Muhurird, Dagoretti Market,Thogoto, Kamangu, Thigio, Kamandura, Limuru, Rironi, Kiambaa, Kikuyu, Kinoo 87",busstation|jogoo rd|kangundo rd|ruai|joska|malaa|tala|thika|kiskioni|donyosabuku|kilimambogo|makongeni|thika twn|thika rd|odeon|westland|kangemi|uthiru|stage87|muhurird|dagoretti market|thogoto|kamangu|thigio|kamandura|limuru|rironi|kiambaa|kikuyu|kinoo 87
KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-K9BF6YK,"Bus station, Muthurwa, Jogoo road, Kayole, Eastern bypass, Utawala, City cabanas",bus station|muthurwa|jogoo road|kayole|eastern bypass|utawala|city cabanas
KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-7WRS9RE,"bus station, muthurwa, jogoo road, kayole, eastern bypass, utawala",bus station|muthurwa|jogoo road|kayole|eastern bypass|utawala
KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-BQ9SQ29,"bus station, jogoo road, kayole, utawala",bus station|jogoo road|kayole|utawala
KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-REOSZQW,"muthurwa, utawala,jogoo road, kayole",muthurwa|utawala|jogoo road|kayole
KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-MDMSJZD,"bus station, utawala,jogoo road, kayole",bus station|utawala|jogoo road|kayole
KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-YM3SB8O,"kayole, jogoo road, otc",kayole|jogoo road|otc
KANI TRANSPORT SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-8LMSYMB,"kayole, otc,jogoo road, muthurwa",kayole|otc|jogoo road|muthurwa
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00202101251614210,"Kariobangi, Juja rd Gikomba Kariokor Ronald ngala Commercial Thika rd Alsops Outering rd, Kariobangi south",kariobangi|juja rd gikomba kariokor ronald ngala commercial thika rd alsops outering rd|kariobangi south
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00349,"ronald ngara, thika road,alsolps, kariobangi",ronald ngara|thika road|alsolps|kariobangi
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,NTR-00348,"ronald ngara, juja road, kariobangi",ronald ngara|juja road|kariobangi
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-WZ9SWPQ,"Kamulu, Kangundo rd Eastern bypass Mombasa rd Likoni rd Lungalunga rd Outering rd Kariobangi North Lucky Summer Baba dogo Kariobangi South Juja rd Easthleigh 1st avenueJogoo rd Gikomba Kariokor Ronald NgalaCommercial Globe round aboutWestlands Forest rd Thika rd Juja, Thika(Makongeni)",kamulu|kangundo rd eastern bypass mombasa rd likoni rd lungalunga rd outering rd kariobangi north lucky summer baba dogo kariobangi south juja rd easthleigh 1st avenuejogoo rd gikomba kariokor ronald ngalacommercial globe round aboutwestlands forest rd thika rd juja|thika makongeni
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-537H69Q,"Kamulu, Kangundo rd Eastern bypass Mombasa rd Enterprise rd Likoni rd Lungalunga rd Outering rd Kariobangi North Lucky Summer Baba dogo Kariobangi South Juja rd Easthleigh 1st avenueJogoo rd Gikomba Kariokor Ronald NgalaCommercial Globe round aboutWestlands Forest rd Thika rd Juja, Thika(Makongeni)",kamulu|kangundo rd eastern bypass mombasa rd enterprise rd likoni rd lungalunga rd outering rd kariobangi north lucky summer baba dogo kariobangi south juja rd easthleigh 1st avenuejogoo rd gikomba kariokor ronald ngalacommercial globe round aboutwestlands forest rd thika rd juja|thika makongeni
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-A5ACLOL,"gikomba, juja road, kariobangi",gikomba|juja road|kariobangi
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-9AKFA9J,"kariobangi south, outering road, thika road, gikomba, commercial",kariobangi south|outering road|thika road|gikomba|commercial
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-DB3TBZ3,"ronald ngara, kariobangi, thika road",ronald ngara|kariobangi|thika road
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-3ZQSLM2,"ronald ngara, kariobangi, juja road",ronald ngara|kariobangi|juja road
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-JY7SQ6E,"kariobagi, juja road, eastleigh, gikomba",kariobagi|juja road|eastleigh|gikomba
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-POKSME5,"gikomba, kariobangi, juja road",gikomba|kariobangi|juja road
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-VYASVEO,"ronald ngara, kariobangi,thika road, alsolps",ronald ngara|kariobangi|thika road|alsolps
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-Q5LCYZZ,"kariobangi, thika road, commercial",kariobangi|thika road|commercial
KARIOBANGI MATATU OWNERS SAVINGS AND CREDIT CO-OPERATIVE SOCIETY LIMITED,ADR-EPJSABK,"kariobangi south, juja road, kariokor, ronald ngara",kariobangi south|juja road|kariokor|ronald ngara
KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,NTR-00202009081636350,"Kiserian, Ngong Dagoretti Wangige Khoja Thika Gatuanyaga Ruiru Kiambu, Limuru .",kiserian|ngong dagoretti wangige khoja thika gatuanyaga ruiru kiambu|limuru
KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,NTR-00201910041052400,"Khoja, BananaLimuruKiambuTatucityNorthern bypassRuiruThika, Gatuanyaga",khoja|bananalimurukiambutatucitynorthern bypassruiruthika|gatuanyaga
KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,NTR-00202105031016150,"Kiserian, Ngong Dagoretti Kikuyu Wangige ABC Drive Khoja Limuru Kijabe Naivasha Kiambu Ruiru Thika, Gatuanya",kiserian|ngong dagoretti kikuyu wangige abc drive khoja limuru kijabe naivasha kiambu ruiru thika|gatuanya
KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,NTR-00340,"khoja, banana, limuru",khoja|banana|limuru
KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,NTR-00201812181042570,"khoja, limuru,banana,kiambu,tatu city, ruiru",khoja|limuru|banana|kiambu|tatu city|ruiru
KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,ADR-7WRSZYL,"Khoja, Thika, Gatuanyaga",khoja|thika|gatuanyaga
KARURI COMMUTERS SERVICES SAVINGS AND CREDIT CO-OPERTAIVE SOCIETY LIMITED,ADR-BQ9S3WL,"Kiserian, NgongkawangwareDagorettikikuyuwangigeABC drivewestlands Parklands Highridge Khojalimuru suswaKijabeNaivashaNorthern bypasseastern bypasskiambu roadkiamburuiruthikagatuanyagarailwaysathiriver, Machakos",kiserian|ngongkawangwaredagorettikikuyuwangigeabc drivewestlands parklands highridge khojalimuru suswakijabenaivashanorthern bypasseastern bypasskiambu roadkiamburuiruthikagatuanyagarailwaysathiriver|machakos
